traj,em_collapsed,em_step,em_type,lam_collapsed,lam_step,lam_type
1748,0,-1,0,0,-1,0
1749,1,327,1,0,-1,0
1750,0,-1,0,0,-1,0
1751,1,334,1,0,-1,0
1752,0,-1,0,0,-1,0
1753,0,-1,0,0,-1,0
1754,0,-1,0,0,-1,0
1755,0,-1,0,0,-1,0
1756,0,-1,0,0,-1,0
1757,1,297,1,1,297,1
1758,0,-1,0,0,-1,0
1759,0,-1,0,0,-1,0
1760,0,-1,0,0,-1,0
1761,0,-1,0,0,-1,0
1762,0,-1,0,0,-1,0
1763,0,-1,0,0,-1,0
1764,1,276,1,1,279,3
1765,0,-1,0,0,-1,0
1766,0,-1,0,0,-1,0
1767,0,-1,0,0,-1,0
1768,0,-1,0,0,-1,0
1769,0,-1,0,0,-1,0
1770,0,-1,0,0,-1,0
1771,0,-1,0,0,-1,0
1772,0,-1,0,0,-1,0
1773,0,-1,0,0,-1,0
1774,1,322,1,1,325,1
1775,0,-1,0,0,-1,0
1776,0,-1,0,0,-1,0
1777,1,279,1,1,288,1
1778,0,-1,0,0,-1,0
1779,0,-1,0,0,-1,0
1780,0,-1,0,0,-1,0
1781,1,295,1,1,296,1
1782,0,-1,0,0,-1,0
1783,0,-1,0,0,-1,0
1784,1,285,1,1,286,1
1785,0,-1,0,0,-1,0
1786,0,-1,0,0,-1,0
1787,0,-1,0,0,-1,0
1788,1,279,1,1,280,1
1789,0,-1,0,0,-1,0
1790,0,-1,0,0,-1,0
1791,1,315,1,1,327,3
1792,1,352,1,1,354,1
1793,0,-1,0,0,-1,0
1794,0,-1,0,0,-1,0
1795,0,-1,0,0,-1,0
1796,0,-1,0,1,395,1
1797,0,-1,0,0,-1,0
1798,0,-1,0,0,-1,0
1799,0,-1,0,0,-1,0
1800,1,281,1,1,374,1
1801,0,-1,0,0,-1,0
1802,0,-1,0,0,-1,0
1803,0,-1,0,1,381,1
1804,0,-1,0,0,-1,0
1805,0,-1,0,0,-1,0
1806,0,-1,0,0,-1,0
1807,0,-1,0,0,-1,0
1808,1,276,3,1,276,3
1809,1,299,1,0,-1,0
1810,1,285,3,1,290,3
1811,0,-1,0,0,-1,0
1812,0,-1,0,0,-1,0
1813,1,311,1,1,315,1
1814,0,-1,0,0,-1,0
1815,0,-1,0,0,-1,0
1816,1,281,1,1,294,3
1817,1,286,1,1,289,1
1818,0,-1,0,0,-1,0
1819,0,-1,0,0,-1,0
1820,0,-1,0,0,-1,0
1821,0,-1,0,0,-1,0
1822,1,312,1,1,313,1
1823,0,-1,0,0,-1,0
1824,0,-1,0,0,-1,0
1825,0,-1,0,0,-1,0
1826,0,-1,0,0,-1,0
1827,0,-1,0,0,-1,0
1828,1,272,1,0,-1,0
1829,0,-1,0,0,-1,0
1830,0,-1,0,0,-1,0
1831,0,-1,0,0,-1,0
1832,1,336,1,1,349,3
1833,1,303,1,1,300,1
1834,1,266,1,1,267,1
1835,0,-1,0,0,-1,0
1836,0,-1,0,0,-1,0
1837,1,267,1,1,268,1
1838,0,-1,0,0,-1,0
1839,0,-1,0,0,-1,0
1840,0,-1,0,0,-1,0
1841,0,-1,0,0,-1,0
1842,1,331,1,1,324,3
1843,1,296,1,1,296,1
1844,0,-1,0,0,-1,0
1845,0,-1,0,0,-1,0
1846,0,-1,0,0,-1,0
1847,1,285,1,1,302,3
1848,1,272,1,1,276,1
1849,1,290,1,1,292,1
1850,1,319,1,1,317,1
1851,0,-1,0,0,-1,0
1852,0,-1,0,0,-1,0
1853,1,282,3,0,-1,0
1854,1,281,1,1,284,1
1855,1,285,1,1,367,1
1856,0,-1,0,0,-1,0
1857,1,274,1,1,276,1
1858,1,276,1,1,277,1
1859,1,298,1,1,300,1
1860,0,-1,0,0,-1,0
1861,0,-1,0,0,-1,0
1862,0,-1,0,0,-1,0
1863,0,-1,0,0,-1,0
1864,1,329,1,1,327,1
1865,0,-1,0,0,-1,0
1866,0,-1,0,0,-1,0
1867,0,-1,0,0,-1,0
1868,0,-1,0,0,-1,0
1869,0,-1,0,0,-1,0
1870,1,337,3,1,339,3
1871,0,-1,0,0,-1,0
1872,1,324,1,0,-1,0
1873,1,302,1,1,312,1
1874,0,-1,0,0,-1,0
1875,1,302,1,1,303,1
1876,0,-1,0,0,-1,0
1877,0,-1,0,0,-1,0
1878,0,-1,0,0,-1,0
1879,0,-1,0,0,-1,0
1880,1,283,3,1,393,1
1881,0,-1,0,0,-1,0
1882,0,-1,0,0,-1,0
1883,0,-1,0,0,-1,0
1884,0,-1,0,0,-1,0
1885,0,-1,0,0,-1,0
1886,0,-1,0,0,-1,0
1887,0,-1,0,0,-1,0
1888,0,-1,0,0,-1,0
1889,1,281,1,1,287,1
1890,0,-1,0,0,-1,0
1891,0,-1,0,0,-1,0
1892,0,-1,0,0,-1,0
1893,1,280,1,1,295,1
1894,1,301,1,1,304,1
1895,0,-1,0,0,-1,0
1896,0,-1,0,0,-1,0
1897,0,-1,0,0,-1,0
1898,1,364,1,1,362,1
1899,0,-1,0,0,-1,0
1900,0,-1,0,0,-1,0
1901,0,-1,0,0,-1,0
1902,0,-1,0,0,-1,0
1903,0,-1,0,0,-1,0
1904,0,-1,0,0,-1,0
1905,0,-1,0,0,-1,0
1906,0,-1,0,0,-1,0
1907,0,-1,0,0,-1,0
1908,0,-1,0,0,-1,0
1909,0,-1,0,0,-1,0
1910,0,-1,0,0,-1,0
1911,0,-1,0,0,-1,0
1912,0,-1,0,0,-1,0
1913,1,292,1,1,299,1
1914,0,-1,0,0,-1,0
1915,1,302,1,1,306,1
1916,1,315,1,1,316,3
1917,0,-1,0,0,-1,0
1918,1,384,1,1,383,1
1919,1,275,1,1,282,1
1920,0,-1,0,0,-1,0
1921,0,-1,0,0,-1,0
1922,0,-1,0,0,-1,0
1923,0,-1,0,0,-1,0
1924,0,-1,0,0,-1,0
1925,1,278,1,1,280,1
1926,0,-1,0,0,-1,0
1927,0,-1,0,0,-1,0
1928,0,-1,0,0,-1,0
1929,0,-1,0,0,-1,0
1930,0,-1,0,0,-1,0
1931,1,307,1,1,309,3
1932,0,-1,0,0,-1,0
1933,1,266,1,1,275,1
1934,1,283,3,1,283,1
1935,0,-1,0,0,-1,0
1936,1,271,3,1,279,3
1937,1,313,1,1,317,1
1938,0,-1,0,0,-1,0
1939,1,303,1,1,302,3
1940,0,-1,0,0,-1,0
1941,0,-1,0,0,-1,0
1942,0,-1,0,0,-1,0
1943,0,-1,0,0,-1,0
1944,0,-1,0,0,-1,0
1945,1,274,1,1,277,1
1946,0,-1,0,0,-1,0
1947,1,370,1,1,352,1
1948,1,294,3,1,302,3
1949,1,295,3,1,297,3
1950,0,-1,0,0,-1,0
1951,1,275,1,1,481,1
1952,0,-1,0,0,-1,0
1953,0,-1,0,0,-1,0
1954,0,-1,0,0,-1,0
1955,1,315,1,1,318,1
1956,0,-1,0,0,-1,0
1957,0,-1,0,0,-1,0
1958,0,-1,0,0,-1,0
1959,1,265,1,1,266,1
1960,0,-1,0,0,-1,0
1961,0,-1,0,0,-1,0
1962,0,-1,0,0,-1,0
1963,0,-1,0,0,-1,0
1964,0,-1,0,0,-1,0
1965,0,-1,0,0,-1,0
1966,0,-1,0,0,-1,0
1967,0,-1,0,0,-1,0
1968,0,-1,0,0,-1,0
1969,1,330,1,1,337,1
1970,0,-1,0,0,-1,0
1971,0,-1,0,0,-1,0
1972,0,-1,0,0,-1,0
1973,0,-1,0,0,-1,0
1974,1,332,1,1,372,1
1975,0,-1,0,0,-1,0
1976,1,306,3,1,305,3
1977,0,-1,0,0,-1,0
1978,1,290,1,1,292,1
1979,1,311,1,1,313,1
1980,0,-1,0,0,-1,0
1981,0,-1,0,0,-1,0
1982,0,-1,0,0,-1,0
1983,0,-1,0,0,-1,0
1984,0,-1,0,0,-1,0
1985,0,-1,0,0,-1,0
1986,0,-1,0,0,-1,0
1987,1,291,1,1,294,1
1988,0,-1,0,0,-1,0
1989,1,284,1,1,285,1
1990,0,-1,0,0,-1,0
1991,0,-1,0,0,-1,0
1992,0,-1,0,0,-1,0
1993,0,-1,0,0,-1,0
1994,0,-1,0,0,-1,0
1995,1,276,1,1,280,1
1996,0,-1,0,0,-1,0
1997,0,-1,0,0,-1,0
1998,1,286,1,1,287,3
1999,0,-1,0,0,-1,0
