xi,target,J,h_eff_star,h0_star_pred_window,h0_star_pred_equil
0.35,0.2,3.56,0.35826515743642984,1.791325787182149,0.05118073677663283
0.35,0.2,3.57,0.35939944454915995,1.7969972227457998,0.05134277779273714
0.35,0.2,3.58,0.36053001118195965,1.8026500559097982,0.05150428731170852
0.35,0.2,3.59,0.3616568922751245,1.8082844613756224,0.05166527032501778
0.35,0.2,3.6,0.362780122221754,1.8139006111087699,0.05182573174596485
0.35,0.2,3.61,0.3638997348796918,1.819498674398459,0.05198567641138454
0.35,0.2,3.62,0.36501576358313215,1.8250788179156607,0.052145109083304594
0.35,0.2,3.63,0.36612824115390524,1.830641205769526,0.05230403445055789
0.35,0.2,3.64,0.36723719991245113,1.8361859995622556,0.05246245713035016
0.35,0.2,3.65,0.36834267168849316,1.8417133584424656,0.052620381669784735
0.35,0.2,3.66,0.36944468783142104,1.8472234391571052,0.05277781254734586
0.35,0.2,3.67,0.3705432792203933,1.8527163961019666,0.0529347541743419
0.35,0.2,3.68,0.37163847627416746,1.8581923813708372,0.05309121089630964
0.35,0.2,3.69,0.372730308960668,1.86365154480334,0.05324718699438114
0.35,0.2,3.7,0.3738188068062997,1.8690940340314983,0.05340268668661424
0.35,0.2,3.71,0.3749039989050149,1.8745199945250746,0.053557714129287844
0.35,0.2,3.72,0.3759859139271436,1.879929569635718,0.05371227341816337
0.35,0.2,3.73,0.377064580127991,1.8853229006399548,0.053866368589713
0.35,0.2,3.74,0.3781400253562138,1.890700126781069,0.05402000362231626
0.35,0.2,3.75,0.37921227706197963,1.896061385309898,0.05417318243742566
0.35,0.2,3.76,0.3802813623049167,1.9014068115245835,0.05432590890070239
0.35,0.2,3.77,0.3813473077618609,1.9067365388093043,0.054478186823122984
0.35,0.2,3.78,0.38241013973440663,1.9120506986720331,0.05463001996205809
0.35,0.2,3.79,0.38346988415626637,1.9173494207813317,0.05478141202232377
0.35,0.2,3.8,0.3845265666004466,1.9226328330022329,0.054932366657206654
0.35,0.2,3.81,0.38558021228624345,1.927901061431217,0.05508288746946335
0.35,0.2,3.82,0.38663084608606596,1.9331542304303297,0.05523297801229514
0.35,0.2,3.83,0.3876784925320905,1.9383924626604525,0.05538264179029865
0.35,0.2,3.84,0.3887231758227509,1.9436158791137543,0.05553188226039298
0.35,0.2,3.85,0.38976491982907296,1.9488245991453648,0.05568070283272471
0.35,0.2,3.86,0.3908037481008509,1.9540187405042544,0.05582910687155013
0.35,0.2,3.87,0.3918396838726788,1.959198419363394,0.055977097696096975
0.35,0.2,3.88,0.3928727500698346,1.9643637503491729,0.05612467858140494
0.35,0.2,3.89,0.39390296931402524,1.9695148465701262,0.056271852759146465
0.35,0.2,3.9,0.3949303639289934,1.974651819644967,0.05641862341842763
0.35,0.2,3.91,0.3959549559459933,1.9797747797299663,0.05656499370657047
0.35,0.2,3.92,0.39697676710913676,1.9848838355456837,0.05671096672987668
0.35,0.2,3.93,0.3979958188806153,1.9899790944030764,0.05685654555437362
0.35,0.2,3.94,0.3990121324457993,1.9950606622289964,0.05700173320654276
0.35,0.2,3.95,0.4000257287182203,2.0001286435911014,0.05714653267403147
0.35,0.2,3.96,0.40103662834443715,2.0051831417221857,0.057290946906348166
0.35,0.2,3.97,0.4020448517087934,2.0102242585439667,0.057434978815541916
0.35,0.2,3.98,0.40305041893806215,2.0152520946903105,0.05757863127686602
0.35,0.2,3.99,0.4040533499059895,2.0202667495299473,0.057721907129427076
0.35,0.2,4.0,0.4050536642377328,2.0252683211886637,0.05786480917681897
0.35,0.2,4.01,0.4060513813142007,2.030256906571003,0.05800734018774296
0.35,0.2,4.02,0.4070465202762954,2.0352326013814768,0.05814950289661363
0.35,0.2,4.03,0.40803910002906074,2.0401955001453036,0.05829130000415154
0.35,0.2,4.04,0.40902913924573864,2.045145696228693,0.058432734177962666
0.35,0.2,4.05,0.4100166563717368,2.050083281858684,0.058573808053105254
0.35,0.2,4.06,0.41100166962850804,2.05500834814254,0.058714524232644005
0.35,0.2,4.07,0.41198419701734657,2.0599209850867326,0.05885488528819237
0.35,0.2,4.08,0.4129642563231003,2.0648212816155014,0.0589948937604429
0.35,0.2,4.09,0.41394186511780534,2.0697093255890264,0.05913455215968648
0.35,0.2,4.1,0.4149170407642396,2.0745852038211976,0.05927386296631994
0.35,0.2,4.11,0.41588980041940277,2.0794490020970136,0.05941282863134325
0.35,0.2,4.12,0.4168601610379196,2.084300805189598,0.05955145157684566
0.35,0.2,4.13,0.4178281393753754,2.0891406968768766,0.0596897341964822
0.35,0.2,4.14,0.41879375199157537,2.093968759957877,0.059827678855939335
0.35,0.2,4.15,0.419757015253741,2.0987850762687046,0.05996528789339157
0.35,0.2,4.16,0.4207179453396361,2.1035897266981802,0.060102563619948014
0.35,0.2,4.17,0.42167655824062916,2.108382791203146,0.06023950832008988
0.35,0.2,4.18,0.42263286976454145,2.113164348822707,0.06037612425207735
0.35,0.2,4.19,0.42358689553946105,2.1179344776973053,0.06051241364849443
0.35,0.2,4.2,0.4245386510145034,2.122693255072517,0.06064837871635763
0.35,0.2,4.21,0.4254881514651334,2.127440757325667,0.060784021637876204
0.35,0.2,4.22,0.4264354119950282,2.132177059975141,0.06091934457071831
0.35,0.2,4.23,0.42738044753742194,2.1369022376871096,0.06105434964820313
0.35,0.2,4.24,0.42832327285974,2.1416163642986996,0.061189038979962855
0.35,0.2,4.25,0.429263902565148,2.1463195128257397,0.061323414652164
0.35,0.2,4.26,0.43020235109530647,2.151011755476532,0.06145747872790092
0.35,0.2,4.27,0.4311386327328652,2.155693163664326,0.06159123324755217
0.35,0.2,4.28,0.4320727616039094,2.1603638080195466,0.061724680229129913
0.35,0.2,4.29,0.43300475168035674,2.1650237584017837,0.061857821668622394
0.35,0.2,4.3,0.4339346167823074,2.169673083911537,0.061990659540329625
0.35,0.2,4.31,0.4348623705803491,2.1743118529017456,0.06212319579719273
0.35,0.2,4.32,0.4357880265978164,2.178940132989082,0.06225543237111663
0.35,0.2,4.33,0.4367115982130066,2.1835579910650327,0.06238737117328665
0.35,0.2,4.34,0.43763309866135236,2.188165493306762,0.06251901409447891
0.35,0.2,4.35,0.43855254103755437,2.192762705187772,0.0626503630053649
0.35,0.2,4.36,0.43946993829767084,2.197349691488354,0.06278141975681012
0.35,0.2,4.37,0.44038530326116887,2.201926516305844,0.06291218618016699
0.35,0.2,4.38,0.44129864861293655,2.2064932430646826,0.06304266408756236
0.35,0.2,4.39,0.44220998690525676,2.2110499345262835,0.06317285527217954
0.35,0.2,4.4,0.44311933055974523,2.215596652798726,0.06330276150853503
0.35,0.2,4.41,0.44402669186924887,2.2201334593462443,0.06343238455274984
0.35,0.2,4.42,0.4449320829997136,2.224660414998568,0.06356172614281623
0.35,0.2,4.43,0.4458355159920137,2.2291775799600684,0.0636907879988591
0.35,0.2,4.44,0.4467370027637487,2.2336850138187434,0.06381957182339268
0.35,0.2,4.45,0.44763655511100753,2.2381827755550376,0.06394807930157251
0.35,0.2,4.46,0.44853418471009915,2.2426709235504956,0.06407631210144274
0.35,0.2,4.47,0.4494299031192538,2.2471495155962686,0.06420427187417911
0.35,0.2,4.48,0.4503237217802904,2.251618608901452,0.0643319602543272
0.35,0.2,4.49,0.4512156520202557,2.2560782601012783,0.06445937886003653
0.35,0.2,4.5,0.452105705053034,2.26052852526517,0.06458652929329058
0.35,0.2,4.51,0.45299389198092616,2.2649694599046306,0.0647134131401323
0.35,0.2,4.52,0.4538802237962027,2.2694011189810133,0.0648400319708861
0.35,0.2,4.53,0.45476471138262725,2.273823556913136,0.06496638734037533
0.35,0.2,4.54,0.4556473655169545,2.2782368275847724,0.06509248078813636
0.35,0.2,4.55,0.45652819687039936,2.2826409843519966,0.06521831383862849
0.35,0.2,4.56,0.4574072160100838,2.287036080050419,0.06534388800144054
0.35,0.2,4.57,0.45828443340045494,2.2914221670022745,0.06546920477149357
0.35,0.2,4.58,0.4591598594046804,2.295799297023402,0.06559426562924006
0.35,0.2,4.59,0.4600335042860179,2.3001675214300894,0.06571907204085971
0.35,0.2,4.6,0.46090537820916266,2.304526891045813,0.06584362545845181
0.35,0.2,4.61,0.4617754912415701,2.3088774562078505,0.0659679273202243
0.35,0.2,4.62,0.46264385335475694,2.3132192667737845,0.06609197905067957
0.35,0.2,4.63,0.46351047442557913,2.3175523721278957,0.06621578206079702
0.35,0.2,4.64,0.4643753642374886,2.321876821187443,0.06633933774821266
0.35,0.2,4.65,0.4652385324817678,2.3261926624088387,0.0664626474973954
0.35,0.2,4.66,0.46609998875874403,2.33049994379372,0.06658571267982058
0.35,0.2,4.67,0.4669597425789836,2.334798712894918,0.06670853465414052
0.35,0.2,4.68,0.4678178033644645,2.339089016822322,0.06683111476635208
0.35,0.2,4.69,0.4686741804497311,2.343370902248655,0.06695345434996158
0.35,0.2,4.7,0.46952888308302765,2.347644415415138,0.0670755547261468
0.35,0.2,4.71,0.4703819204274157,2.3519096021370784,0.06719741720391653
0.35,0.2,4.72,0.47123330156186916,2.3561665078093457,0.06731904308026702
0.35,0.2,4.73,0.47208303548235614,2.3604151774117805,0.0674404336403366
0.35,0.2,4.74,0.47293113110289736,2.3646556555144866,0.06756159015755676
0.35,0.2,4.75,0.473777597256612,2.36888798628306,0.06768251389380171
0.35,0.2,4.76,0.47462244269674464,2.373112213483723,0.06780320609953495
0.35,0.2,4.77,0.47546567609767415,2.3773283804883705,0.06792366801395346
0.35,0.2,4.78,0.4763073060559088,2.381536530279544,0.06804390086512983
0.35,0.2,4.79,0.4771473410910637,2.3857367054553182,0.06816390587015196
0.35,0.2,4.8,0.47798578964682203,2.38992894823411,0.0682836842352603
0.35,0.2,4.81,0.478822660091883,2.394113300459415,0.06840323715598329
0.35,0.2,4.82,0.47965796072089234,2.3982898036044618,0.06852256581727033
0.35,0.2,4.83,0.4804916997553585,2.4024584987767925,0.06864167139362264
0.35,0.2,4.84,0.4813238853445563,2.406619426722781,0.06876055504922232
0.35,0.2,4.85,0.4821545255664132,2.410772627832066,0.06887921793805903
0.35,0.2,4.86,0.48298362842838427,2.414918142141921,0.0689976612040549
0.35,0.2,4.87,0.48381120186831095,2.4190560093415545,0.06911588598118727
0.35,0.2,4.88,0.4846372537552693,2.4231862687763464,0.0692338933936099
0.35,0.2,4.89,0.48546179189040195,2.4273089594520094,0.0693516845557717
0.35,0.2,4.9,0.4862848240077396,2.431424120038698,0.06946926057253423
0.35,0.2,4.91,0.48710635777500794,2.4355317888750396,0.06958662253928685
0.35,0.2,4.92,0.48792640079442373,2.4396320039721187,0.06970377154206053
0.35,0.2,4.93,0.48874496060347783,2.443724803017389,0.06982070865763969
0.35,0.2,4.94,0.48956204467570524,2.447810223378526,0.06993743495367218
0.35,0.2,4.95,0.49037766042144537,2.4518883021072266,0.07005395148877791
0.35,0.2,4.96,0.4911918151885897,2.4559590759429484,0.07017025931265566
0.35,0.2,4.97,0.49200451626331787,2.460022581316589,0.07028635946618826
0.35,0.2,4.98,0.49281577087082284,2.464078854354114,0.07040225298154612
0.35,0.2,4.99,0.493625586176025,2.468127930880125,0.07051794088228928
0.35,0.2,5.0,0.49443396928427685,2.472169846421384,0.07063342418346812
0.35,0.3,2.5,0.1286144620542146,0.6430723102710729,0.018373494579173512
0.35,0.3,2.51,0.1298924519320066,0.649462259660033,0.01855606456171523
0.35,0.3,2.52,0.13115792053518074,0.6557896026759037,0.018736845790740107
0.35,0.3,2.53,0.1324112268748578,0.6620561343742889,0.018915889553551113
0.35,0.3,2.54,0.1336527131093212,0.6682635655466059,0.01909324472990303
0.35,0.3,2.55,0.13488270563138105,0.6744135281569053,0.01926895794734015
0.35,0.3,2.56,0.1361015160671586,0.680507580335793,0.019443073723879798
0.35,0.3,2.57,0.13730944219495514,0.6865472109747757,0.019615634599279307
0.35,0.3,2.58,0.1385067687918863,0.6925338439594315,0.01978668125598376
0.35,0.3,2.59,0.13969376841509962,0.6984688420754981,0.019956252630728515
0.35,0.3,2.6,0.14087070212365363,0.7043535106182681,0.020124386017664805
0.35,0.3,2.61,0.14203782014647212,0.7101891007323605,0.020291117163781732
0.35,0.3,2.62,0.14319536250121995,0.7159768125060997,0.020456480357317137
0.35,0.3,2.63,0.14434355956843517,0.7217177978421758,0.020620508509776453
0.35,0.3,2.64,0.14548263262480984,0.7274131631240491,0.020783233232115693
0.35,0.3,2.65,0.1466127943391172,0.7330639716955859,0.020944684905588172
0.35,0.3,2.66,0.14773424923393388,0.7386712461696694,0.02110489274770484
0.35,0.3,2.67,0.1488471941159974,0.7442359705799869,0.021263884873713914
0.35,0.3,2.68,0.1499518184777635,0.7497590923888175,0.021421688353966215
0.35,0.3,2.69,0.15104830487248702,0.7552415243624351,0.021578329267498145
0.35,0.3,2.7,0.15213682926492664,0.7606841463246331,0.021733832752132375
0.35,0.3,2.71,0.15321756135958287,0.7660878067979143,0.02188822305136898
0.35,0.3,2.72,0.1542906649082052,0.771453324541026,0.02204152355831503
0.35,0.3,2.73,0.15535629799814502,0.776781489990725,0.02219375685687786
0.35,0.3,2.74,0.15641461332299386,0.7820730666149692,0.022344944760427695
0.35,0.3,2.75,0.1574657584368179,0.7873287921840895,0.022495108348116844
0.35,0.3,2.76,0.15850987599318922,0.7925493799659461,0.02264426799902703
0.35,0.3,2.77,0.15954710397010924,0.7977355198505461,0.02279244342430132
0.35,0.3,2.78,0.16057757588183108,0.8028878794091554,0.02293965369740444
0.35,0.3,2.79,0.16160142097849814,0.8080071048924906,0.02308591728264259
0.35,0.3,2.8,0.16261876443444762,0.813093822172238,0.023231252062063945
0.35,0.3,2.81,0.16362972752595575,0.8181486376297787,0.023375675360850823
0.35,0.3,2.82,0.16463442779913667,0.8231721389956833,0.02351920397130524
0.35,0.3,2.83,0.1656329792286568,0.8281648961432839,0.0236618541755224
0.35,0.3,2.84,0.16662549236786964,0.8331274618393482,0.02380364176683852
0.35,0.3,2.85,0.16761207449093155,0.8380603724546577,0.02394458207013308
0.35,0.3,2.86,0.16859282972741552,0.8429641486370776,0.02408468996105936
0.35,0.3,2.87,0.16956785918990266,0.8478392959495132,0.024223979884271808
0.35,0.3,2.88,0.17053726109499198,0.8526863054749598,0.02436246587071314
0.35,0.3,2.89,0.17150113087814084,0.8575056543907041,0.02450016155402012
0.35,0.3,2.9,0.17245956130271434,0.8622978065135717,0.02463708018610205
0.35,0.3,2.91,0.17341264256359862,0.867063212817993,0.02477323465194266
0.35,0.3,2.92,0.1743604623857032,0.871802311928516,0.024908637483671888
0.35,0.3,2.93,0.17530310611765992,0.8765155305882996,0.02504330087395142
0.35,0.3,2.94,0.17624065682099926,0.8812032841049963,0.02517723668871418
0.35,0.3,2.95,0.1771731953550698,0.8858659767753491,0.02531045647929569
0.35,0.3,2.96,0.17810080045794538,0.8905040022897268,0.025442971493992196
0.35,0.3,2.97,0.17902354882355034,0.8951177441177517,0.02557479268907862
0.35,0.3,2.98,0.1799415151752154,0.899707575876077,0.025705930739316485
0.35,0.3,2.99,0.18085477233586567,0.9042738616793283,0.025836396047980808
0.35,0.3,3.0,0.18176339129502547,0.9088169564751273,0.02596619875643221
0.35,0.3,3.01,0.1826674412728164,0.9133372063640819,0.026095348753259483
0.35,0.3,3.02,0.18356698978111127,0.9178349489055563,0.026223855683015895
0.35,0.3,3.03,0.18446210268199603,0.9223105134099802,0.02635172895457086
0.35,0.3,3.04,0.18535284424368462,0.9267642212184231,0.026478977749097802
0.35,0.3,3.05,0.18623927719402003,0.9311963859701001,0.026605611027717146
0.35,0.3,3.06,0.1871214627716888,0.935607313858444,0.026731637538812688
0.35,0.3,3.07,0.18799946077526478,0.9399973038763239,0.026857065825037826
0.35,0.3,3.08,0.18887332961031608,0.9443666480515803,0.026981904230045154
0.35,0.3,3.09,0.18974312633384638,0.9487156316692319,0.027106160904835197
0.35,0.3,3.1,0.19060890669865901,0.953044533493295,0.027229843814094146
0.35,0.3,3.11,0.19147072519358957,0.9573536259679478,0.02735296074194137
0.35,0.3,3.12,0.19232863508383966,0.9616431754191982,0.02747551929769138
0.35,0.3,3.13,0.19318268844900816,0.9659134422450407,0.02759752692128688
0.35,0.3,3.14,0.19403293621972356,0.9701646810986178,0.027718990888531938
0.35,0.3,3.15,0.1948794282128349,0.9743971410641745,0.02783991831611927
0.35,0.3,3.16,0.1957222131652277,0.9786110658261384,0.0279603161664611
0.35,0.3,3.17,0.1965613387663321,0.9828066938316605,0.02808019125233316
0.35,0.3,3.18,0.19739685168938295,0.9869842584469147,0.02819955024134042
0.35,0.3,3.19,0.19822879762148965,0.9911439881074482,0.028318399660212806
0.35,0.3,3.2,0.1990572212925735,0.9952861064628674,0.028436745898939072
0.35,0.3,3.21,0.1998821665032194,0.999410832516097,0.02855459521474563
0.35,0.3,3.22,0.20070367615149687,1.0035183807574843,0.028671953735928124
0.35,0.3,3.23,0.2015217922587915,1.0076089612939574,0.028788827465541643
0.35,0.3,3.24,0.20233655599469508,1.0116827799734753,0.028905222284956438
0.35,0.3,3.25,0.20314800770099337,1.0157400385049669,0.029021143957284768
0.35,0.3,3.26,0.20395618691479306,1.0197809345739652,0.029136598130684723
0.35,0.3,3.27,0.20476113239082278,1.0238056619541138,0.029251590341546112
0.35,0.3,3.28,0.20556288212294765,1.0278144106147382,0.02936612601756395
0.35,0.3,3.29,0.20636147336492852,1.0318073668246426,0.029480210480704074
0.35,0.3,3.3,0.20715694265045612,1.0357847132522806,0.02959384895006516
0.35,0.3,3.31,0.2079493258124975,1.0397466290624875,0.029707046544642502
0.35,0.3,3.32,0.20873865800197514,1.0436932900098757,0.02981980828599645
0.35,0.3,3.33,0.20952497370581336,1.0476248685290668,0.02993213910083048
0.35,0.3,3.34,0.21030830676437315,1.0515415338218657,0.03004404382348188
0.35,0.3,3.35,0.21108869038830547,1.0554434519415272,0.03015552719832935
0.35,0.3,3.36,0.21186615717484045,1.0593307858742023,0.030266593882120062
0.35,0.3,3.37,0.21264073912354162,1.063203695617708,0.03037724844622023
0.35,0.3,3.38,0.21341246765154195,1.0670623382577098,0.030487495378791706
0.35,0.3,3.39,0.21418137360828493,1.0709068680414247,0.030597339086897848
0.35,0.3,3.4,0.21494748728978857,1.0747374364489428,0.030706783898541225
0.35,0.3,3.41,0.21571083845245295,1.0785541922622648,0.030815834064636137
0.35,0.3,3.42,0.21647145632642628,1.0823572816321314,0.03092449376091804
0.35,0.3,3.43,0.2172293696285501,1.0861468481427505,0.031032767089792874
0.35,0.3,3.44,0.21798460657489602,1.08992303287448,0.031140658082128004
0.35,0.3,3.45,0.2187371948929132,1.093685974464566,0.031248170698987603
0.35,0.3,3.46,0.2194871618331979,1.0974358091659895,0.031355308833313986
0.35,0.3,3.47,0.22023453418090247,1.1011726709045122,0.031462076311557494
0.35,0.3,3.48,0.22097933826679433,1.1048966913339715,0.03156847689525633
0.35,0.3,3.49,0.22172159997798035,1.1086079998899017,0.03167451428256862
0.35,0.3,3.5,0.22246134476830737,1.1123067238415367,0.031780192109758194
0.35,0.3,3.51,0.22319859766845168,1.1159929883422584,0.031885513952635954
0.35,0.3,3.52,0.22393338329570808,1.1196669164785404,0.0319904833279583
0.35,0.3,3.53,0.22466572586348954,1.1233286293174476,0.03209510369478422
0.35,0.3,3.54,0.22539564919054836,1.1269782459527418,0.03219937845579262
0.35,0.3,3.55,0.22612317670992813,1.1306158835496405,0.03230331095856116
0.35,0.3,3.56,0.22684833147765604,1.13424165738828,0.032406904496808005
0.35,0.3,3.57,0.22757113618118563,1.1378556809059281,0.032510162311597944
0.35,0.3,3.58,0.22829161314759697,1.1414580657379847,0.03261308759251385
0.35,0.3,3.59,0.22900978435156435,1.1450489217578217,0.03271568347879491
0.35,0.3,3.6,0.22972567142309896,1.1486283571154947,0.03281795306044271
0.35,0.3,3.61,0.23043929565507387,1.1521964782753693,0.03291989937929627
0.35,0.3,3.62,0.2311506780105389,1.1557533900526944,0.033021525430076984
0.35,0.3,3.63,0.2318598391298328,1.1592991956491638,0.033122834161404685
0.35,0.3,3.64,0.2325667993375001,1.1628339966875005,0.033223828476785726
0.35,0.3,3.65,0.23327157864901726,1.1663578932450862,0.033324511235573895
0.35,0.3,3.66,0.23397419677733697,1.1698709838866848,0.03342488525390528
0.35,0.3,3.67,0.23467467313925378,1.1733733656962688,0.03352495330560768
0.35,0.3,3.68,0.23537302686160014,1.1768651343080005,0.033624718123085734
0.35,0.3,3.69,0.236069276787276,1.18034638393638,0.033724182398182284
0.35,0.3,3.7,0.23676344148111764,1.1838172074055882,0.03382334878301681
0.35,0.3,3.71,0.2374555392356124,1.187277696178062,0.033922219890801776
0.35,0.3,3.72,0.23814558807646272,1.1907279403823134,0.03402079829663753
0.35,0.3,3.73,0.23883360576800444,1.194168028840022,0.034119086538286346
0.35,0.3,3.74,0.23951960981848575,1.1975980490924287,0.03421708711692654
0.35,0.3,3.75,0.24020361748520805,1.20101808742604,0.03431480249788686
0.35,0.3,3.76,0.2408856457795364,1.204428228897682,0.03441223511136234
0.35,0.3,3.77,0.24156571147178074,1.2078285573589036,0.034509387353111536
0.35,0.3,3.78,0.24224383109595482,1.211219155479774,0.034606261585136404
0.35,0.3,3.79,0.24292002095441323,1.214600104772066,0.03470286013634475
0.35,0.3,3.8,0.24359429712237327,1.2179714856118662,0.03479918530319618
0.35,0.3,3.81,0.24426667545232347,1.2213333772616173,0.034895239350331925
0.35,0.3,3.82,0.24493717157832295,1.2246858578916147,0.034991024511188996
0.35,0.3,3.83,0.24560580092019418,1.2280290046009708,0.035086542988599166
0.35,0.3,3.84,0.2462725786876133,1.2313628934380665,0.03518179695537333
0.35,0.3,3.85,0.2469375198841004,1.234687599420502,0.035276788554871485
0.35,0.3,3.86,0.24760063931091297,1.2380031965545648,0.035371519901559
0.35,0.3,3.87,0.24826195157084474,1.2413097578542236,0.03546599308154925
0.35,0.3,3.88,0.24892147107193394,1.2446073553596697,0.03556021015313342
0.35,0.3,3.89,0.24957921203108283,1.247896060155414,0.035654173147297546
0.35,0.3,3.9,0.25023518847759113,1.2511759423879556,0.035747884068227306
0.35,0.3,3.91,0.2508894142566051,1.2544470712830254,0.03584134489380073
0.35,0.3,3.92,0.25154190303248736,1.2577095151624367,0.03593455757606962
0.35,0.3,3.93,0.25219266829210535,1.2609633414605266,0.036027524041729334
0.35,0.3,3.94,0.2528417233480456,1.264208616740228,0.03612024619257794
0.35,0.3,3.95,0.2534890813417523,1.2674454067087615,0.03621272590596462
0.35,0.3,3.96,0.2541347552465931,1.2706737762329656,0.036304965035227586
0.35,0.3,3.97,0.25477875787085646,1.2738937893542823,0.03639696541012235
0.35,0.3,3.98,0.2554211018606783,1.2771055093033914,0.036488728837239755
0.35,0.3,3.99,0.2560617997029041,1.2803089985145204,0.03658025710041487
0.35,0.3,4.0,0.25670086372788575,1.2835043186394286,0.036671551961126536
0.35,0.3,4.01,0.25733830611221503,1.286691530561075,0.03676261515888786
0.35,0.3,4.02,0.2579741388813969,1.2898706944069844,0.03685344841162813
0.35,0.3,4.03,0.25860837391246266,1.2930418695623132,0.036944053416066096
0.35,0.3,4.04,0.25924102293652534,1.2962051146826266,0.03703443184807505
0.35,0.3,4.05,0.2598720975412793,1.2993604877063964,0.037124585363039905
0.35,0.3,4.06,0.2605016091734443,1.3025080458672214,0.037214515596206324
0.35,0.3,4.07,0.2611295691411573,1.3056478457057865,0.037304224163022474
0.35,0.3,4.08,0.2617559886163108,1.3087799430815539,0.037393712659472965
0.35,0.3,4.09,0.26238087863684223,1.3119043931842111,0.03748298266240603
0.35,0.3,4.1,0.2630042501089734,1.3150212505448668,0.03757203572985334
0.35,0.3,4.11,0.26362611380940165,1.3181305690470082,0.037660873401343095
0.35,0.3,4.12,0.2642464803874451,1.3212324019372252,0.03774949719820644
0.35,0.3,4.13,0.2648653603671418,1.324326801835709,0.037837908623877405
0.35,0.3,4.14,0.26548276414930566,1.3274138207465283,0.037926109164186525
0.35,0.3,4.15,0.2660987020135376,1.3304935100676878,0.03801410028764823
0.35,0.3,4.16,0.2667131841201956,1.333565920600978,0.03810188344574223
0.35,0.3,4.17,0.267326220512324,1.33663110256162,0.038189460073189144
0.35,0.3,4.18,0.2679378211175424,1.3396891055877118,0.03827683158822034
0.35,0.3,4.19,0.2685479957498958,1.342739978749479,0.038363999392842255
0.35,0.3,4.2,0.2691567541116664,1.345783770558332,0.0384509648730952
0.35,0.3,4.21,0.26976410579514903,1.3488205289757451,0.038537729399307004
0.35,0.3,4.22,0.2703700602843904,1.351850301421952,0.03862429432634149
0.35,0.3,4.23,0.27097462695689206,1.3548731347844603,0.038710660993841725
0.35,0.3,4.24,0.27157781508528095,1.3578890754264046,0.03879683072646871
0.35,0.3,4.25,0.27217963383894433,1.3608981691947215,0.03888280483413491
0.35,0.3,4.26,0.27278009228563377,1.3639004614281687,0.038968584612233396
0.35,0.3,4.27,0.27337919939303656,1.3668959969651828,0.03905417134186236
0.35,0.3,4.28,0.273976964030316,1.36988482015158,0.03913956629004515
0.35,0.3,4.29,0.274573394969621,1.372866974848105,0.03922477070994586
0.35,0.3,4.3,0.27516850088756667,1.3758425044378333,0.039309785841080955
0.35,0.3,4.31,0.2757622903666858,1.378811451833429,0.03939461290952655
0.35,0.3,4.32,0.276354771896852,1.38177385948426,0.039479253128121714
0.35,0.3,4.33,0.27694595387667537,1.3847297693833767,0.03956370769666791
0.35,0.3,4.34,0.2775358446148707,1.3876792230743533,0.03964797780212438
0.35,0.3,4.35,0.2781244523316008,1.390622261658004,0.03973206461880012
0.35,0.3,4.36,0.2787117851597925,1.3935589257989625,0.03981596930854179
0.35,0.3,4.37,0.27929785114642824,1.396489255732141,0.03989969302091832
0.35,0.3,4.38,0.27988265825381387,1.3994132912690693,0.03998323689340198
0.35,0.3,4.39,0.2804662143608213,1.4023310718041064,0.0400666020515459
0.35,0.3,4.4,0.28104852726410884,1.4052426363205441,0.0401497896091584
0.35,0.3,4.41,0.28162960467931786,1.4081480233965893,0.04023280066847398
0.35,0.3,4.42,0.2822094542422475,1.4110472712112376,0.04031563632032108
0.35,0.3,4.43,0.2827880835100079,1.4139404175500394,0.04039829764428684
0.35,0.3,4.44,0.2833654999621516,1.416827499810758,0.0404807857088788
0.35,0.3,4.45,0.2839417110017838,1.4197085550089188,0.0405631015716834
0.35,0.3,4.46,0.2845167239566535,1.4225836197832675,0.04064524627952193
0.35,0.3,4.47,0.2850905460802236,1.425452730401118,0.04072722086860337
0.35,0.3,4.48,0.28566318455272144,1.428315922763607,0.04080902636467449
0.35,0.3,4.49,0.28623464648217156,1.4311732324108577,0.040890663783167365
0.35,0.3,4.5,0.28680493890540826,1.4340246945270412,0.040972134129344036
0.35,0.3,4.51,0.2873740687890707,1.4368703439453534,0.04105343839843867
0.35,0.3,4.52,0.28794204303058096,1.4397102151529046,0.04113457757579728
0.35,0.3,4.53,0.28850886845910295,1.4425443422955146,0.04121555263701471
0.35,0.3,4.54,0.28907455183648534,1.4453727591824266,0.041296364548069335
0.35,0.3,4.55,0.28963909985818814,1.4481954992909407,0.041377014265455446
0.35,0.3,4.56,0.2902025191541923,1.4510125957709614,0.04145750273631319
0.35,0.3,4.57,0.29076481628989337,1.4538240814494667,0.04153783089855619
0.35,0.3,4.58,0.29132599776697904,1.456629988834895,0.041617999680997005
0.35,0.3,4.59,0.29188607002429384,1.4594303501214692,0.04169801000347055
0.35,0.3,4.6,0.2924450394386847,1.4622251971934235,0.04177786277695496
0.35,0.3,4.61,0.2930029123258365,1.4650145616291823,0.041857558903690924
0.35,0.3,4.62,0.29355969494108897,1.4677984747054447,0.041937099277298426
0.35,0.3,4.63,0.29411539348024296,1.4705769674012148,0.04201648478289185
0.35,0.3,4.64,0.29467001408035076,1.4733500704017537,0.04209571629719296
0.35,0.3,4.65,0.29522356282049417,1.4761178141024707,0.04217479468864203
