theoretical_exp_quantile,observed_shifted_waiting
334.495893,418.650000
336.510562,419.300000
338.536945,421.600000
340.575178,425.650000
342.625401,426.900000
344.687755,427.800000
346.762385,428.350000
348.849439,434.050000
350.949065,435.050000
353.061416,436.150000
355.186647,438.100000
357.324917,442.850000
359.476386,443.450000
361.641218,444.650000
363.819581,445.800000
366.011644,446.650000
368.217581,448.750000
370.437568,451.400000
372.671786,453.600000
374.920419,455.450000
377.183653,457.350000
379.461680,457.450000
381.754694,457.950000
384.062894,463.600000
386.386482,463.950000
388.725664,465.350000
391.080652,467.700000
393.451660,470.450000
395.838908,474.400000
398.242620,475.900000
400.663025,477.400000
403.100355,477.800000
405.554851,477.850000
408.026754,478.050000
410.516313,479.800000
413.023783,480.900000
415.549424,482.600000
418.093500,482.900000
420.656283,483.050000
423.238049,484.250000
425.839082,485.100000
428.459673,485.650000
431.100116,485.950000
433.760716,486.800000
436.441782,487.150000
439.143632,492.450000
441.866590,494.750000
444.610989,495.100000
447.377169,495.100000
450.165479,496.750000
452.976275,499.500000
455.809924,501.450000
458.666799,506.900000
461.547285,509.850000
464.451776,510.400000
467.380675,510.550000
470.334395,511.050000
473.313360,513.600000
476.318007,514.800000
479.348781,519.200000
482.406142,519.550000
485.490559,520.650000
488.602516,522.450000
491.742509,522.800000
494.911048,523.150000
498.108656,526.450000
501.335873,528.200000
504.593250,528.900000
507.881358,530.300000
511.200782,535.250000
514.552124,535.900000
517.936003,537.450000
521.353059,538.950000
524.803947,542.750000
528.289345,542.950000
531.809949,544.150000
535.366479,550.700000
538.959674,552.200000
542.590299,554.200000
546.259142,554.200000
549.967016,557.200000
553.714760,559.350000
557.503242,561.650000
561.333356,565.800000
565.206028,577.200000
569.122213,578.500000
573.082902,585.150000
577.089117,585.200000
581.141917,586.350000
585.242398,586.400000
589.391695,586.700000
593.590986,592.650000
597.841488,594.600000
602.144467,598.250000
606.501234,599.700000
610.913152,600.700000
615.381635,601.150000
619.908151,602.650000
624.494229,603.850000
629.141456,605.400000
633.851485,607.500000
638.626037,609.500000
643.466905,610.350000
648.375956,611.750000
653.355139,612.200000
658.406486,622.950000
663.532121,622.950000
668.734260,628.600000
674.015223,631.950000
679.377434,632.150000
684.823433,632.450000
690.355881,636.350000
695.977565,637.800000
701.691412,638.000000
707.500494,638.400000
713.408040,641.800000
719.417445,643.300000
725.532284,643.450000
731.756322,643.750000
738.093531,646.600000
744.548101,647.550000
751.124464,648.750000
757.827302,649.300000
764.661578,654.300000
771.632547,656.850000
778.745791,657.550000
786.007239,659.300000
793.423197,660.000000
801.000383,661.300000
808.745966,662.000000
816.667599,663.000000
824.773473,664.550000
833.072362,667.300000
841.573682,669.950000
850.287558,672.350000
859.224890,673.400000
868.397442,673.650000
877.817931,673.850000
887.500133,675.200000
897.459007,675.550000
907.710830,675.850000
918.273362,676.550000
929.166025,678.100000
940.410125,683.100000
952.029097,687.250000
964.048800,689.200000
976.497869,689.800000
989.408118,690.500000
1002.815035,690.650000
1016.758369,691.350000
1031.282840,692.250000
1046.439004,692.900000
1062.284317,697.050000
1078.884448,697.150000
1096.314924,698.000000
1114.663205,698.300000
1134.031347,699.150000
1154.539431,705.800000
1176.330080,706.600000
1199.574482,708.250000
1224.480566,708.450000
1251.304326,712.550000
1280.365890,718.150000
1312.072909,719.550000
1346.955684,724.600000
1385.721918,725.750000
1429.345887,728.450000
1479.221807,735.200000
1537.446314,737.550000
1607.387449,741.000000
1694.979792,742.450000
1812.252771,744.450000
1990.294332,744.450000
2373.201216,744.550000
