theoretical_exp_quantile,observed_shifted_waiting
243.235768,318.200000
245.243481,319.800000
247.263288,326.100000
249.295337,327.650000
251.339776,328.350000
253.396758,331.700000
255.466437,331.950000
257.548972,332.150000
259.644523,337.050000
261.753253,341.850000
263.875329,344.500000
266.010923,346.400000
268.160206,346.650000
270.323355,346.850000
272.500551,349.200000
274.691977,352.800000
276.897820,356.050000
279.118272,367.300000
281.353527,369.300000
283.603784,372.150000
285.869245,378.850000
288.150118,379.300000
290.446613,380.000000
292.758946,380.150000
295.087338,381.550000
297.432011,385.700000
299.793197,386.450000
302.171129,388.900000
304.566046,389.000000
306.978193,393.100000
309.407820,394.500000
311.855181,396.550000
314.320538,397.750000
316.804157,402.350000
319.306310,404.350000
321.827277,405.500000
324.367342,413.450000
326.926797,418.350000
329.505940,419.100000
332.105077,427.650000
334.724520,428.050000
337.364589,429.900000
340.025611,431.450000
342.707921,433.650000
345.411863,435.450000
348.137789,437.000000
350.886058,443.150000
353.657041,444.250000
356.451115,445.050000
359.268670,453.150000
362.110102,455.350000
364.975820,455.950000
367.866243,456.150000
370.781801,459.250000
373.722933,466.150000
376.690094,467.850000
379.683748,469.700000
382.704372,479.850000
385.752457,480.250000
388.828506,481.450000
391.933037,482.300000
395.066583,484.500000
398.229691,489.450000
401.422925,490.500000
404.646863,491.150000
407.902102,492.550000
411.189256,494.600000
414.508956,497.000000
417.861854,497.100000
421.248620,498.650000
424.669946,499.300000
428.126544,500.850000
431.619148,501.150000
435.148517,508.350000
438.715434,508.950000
442.320705,511.500000
445.965165,515.650000
449.649674,516.100000
453.375124,519.400000
457.142433,520.800000
460.952554,523.300000
464.806469,523.750000
468.705199,525.500000
472.649798,526.650000
476.641357,526.750000
480.681008,527.700000
484.769924,528.350000
488.909323,533.300000
493.100465,534.800000
497.344660,539.050000
501.643270,539.100000
505.997708,540.500000
510.409443,543.200000
514.880002,545.500000
519.410977,549.700000
524.004021,550.150000
528.660860,552.450000
533.383290,553.300000
538.173185,553.300000
543.032502,553.800000
547.963282,558.700000
552.967659,558.900000
558.047862,566.550000
563.206225,567.300000
568.445191,568.000000
573.767318,568.300000
579.175290,574.250000
584.671922,574.850000
590.260167,580.150000
595.943134,582.400000
601.724087,583.850000
607.606466,585.550000
613.593893,585.750000
619.690188,592.300000
625.899384,595.300000
632.225741,600.050000
638.673767,601.250000
645.248232,603.450000
651.954196,603.550000
658.797025,606.150000
665.782423,607.850000
672.916458,608.900000
680.205593,608.900000
687.656722,609.700000
695.277209,611.550000
703.074932,612.100000
711.058333,614.900000
719.236470,618.150000
727.619082,618.950000
736.216655,619.500000
745.040506,625.900000
754.102869,628.150000
763.416995,629.800000
772.997275,632.200000
782.859369,632.950000
793.020358,637.700000
803.498929,638.950000
814.315577,641.650000
825.492845,641.950000
837.055611,642.050000
849.031420,647.900000
861.450877,649.100000
874.348120,651.800000
887.761389,653.000000
901.733702,660.800000
916.313694,665.050000
931.556637,667.850000
947.525702,671.150000
964.293546,672.250000
981.944305,676.150000
1000.576154,676.350000
1020.304608,676.450000
1041.266871,679.700000
1063.627621,684.050000
1087.586882,692.550000
1113.390918,696.850000
1141.347687,698.000000
1171.849342,702.450000
1205.406024,705.600000
1242.698532,708.300000
1284.664106,710.100000
1332.643958,710.400000
1388.655020,712.100000
1455.937294,713.950000
1540.199754,716.700000
1653.014518,718.350000
1824.287706,723.600000
2192.638119,729.600000
