topology,J,mu,seed_idx,collapsed,collapse_type,collapse_step,final_m_avg,final_W,final_m_std,intra_corr,inter_corr
complete,0.5,60,0,0,none,-1,0.8464171824922709,1459.861710253287,3.3306690738754696e-16,,
complete,0.5,60,1,0,none,-1,0.9999990000000003,1465.4422167558803,3.3306690738754696e-16,,
complete,0.5,60,2,0,none,-1,0.9997754905505652,1479.147896902945,1.1102230246251565e-16,,
complete,0.5,60,3,0,none,-1,0.9999990000000003,1454.055142063815,3.3306690738754696e-16,,
complete,0.5,60,4,0,none,-1,0.980281937537395,1466.372131891247,0.0,,
complete,0.5,60,5,0,none,-1,0.9998402228007373,1472.587702239199,3.3306690738754696e-16,,
complete,0.5,60,6,0,none,-1,0.9999990000000003,1467.702093458955,3.3306690738754696e-16,,
complete,0.5,60,7,0,none,-1,0.9811371848757395,1460.438113812496,2.220446049250313e-16,,
complete,0.5,60,8,0,none,-1,0.6776287836183579,1470.664106093811,1.1102230246251565e-16,,
complete,0.5,60,9,0,none,-1,0.9997326203745746,1457.9217071173737,2.220446049250313e-16,,
complete,0.5,60,10,0,none,-1,0.9999990000000003,1446.8509697887546,3.3306690738754696e-16,,
complete,0.5,60,11,0,none,-1,0.9965218737154266,1475.5780389557451,1.1102230246251565e-16,,
complete,0.5,60,12,0,none,-1,0.9997716355429419,1468.3775506725829,0.0,,
complete,0.5,60,13,0,none,-1,0.9999990000000003,1447.3151004552087,3.3306690738754696e-16,,
complete,0.5,60,14,0,none,-1,0.963389418631145,1483.1079124937512,1.1102230246251565e-16,,
complete,0.5,60,15,0,none,-1,0.9996520532030502,1460.4747360025647,0.0,,
complete,0.5,60,16,0,none,-1,0.9441963208154095,1474.8818134330822,1.1102230246251565e-16,,
complete,0.5,60,17,0,none,-1,0.9972396313258153,1437.1299280824608,1.1102230246251565e-16,,
complete,0.5,60,18,0,none,-1,0.997605083581533,1472.7814893671937,2.220446049250313e-16,,
complete,0.5,60,19,0,none,-1,0.9908367954810083,1447.2665304718273,3.3306690738754696e-16,,
complete,0.5,60,20,0,none,-1,0.9995466140850394,1416.104230021394,0.0,,
complete,0.5,60,21,0,none,-1,0.9999990000000003,1436.7807937547823,3.3306690738754696e-16,,
complete,0.5,60,22,0,none,-1,0.9999990000000003,1451.6696249814074,3.3306690738754696e-16,,
complete,0.5,60,23,0,none,-1,0.961687848666927,1457.4918029842372,3.3306690738754696e-16,,
complete,0.5,60,24,0,none,-1,0.9999990000000003,1473.6846371954375,3.3306690738754696e-16,,
complete,0.5,60,25,0,none,-1,0.9999990000000003,1481.4081949086847,3.3306690738754696e-16,,
complete,0.5,60,26,0,none,-1,0.9952721849559191,1475.190082541759,1.1102230246251565e-16,,
complete,0.5,60,27,0,none,-1,0.9999871549711981,1484.4782381207694,1.1102230246251565e-16,,
complete,0.5,60,28,0,none,-1,0.6090579974798667,1465.0270324219905,2.220446049250313e-16,,
complete,0.5,60,29,0,none,-1,0.9999990000000003,1440.3653214951564,3.3306690738754696e-16,,
complete,0.5,60,30,0,none,-1,0.9981629305255063,1478.659770406508,1.1102230246251565e-16,,
complete,0.5,60,31,0,none,-1,0.9844417959515254,1459.3321254144334,3.3306690738754696e-16,,
complete,0.5,60,32,0,none,-1,0.9998782422413407,1465.3395849549586,2.220446049250313e-16,,
complete,0.5,60,33,0,none,-1,0.9625330678575622,1476.095393672057,2.220446049250313e-16,,
complete,0.5,60,34,0,none,-1,0.9999990000000003,1465.7484418457752,3.3306690738754696e-16,,
complete,0.5,60,35,0,none,-1,0.999972691004894,1466.3715769217326,1.1102230246251565e-16,,
complete,0.5,60,36,1,fragmentation,511,0.9986199796445316,1474.9760216933928,0.0,,
complete,0.5,60,37,0,none,-1,0.9999990000000003,1462.668025624616,3.3306690738754696e-16,,
complete,0.5,60,38,0,none,-1,0.9972567795496571,1474.5263726922205,1.1102230246251565e-16,,
complete,0.5,60,39,0,none,-1,0.9880232143996716,1448.8528046067977,0.0,,
complete,0.5,60,40,0,none,-1,0.9998996942789495,1443.6768274593414,1.1102230246251565e-16,,
complete,0.5,60,41,0,none,-1,0.9997303509406712,1482.5034819385344,1.1102230246251565e-16,,
complete,0.5,60,42,0,none,-1,0.9999930980887037,1459.5985841070797,3.3306690738754696e-16,,
complete,0.5,60,43,0,none,-1,0.9995566353058359,1455.7375127437567,1.1102230246251565e-16,,
complete,0.5,60,44,0,none,-1,0.9698351922343705,1463.9971676736661,1.1102230246251565e-16,,
complete,0.5,60,45,0,none,-1,0.9997948371506281,1453.9160007598894,3.3306690738754696e-16,,
complete,0.5,60,46,0,none,-1,0.9999990000000003,1462.4274166306186,3.3306690738754696e-16,,
complete,0.5,60,47,0,none,-1,0.9999990000000003,1439.9027881684567,3.3306690738754696e-16,,
complete,0.5,60,48,0,none,-1,0.9986908797392948,1466.8408451526984,2.220446049250313e-16,,
complete,0.5,60,49,0,none,-1,0.9999990000000003,1476.2229513806687,3.3306690738754696e-16,,
complete,0.5,80,0,0,none,-1,0.9999990000000003,2479.047264124787,3.3306690738754696e-16,,
complete,0.5,80,1,0,none,-1,0.9999990000000003,2479.323595300515,3.3306690738754696e-16,,
complete,0.5,80,2,0,none,-1,0.9989628629544589,2472.6278026337777,0.0,,
complete,0.5,80,3,0,none,-1,0.9999990000000003,2470.709727825673,3.3306690738754696e-16,,
complete,0.5,80,4,0,none,-1,0.9995675754156985,2483.972239467773,2.220446049250313e-16,,
complete,0.5,80,5,0,none,-1,0.9998611103251005,2449.9207342143854,0.0,,
complete,0.5,80,6,0,none,-1,0.9999990000000003,2478.0417178810035,3.3306690738754696e-16,,
complete,0.5,80,7,0,none,-1,0.9998547443335022,2484.711825292236,2.220446049250313e-16,,
complete,0.5,80,8,0,none,-1,0.9997597280961306,2475.8418928207775,1.1102230246251565e-16,,
complete,0.5,80,9,0,none,-1,0.9999990000000003,2475.444796880993,3.3306690738754696e-16,,
complete,0.5,80,10,0,none,-1,0.9907872154941424,2482.6029057614546,1.1102230246251565e-16,,
complete,0.5,80,11,0,none,-1,0.9999990000000003,2449.6448686560134,3.3306690738754696e-16,,
complete,0.5,80,12,0,none,-1,0.9996283785948462,2481.8352841003125,1.1102230246251565e-16,,
complete,0.5,80,13,0,none,-1,0.9993805790156839,2481.741913882436,1.1102230246251565e-16,,
complete,0.5,80,14,0,none,-1,0.9999990000000003,2473.1236345006287,3.3306690738754696e-16,,
complete,0.5,80,15,0,none,-1,0.9999262156606628,2463.817562846731,0.0,,
complete,0.5,80,16,0,none,-1,0.9996719170017963,2437.9927539745295,2.220446049250313e-16,,
complete,0.5,80,17,0,none,-1,0.9999990000000003,2466.8935419094887,3.3306690738754696e-16,,
complete,0.5,80,18,0,none,-1,0.9146426350074941,2480.594878184535,2.220446049250313e-16,,
complete,0.5,80,19,0,none,-1,0.9694847162972254,2475.400842989174,3.3306690738754696e-16,,
complete,0.5,80,20,0,none,-1,0.9936121911739874,2484.4277307665197,3.3306690738754696e-16,,
complete,0.5,80,21,0,none,-1,0.9999990000000003,2482.655304027062,3.3306690738754696e-16,,
complete,0.5,80,22,0,none,-1,0.9999990000000003,2438.1768181462558,3.3306690738754696e-16,,
complete,0.5,80,23,0,none,-1,0.9999990000000003,2464.143583800453,3.3306690738754696e-16,,
complete,0.5,80,24,0,none,-1,0.9992907663825049,2475.2520092673085,2.220446049250313e-16,,
complete,0.5,80,25,0,none,-1,0.9999990000000003,2474.4039972581377,3.3306690738754696e-16,,
complete,0.5,80,26,0,none,-1,0.999719214829748,2468.6270183637316,1.1102230246251565e-16,,
complete,0.5,80,27,0,none,-1,0.9999707637602312,2469.126091335319,3.3306690738754696e-16,,
complete,0.5,80,28,0,none,-1,0.9480888684235994,2474.792992616917,2.220446049250313e-16,,
complete,0.5,80,29,0,none,-1,0.9999990000000003,2483.331359293491,3.3306690738754696e-16,,
complete,0.5,80,30,0,none,-1,0.9999551051522032,2446.6627283825583,1.1102230246251565e-16,,
complete,0.5,80,31,0,none,-1,0.9999990000000003,2481.7858907768873,3.3306690738754696e-16,,
complete,0.5,80,32,0,none,-1,0.9992916828708337,2453.7475803593375,3.3306690738754696e-16,,
