window_end,rho_bar,DB,max_drawdown_pct,drawdown_corr,tail_5,tail_3,tail_10,J,decile
2021-08-04,0.8247094148327374,1.0904367457600246,-0.40557382064144065,0.8567809793822418,1,1,1,4.704812948429593,8
2021-08-05,0.8243385896347846,1.0906512799279309,-0.3894923763004877,0.8748345369116155,1,1,1,4.692769959667935,8
2021-08-06,0.816367783033544,1.0956522912766524,-0.38949237630048783,0.8748345369116155,1,1,1,4.44566752239706,8
2021-08-07,0.8191392994942818,1.0938917848882435,-0.3894923763004877,0.8748345369116155,1,1,1,4.529117144873512,8
2021-08-08,0.8233377058915786,1.0913350155256605,-0.3894923763004877,0.8748345369116155,1,1,1,4.6605174581638735,8
2021-08-09,0.8232803534433065,1.091132151481193,-0.38949237630048783,0.8748345369116155,1,1,1,4.658680398498815,8
2021-08-10,0.8152840215178645,1.095194260014261,-0.3894923763004877,,1,1,1,4.413716821994981,8
2021-08-11,0.8101719785402021,1.0987610278384883,-0.3894923763004877,,1,1,1,4.267926159214495,8
2021-08-12,0.8069337870233532,1.1006640682828173,-0.38949237630048783,,1,1,1,4.179570182593054,7
2021-08-13,0.813492452318506,1.0969087282033898,-0.38949237630048783,,1,1,1,4.361713305607008,8
2021-08-14,0.8079429192545197,1.101099431090623,-0.3460558775211635,,1,1,1,4.2067853792135335,8
2021-08-15,0.7942202209022932,1.1107938218855986,-0.3460558775211635,,1,1,1,3.8595639687473247,7
2021-08-16,0.7823941222401087,1.1199525978980454,-0.30318486430907576,,1,1,1,3.5954641037013304,7
2021-08-17,0.7501872608754904,1.1417546904337124,-0.30081828099687935,,1,1,1,3.0029984199548294,6
2021-08-18,0.7330494572759589,1.1552721911280297,-0.30081828099687935,,1,1,1,2.7460122380561915,6
2021-08-19,0.7317225804413365,1.1564114762848061,-0.2497975629144712,,1,1,1,2.72748478662526,6
2021-08-20,0.6422933253116568,1.2337846831586425,-0.24979756291447108,,1,1,1,1.7955866377703567,2
2021-08-21,0.6405761952826048,1.238360915116582,-0.24979756291447108,,1,1,1,1.7822308563737779,2
