J,mult,seed_idx,collapsed,collapse_step,collapse_type,final_m,final_wealth
1.0,40,85,1,400,2,0.5582028685797601,6.04759347368696
1.0,40,86,1,1088,3,-0.5092774889615947,0.0
1.0,40,87,1,516,3,-0.29977833809735127,0.0
1.0,40,88,1,315,3,-0.5891583038468787,0.0
1.0,40,89,1,355,3,-0.36778373987408153,0.0
1.0,40,90,1,417,2,-0.257477419265481,0.0
1.0,40,91,1,584,3,0.47081094731980117,0.0
1.0,40,92,1,662,3,-0.22279202735537174,0.0
1.0,40,93,1,299,3,0.02613223072708483,0.0
1.0,40,94,1,297,3,-0.77800072124943,0.0
1.0,40,95,1,372,3,-0.18483418242040073,0.0
1.0,40,96,1,733,2,0.473335349152785,13.86030159865136
1.0,40,97,1,320,2,-0.277738668431211,0.0
1.0,40,98,1,292,3,0.6547381191507766,12.727665215658462
1.0,40,99,1,535,3,0.10064305792902888,0.0
1.0,50,0,1,1938,3,0.9992773885842109,962.014411435859
1.0,50,1,0,-1,0,0.9485423777444418,961.6855394845612
1.0,50,2,1,310,3,0.999999,965.6994913323467
1.0,50,3,1,718,3,0.9957620298166299,964.4321668424325
1.0,50,4,0,-1,0,0.9984162019720603,935.4704056239093
1.0,50,5,1,302,2,0.9959553231377064,949.6411292407482
1.0,50,6,0,-1,0,0.8267317972511095,958.9364533612427
1.0,50,7,0,-1,0,0.9817619679383149,975.8811886032377
1.0,50,8,0,-1,0,0.8951704845244076,962.8034142891051
1.0,50,9,0,-1,0,0.9990924435388431,959.2619521128349
1.0,50,10,1,814,3,0.9993600237010153,935.7910109739205
1.0,50,11,1,1331,3,0.9921627772518927,964.0487335712937
1.0,50,12,0,-1,0,0.9509257869100378,933.5309610922674
1.0,50,13,0,-1,0,0.8820300708507716,959.4039001108778
1.0,50,14,0,-1,0,0.999999,918.3681345487043
1.0,50,15,0,-1,0,0.9929883068884741,939.0030267270265
1.0,50,16,1,988,3,0.999999,964.9249891562433
1.0,50,17,0,-1,0,0.9969678465583666,955.6726345710472
1.0,50,18,0,-1,0,0.9863367519379606,947.2934413569418
1.0,50,19,0,-1,0,0.999999,963.6636233505801
1.0,50,20,1,430,2,0.9991578288953608,968.9871689488836
1.0,50,21,0,-1,0,0.999999,956.2575817045342
1.0,50,22,1,323,2,0.8997717946283418,945.5717648784347
1.0,50,23,0,-1,0,0.9917874664245433,942.1844974935235
1.0,50,24,0,-1,0,0.8708557952798495,933.815543513609
1.0,50,25,0,-1,0,0.999999,941.8864923044002
1.0,50,26,0,-1,0,0.9992294913959685,966.6409241393461
1.0,50,27,1,1061,2,0.9994083442459117,968.4317573076128
1.0,50,28,1,378,2,0.9839172915484274,932.0768388595611
1.0,50,29,0,-1,0,0.9991060195766442,958.0618025974705
1.0,50,30,0,-1,0,0.9928773077171855,964.3868233747883
1.0,50,31,0,-1,0,0.9386212019049803,955.8011439204015
1.0,50,32,0,-1,0,0.9886340689497062,960.1412950936228
1.0,50,33,0,-1,0,0.9992550025364919,959.7482627150824
1.0,50,34,0,-1,0,0.9966803740417919,966.353498904727
1.0,50,35,0,-1,0,0.999999,958.0285626459867
1.0,50,36,0,-1,0,0.999999,959.9863024622645
1.0,50,37,0,-1,0,0.8668253229891024,933.404136160636
1.0,50,38,0,-1,0,0.977956272066113,956.016114025936
1.0,50,39,0,-1,0,0.9106116645088171,900.1543656166272
1.0,50,40,1,608,3,0.999999,959.428353519297
1.0,50,41,1,826,3,0.9987214296454534,961.2353874193947
1.0,50,42,0,-1,0,0.9335373856389707,934.4055130557232
1.0,50,43,1,1912,2,0.9995197342126217,960.8573775836712
1.0,50,44,0,-1,0,0.7742430878397966,950.0971197869266
1.0,50,45,1,1111,2,0.9991193940671478,965.4802903166635
1.0,50,46,1,429,2,0.8875093611952478,950.9678167032378
1.0,50,47,1,918,2,0.6864070027087112,957.1022414431272
1.0,50,48,1,934,3,0.9996740221077965,963.8367855275224
1.0,50,49,1,2974,3,0.9650979895114946,973.4524743397383
1.0,50,50,0,-1,0,0.8931501987920182,967.709755904353
1.0,50,51,1,781,2,0.9995337697649,965.4984927286575
1.0,50,52,1,370,2,0.9992731687767938,951.0312164086565
1.0,50,53,0,-1,0,0.9910774996414856,949.3303926467754
1.0,50,54,1,843,2,0.999999,953.0409223021364
1.0,50,55,0,-1,0,0.9131209304852591,964.461786081884
1.0,50,56,1,676,2,0.9643715148906888,936.817061772603
1.0,50,57,1,489,2,0.9991295236273585,972.6899007998823
1.0,50,58,0,-1,0,0.6761195438768841,950.4481782280415
1.0,50,59,0,-1,0,0.9990315736719443,963.3360699709124
1.0,50,60,0,-1,0,0.9993120540668609,948.191102786989
1.0,50,61,0,-1,0,0.999999,954.0344317757393
1.0,50,62,0,-1,0,0.999999,956.3951219770963
1.0,50,63,0,-1,0,0.9976164643270549,961.0000775316553
1.0,50,64,0,-1,0,0.9910232644474603,968.1171029642156
1.0,50,65,0,-1,0,0.9741427122462415,946.9848093011614
1.0,50,66,0,-1,0,0.999999,944.0017954458301
1.0,50,67,0,-1,0,0.9949440072466488,943.5349726429765
1.0,50,68,0,-1,0,0.9608138018205751,931.5780175462561
1.0,50,69,0,-1,0,0.945684549474285,957.5234187556888
1.0,50,70,0,-1,0,0.999999,944.1453784717121
1.0,50,71,0,-1,0,0.9604024956667071,972.3026570252455
1.0,50,72,0,-1,0,0.863491093009344,959.9196889269548
1.0,50,73,0,-1,0,0.9318716277383793,928.2810939980477
1.0,50,74,0,-1,0,0.9968643406200351,938.6018819647479
1.0,50,75,0,-1,0,0.999999,937.0466305347329
1.0,50,76,0,-1,0,0.9992989167676958,961.209442633105
1.0,50,77,1,353,2,0.9941073770778353,962.632519115557
1.0,50,78,1,760,3,0.999999,935.6944054382077
1.0,50,79,0,-1,0,0.910530858011821,962.1093107766981
1.0,50,80,0,-1,0,0.9916040315660631,965.6356534479
1.0,50,81,1,393,3,0.9650218704073029,974.5907284741032
1.0,50,82,0,-1,0,0.9921097653556284,967.781834579537
1.0,50,83,0,-1,0,0.9995138311956758,958.8776490903514
1.0,50,84,0,-1,0,0.9976648298559682,960.6745151520106
1.0,50,85,0,-1,0,0.9993964571445392,926.7889562817256
1.0,50,86,1,706,3,0.999999,970.5013398276527
1.0,50,87,1,1409,3,0.9797470293817887,958.6178621544353
1.0,50,88,1,842,3,0.999999,932.3236747685879
1.0,50,89,0,-1,0,0.999999,944.291181474769
1.0,50,90,1,556,2,0.8662024934624715,949.3090088917626
1.0,50,91,0,-1,0,0.999999,949.8368159848127
1.0,50,92,0,-1,0,0.8511353859494704,944.6231592165087
1.0,50,93,0,-1,0,0.9955287790588947,961.3096707054378
1.0,50,94,1,657,3,0.99907583833599,967.2614633295939
1.0,50,95,0,-1,0,0.999999,950.8443788797807
1.0,50,96,0,-1,0,0.999999,959.7859875358106
1.0,50,97,1,523,2,0.4297659679394594,949.1182399014239
1.0,50,98,1,1328,2,0.9794385447769017,952.2948233790798
1.0,50,99,0,-1,0,0.9977174258146199,955.5218047215125
1.0,60,0,0,-1,0,0.999999,1475.5441940336405
1.0,60,1,0,-1,0,0.9998173510031922,1461.3966163419063
1.0,60,2,0,-1,0,0.999999,1482.250749498983
1.0,60,3,0,-1,0,0.999999,1447.447972878841
1.0,60,4,0,-1,0,0.999999,1479.2056472172926
1.0,60,5,0,-1,0,0.999999,1451.3801929464325
1.0,60,6,0,-1,0,0.9984205063420956,1460.3359604502796
1.0,60,7,0,-1,0,0.9961797304020059,1469.1788862848043
1.0,60,8,0,-1,0,0.9980785832658746,1478.8294406576317
1.0,60,9,0,-1,0,0.945488698685518,1478.3862839788403
1.0,60,10,1,426,2,0.9914609731804082,1473.810540016143
1.0,60,11,0,-1,0,0.9995701513323311,1479.4433127078487
1.0,60,12,0,-1,0,0.999839332501499,1481.0365022989074
1.0,60,13,0,-1,0,0.999999,1470.7665729113205
1.0,60,14,0,-1,0,0.9814292350835099,1475.9441888789036
1.0,60,15,0,-1,0,0.9995237849266821,1473.7791088839651
1.0,60,16,0,-1,0,0.9997026742944085,1461.5725138334415
1.0,60,17,0,-1,0,0.9999549956606277,1475.5080137844539
1.0,60,18,0,-1,0,0.996948023509427,1429.560776361898
1.0,60,19,0,-1,0,0.9967726789299207,1475.3259049085284
1.0,60,20,0,-1,0,0.999999,1481.4902904924436
1.0,60,21,0,-1,0,0.999999,1469.3537486751438
1.0,60,22,0,-1,0,0.982097776631402,1471.3508420469911
1.0,60,23,0,-1,0,0.999999,1470.1177062107784
1.0,60,24,0,-1,0,0.9999080814694999,1476.2342601190157
1.0,60,25,0,-1,0,0.9999138550671137,1470.043842231199
1.0,60,26,0,-1,0,0.8896194814187213,1476.5605708018002
1.0,60,27,0,-1,0,0.999999,1479.8956154277914
1.0,60,28,0,-1,0,0.999999,1445.4883951907043
1.0,60,29,0,-1,0,0.9999291949234701,1453.3684970034124
1.0,60,30,0,-1,0,0.6845993027044778,1469.1318604273238
1.0,60,31,0,-1,0,0.9105523606952355,1462.4905913473165
1.0,60,32,0,-1,0,0.9843062582930614,1461.9361218393296
1.0,60,33,0,-1,0,0.9837581166637337,1435.4161048214119
1.0,60,34,0,-1,0,0.9999725439551497,1483.3485203469636
1.0,60,35,0,-1,0,0.9995701445777316,1464.3145338441202
1.0,60,36,0,-1,0,0.9998535324064561,1465.50581793258
1.0,60,37,0,-1,0,0.999999,1464.9149141400517
1.0,60,38,0,-1,0,0.9999503242104617,1484.0701707995174
1.0,60,39,0,-1,0,0.999999,1450.5500461888469
1.0,60,40,0,-1,0,0.9986278968643817,1477.4030347291098
1.0,60,41,0,-1,0,0.7574030067750968,1467.457568858466
1.0,60,42,1,1104,3,0.999999,1475.7361944988354
1.0,60,43,0,-1,0,0.9995402172353878,1472.944247321891
1.0,60,44,0,-1,0,0.9996690361277403,1485.6505326778788
1.0,60,45,0,-1,0,0.999999,1469.3996286281715
1.0,60,46,0,-1,0,0.7075122186842897,1470.4481842294583
1.0,60,47,0,-1,0,0.9953497274455644,1479.5551294126346
1.0,60,48,0,-1,0,0.999999,1470.108433984279
1.0,60,49,0,-1,0,0.9974450872085721,1477.195384819913
1.0,60,50,0,-1,0,0.994234358050548,1461.7604969064255
1.0,60,51,0,-1,0,0.999999,1474.5317554266023
1.0,60,52,0,-1,0,0.9997826553878074,1455.3303229649732
1.0,60,53,0,-1,0,0.9999094579913745,1474.3958983820023
1.0,60,54,0,-1,0,0.9841956217558018,1431.2271154974928
1.0,60,55,0,-1,0,0.999999,1477.6589546521047
1.0,60,56,0,-1,0,0.9997892872705868,1464.6536810515152
1.0,60,57,0,-1,0,0.8970998443324644,1481.5345549173026
1.0,60,58,0,-1,0,0.9991319989394305,1461.102414036138
1.0,60,59,0,-1,0,0.7452418952166637,1454.109843207736
1.0,60,60,0,-1,0,0.9998670464699826,1458.055866572327
1.0,60,61,0,-1,0,0.988409126188318,1474.8272728235775
1.0,60,62,0,-1,0,0.9203227397515745,1481.4524169804506
1.0,60,63,0,-1,0,0.999999,1433.2950736502596
1.0,60,64,0,-1,0,0.9998404017284236,1469.0185271613104
1.0,60,65,0,-1,0,0.995814537574637,1481.290296597925
1.0,60,66,0,-1,0,0.9939076995005978,1474.2024774233087
1.0,60,67,0,-1,0,0.999999,1471.375723283449
1.0,60,68,0,-1,0,0.9996448155478306,1472.2457435289534
1.0,60,69,0,-1,0,0.8240665395042298,1476.2043637676459
1.0,60,70,0,-1,0,0.999999,1481.540997211048
1.0,60,71,0,-1,0,0.9981136139076439,1472.2781145730798
1.0,60,72,0,-1,0,0.9162772047004525,1466.5851264292296
1.0,60,73,0,-1,0,0.999999,1439.7644784093702
1.0,60,74,0,-1,0,0.999999,1472.4161254327314
1.0,60,75,0,-1,0,0.999999,1471.5541944965596
1.0,60,76,0,-1,0,0.999999,1479.0382525196912
1.0,60,77,0,-1,0,0.9974638411386538,1478.5220421709942
1.0,60,78,0,-1,0,0.9988288806334698,1443.278264069237
1.0,60,79,0,-1,0,0.999999,1469.3504421331272
1.0,60,80,0,-1,0,0.9997768244827611,1447.0836519154466
1.0,60,81,0,-1,0,0.999999,1453.2797729935203
1.0,60,82,0,-1,0,0.9998381626814382,1467.884891730456
1.0,60,83,0,-1,0,0.9863490251857977,1464.4324635357639
1.0,60,84,0,-1,0,0.9624906468842442,1448.4683787095726
1.0,60,85,0,-1,0,0.9576405175517455,1475.2611452247866
1.0,60,86,0,-1,0,0.999530090708126,1473.2554473145208
1.0,60,87,0,-1,0,0.999999,1481.5071950870702
1.0,60,88,0,-1,0,0.999999,1466.7415335613334
1.0,60,89,0,-1,0,0.9999191411283704,1461.3873099780076
1.0,60,90,1,1059,3,0.9649546073555594,1482.4949068011408
1.0,60,91,0,-1,0,0.999999,1464.3576713564355
1.0,60,92,0,-1,0,0.999999,1471.4684332845638
1.0,60,93,0,-1,0,0.9886121137588085,1464.6647574651222
1.0,60,94,0,-1,0,0.9964414149595645,1464.8833508926118
1.0,60,95,0,-1,0,0.83172586635239,1480.8055442803595
1.0,60,96,0,-1,0,0.9997956244129771,1476.1062713183994
1.0,60,97,0,-1,0,0.999999,1470.6276837618457
1.0,60,98,0,-1,0,0.999999,1447.8068078508913
1.0,60,99,0,-1,0,0.9999874109275397,1440.2227732301892
1.0,70,0,0,-1,0,0.9996953772140246,1968.5715750878223
1.0,70,1,0,-1,0,0.9994598066032545,1986.5229122109429
1.0,70,2,0,-1,0,0.9937962182424824,1979.1942408602692
1.0,70,3,0,-1,0,0.9999272964035909,1967.1403786738463
1.0,70,4,0,-1,0,0.9978726624315016,1951.7538336272912
1.0,70,5,0,-1,0,0.9992207992528062,1971.3663738436414
1.0,70,6,0,-1,0,0.999999,1977.6560902868475
1.0,70,7,0,-1,0,0.999999,1974.5006950246811
1.0,70,8,0,-1,0,0.9987090815824174,1983.2258207356226
1.0,70,9,0,-1,0,0.999999,1983.3103007480915
1.0,70,10,0,-1,0,0.999999,1952.390528481352
1.0,70,11,0,-1,0,0.9998616034937468,1964.2593267780655
1.0,70,12,0,-1,0,0.8824544748330571,1979.8583400195678
1.0,70,13,0,-1,0,0.9987266895900926,1964.616622262009
1.0,70,14,0,-1,0,0.999999,1970.3942336076248
1.0,70,15,0,-1,0,0.999999,1945.8971818980797
1.0,70,16,0,-1,0,0.9999847692523969,1988.0767881698205
1.0,70,17,0,-1,0,0.994453939814286,1978.8635189436045
1.0,70,18,0,-1,0,0.9849576343404863,1988.1456510530293
1.0,70,19,0,-1,0,0.999999,1974.8864062916352
1.0,70,20,0,-1,0,0.9936731499292687,1968.0110551175035
1.0,70,21,0,-1,0,0.7885556431806899,1967.9642504235708
1.0,70,22,0,-1,0,0.999999,1981.6196643776366
1.0,70,23,0,-1,0,0.9205637934558242,1978.167723140249
1.0,70,24,0,-1,0,0.9968756409337515,1966.3989496076097
1.0,70,25,0,-1,0,0.992423860002082,1972.1530536584648
1.0,70,26,0,-1,0,0.9601385998877844,1985.8431588770738
1.0,70,27,0,-1,0,0.999999,1958.225923689917
1.0,70,28,0,-1,0,0.999999,1971.655343362362
1.0,70,29,0,-1,0,0.999999,1954.1467557269505
1.0,70,30,0,-1,0,0.7930954827826764,1970.3734898991947
1.0,70,31,0,-1,0,0.9994531731163353,1976.3298235406178
1.0,70,32,0,-1,0,0.9999968166112178,1965.1201609551708
1.0,70,33,0,-1,0,0.999999,1966.0879117846316
1.0,70,34,0,-1,0,0.999999,1982.4206474641303
1.0,70,35,0,-1,0,0.9885654238817525,1964.4229838891115
1.0,70,36,0,-1,0,0.999999,1957.7355752206868
1.0,70,37,0,-1,0,0.9993580094506405,1973.4009627623332
1.0,70,38,0,-1,0,0.999999,1966.7029667522513
1.0,70,39,0,-1,0,0.999999,1956.6652737922636
1.0,70,40,0,-1,0,0.8635529270557011,1957.6362759520582
1.0,70,41,0,-1,0,0.999999,1980.2953184794058
1.0,70,42,0,-1,0,0.8959170673155805,1970.8493612166258
1.0,70,43,0,-1,0,0.999999,1984.205500592824
1.0,70,44,0,-1,0,0.999999,1980.6911669425976
1.0,70,45,0,-1,0,0.999999,1976.7423917580618
1.0,70,46,0,-1,0,0.9010998308307087,1970.2855578332376
1.0,70,47,0,-1,0,0.999999,1970.7768647662695
1.0,70,48,0,-1,0,0.9983734531320788,1979.8905707510778
1.0,70,49,0,-1,0,0.9298682124519031,1964.749293572596
1.0,70,50,0,-1,0,0.9985366142217683,1958.3166648553683
1.0,70,51,0,-1,0,0.999999,1980.4964405019953
1.0,70,52,0,-1,0,0.9995058339060386,1986.988707208045
1.0,70,53,0,-1,0,0.999999,1987.9356247424996
1.0,70,54,0,-1,0,0.9999795316513208,1980.5933286213028
1.0,70,55,0,-1,0,0.999999,1974.2778519095382
1.0,70,56,0,-1,0,0.999999,1977.8518384043682
1.0,70,57,0,-1,0,0.9193403583652522,1968.6477736950249
1.0,70,58,0,-1,0,0.9999738818215893,1985.8772098071813
1.0,70,59,0,-1,0,0.999999,1987.6212817573737
1.0,70,60,0,-1,0,0.998943313903497,1947.6937123436
1.0,70,61,0,-1,0,0.935080507558757,1979.0139656550348
1.0,70,62,0,-1,0,0.9997317666295048,1976.4945495187148
1.0,70,63,0,-1,0,0.9963621614165669,1990.3400049643778
1.0,70,64,0,-1,0,0.999933808689131,1972.586772940347
1.0,70,65,0,-1,0,0.9971213324973299,1959.5330463042624
1.0,70,66,0,-1,0,0.999999,1967.6343240632589
1.0,70,67,0,-1,0,0.9399278442648653,1975.9162407222113
1.0,70,68,0,-1,0,0.9737889915281085,1963.2569469704226
1.0,70,69,0,-1,0,0.996601853441557,1964.7792644692545
1.0,70,70,0,-1,0,0.9864968007355253,1963.1604745339635
1.0,70,71,0,-1,0,0.999999,1973.2476876700148
1.0,70,72,0,-1,0,0.9998669164333298,1977.90030315785
1.0,70,73,0,-1,0,0.999999,1982.5205096737488
1.0,70,74,0,-1,0,0.999999,1970.1244267469422
1.0,70,75,0,-1,0,0.8231720396591105,1983.2288094515761
1.0,70,76,0,-1,0,0.999999,1960.495740783862
1.0,70,77,0,-1,0,0.999999,1980.9452895822546
1.0,70,78,0,-1,0,0.9990281460141142,1977.8935916269963
1.0,70,79,0,-1,0,0.9962184554562901,1970.4017143877152
1.0,70,80,0,-1,0,0.999999,1958.8944024206082
1.0,70,81,0,-1,0,0.999999,1982.804506579562
1.0,70,82,0,-1,0,0.999968006080477,1983.1433905017138
1.0,70,83,0,-1,0,0.9991668102843353,1966.269316165479
1.0,70,84,0,-1,0,0.9998622205843333,1971.4957014484182
1.0,70,85,0,-1,0,0.9985273691455416,1979.6323364721986
1.0,70,86,0,-1,0,0.9874396941947419,1974.4462011234186
1.0,70,87,0,-1,0,0.9947138596242048,1979.5666552827195
1.0,70,88,0,-1,0,0.9997790276543961,1972.6145511242296
1.0,70,89,0,-1,0,0.999999,1986.7010827395206
1.0,70,90,0,-1,0,0.9997410677748919,1980.6352108102337
1.0,70,91,0,-1,0,0.9213594474975016,1910.0802622856093
1.0,70,92,0,-1,0,0.999999,1973.4411504809138
1.0,70,93,0,-1,0,0.9962223081200687,1982.1414110790415
1.0,70,94,0,-1,0,0.9344818403085785,1981.3225321447264
1.0,70,95,0,-1,0,0.999999,1963.6275717560602
1.0,70,96,0,-1,0,0.6931248150436685,1955.9153007536815
1.0,70,97,0,-1,0,0.9986771975686612,1970.360892773727
1.0,70,98,0,-1,0,0.999999,1985.8292514702287
1.0,70,99,0,-1,0,0.999999,1981.8874345222644
1.0,80,0,0,-1,0,0.999999,2455.755637567352
1.0,80,1,0,-1,0,0.999999,2475.1989045918517
1.0,80,2,0,-1,0,0.999999,2481.7374931014524
1.0,80,3,0,-1,0,0.9969784631108365,2462.46132217377
1.0,80,4,0,-1,0,0.9896661138329736,2473.268057950142
1.0,80,5,0,-1,0,0.999999,2439.1628200011314
1.0,80,6,0,-1,0,0.999999,2468.5567667587916
1.0,80,7,0,-1,0,0.9902356681081333,2434.5681896984343
1.0,80,8,0,-1,0,0.9994158502791181,2458.171737614736
1.0,80,9,0,-1,0,0.9909347171516264,2463.573355577978
1.0,80,10,0,-1,0,0.9999657027910762,2485.8623054740488
1.0,80,11,0,-1,0,0.9997660780982918,2481.840284099719
1.0,80,12,0,-1,0,0.999999,2460.5158664141736
1.0,80,13,0,-1,0,0.9897105343727683,2477.2447681377007
1.0,80,14,0,-1,0,0.999999,2462.7923947557765
1.0,80,15,0,-1,0,0.999999,2450.5031948101664
1.0,80,16,0,-1,0,0.999999,2481.6423810982433
1.0,80,17,0,-1,0,0.9661210282808971,2433.7132978137465
1.0,80,18,0,-1,0,0.999999,2454.400171114156
1.0,80,19,0,-1,0,0.9877163236793002,2483.258857039674
1.0,80,20,0,-1,0,0.9999131054731957,2460.9869937853623
1.0,80,21,0,-1,0,0.999999,2474.741493656264
1.0,80,22,0,-1,0,0.9998626265326661,2429.3979779237743
1.0,80,23,0,-1,0,0.999999,2472.870326598566
1.0,80,24,0,-1,0,0.9999974332875053,2474.325046910889
1.0,80,25,0,-1,0,0.9431853766653183,2461.4579128820756
1.0,80,26,0,-1,0,0.999999,2485.3841814903312
1.0,80,27,0,-1,0,0.8917348936857443,2486.593344304768
1.0,80,28,0,-1,0,0.9676862985692007,2448.6580524244014
1.0,80,29,0,-1,0,0.999999,2472.7051338722304
1.0,80,30,0,-1,0,0.761118673989981,2463.303597619087
1.0,80,31,0,-1,0,0.999999,2466.0817551962523
1.0,80,32,0,-1,0,0.9987779629889796,2476.1920548580274
1.0,80,33,0,-1,0,0.999999,2459.9804973091846
1.0,80,34,0,-1,0,0.9872057708806569,2433.020866335954
1.0,80,35,0,-1,0,0.9998727171418242,2475.0594385537593
1.0,80,36,0,-1,0,0.9694426826502697,2484.795365552919
1.0,80,37,0,-1,0,0.999999,2465.7439418380027
1.0,80,38,0,-1,0,0.999999,2467.9746648499004
1.0,80,39,0,-1,0,0.9997156702905302,2453.0981377459093
1.0,80,40,0,-1,0,0.9995273208691847,2465.7289216186673
1.0,80,41,0,-1,0,0.999999,2478.62223060848
1.0,80,42,0,-1,0,0.998367781512435,2487.227539148061
1.0,80,43,0,-1,0,0.999999,2476.9011611739666
1.0,80,44,0,-1,0,0.9835242596977403,2444.9910361931215
1.0,80,45,0,-1,0,0.9861597741693476,2469.0841638563734
1.0,80,46,0,-1,0,0.999999,2480.339615978709
1.0,80,47,0,-1,0,0.9932068097188903,2467.0542210659405
1.0,80,48,0,-1,0,0.9999882503663453,2402.359200412536
1.0,80,49,0,-1,0,0.999999,2474.403563547065
1.0,80,50,0,-1,0,0.9999551466814498,2466.439147749325
1.0,80,51,0,-1,0,0.9998680093786843,2458.914430360056
1.0,80,52,0,-1,0,0.999999,2480.5308980127684
1.0,80,53,0,-1,0,0.999999,2460.212145903027
1.0,80,54,0,-1,0,0.999999,2487.3966509700135
1.0,80,55,0,-1,0,0.9997092919898349,2480.446655740998
1.0,80,56,0,-1,0,0.999999,2462.8604621929912
1.0,80,57,0,-1,0,0.9980249078238219,2470.0908122945216
1.0,80,58,0,-1,0,0.999999,2478.4843887848224
1.0,80,59,0,-1,0,0.999999,2489.647973399655
1.0,80,60,0,-1,0,0.984736576673017,2474.6110287401552
1.0,80,61,0,-1,0,0.999999,2452.196416765571
1.0,80,62,0,-1,0,0.9999332022147803,2477.284434992424
1.0,80,63,0,-1,0,0.999999,2480.091406730306
1.0,80,64,0,-1,0,0.999999,2470.628432248094
1.0,80,65,0,-1,0,0.999999,2483.5216707025265
1.0,80,66,0,-1,0,0.999999,2481.8417064958862
1.0,80,67,0,-1,0,0.9966049480994158,2454.297793586426
1.0,80,68,0,-1,0,0.999930655847609,2459.73212319475
1.0,80,69,0,-1,0,0.9161005782561822,2468.672840651274
1.0,80,70,0,-1,0,0.999999,2467.7731645653835
1.0,80,71,0,-1,0,0.999999,2478.837111402766
1.0,80,72,0,-1,0,0.9891978948465355,2459.076295636075
1.0,80,73,0,-1,0,0.9964136518524191,2447.9353477570385
1.0,80,74,0,-1,0,0.999999,2464.3715182402657
1.0,80,75,0,-1,0,0.999999,2416.5554800181853
1.0,80,76,0,-1,0,0.9999711783655774,2462.6141723529227
1.0,80,77,0,-1,0,0.9985245906152931,2468.767463287565
1.0,80,78,0,-1,0,0.9742938670691104,2467.7084909273476
1.0,80,79,0,-1,0,0.999999,2480.8452220765394
1.0,80,80,0,-1,0,0.9946612808227339,2475.214676589885
1.0,80,81,0,-1,0,0.999999,2435.3446075144725
1.0,80,82,0,-1,0,0.9907660385094588,2476.7079607443457
1.0,80,83,0,-1,0,0.9997347800238503,2457.278877266615
1.0,80,84,0,-1,0,0.999897209848749,2449.115560081717
1.0,80,85,0,-1,0,0.999999,2458.2003649816106
1.0,80,86,0,-1,0,0.9913887905348203,2476.461064472457
1.0,80,87,0,-1,0,0.9903696359073973,2480.983800767957
1.0,80,88,0,-1,0,0.9999942314416416,2474.8289160319205
1.0,80,89,0,-1,0,0.999999,2485.894260661307
1.0,80,90,0,-1,0,0.999999,2411.4106806609398
1.0,80,91,0,-1,0,0.8563911901121806,2449.441438369322
1.0,80,92,0,-1,0,0.9999178218391889,2472.9451954521364
1.0,80,93,0,-1,0,0.999999,2464.669078252151
1.0,80,94,0,-1,0,0.999999,2466.934909681474
1.0,80,95,0,-1,0,0.999999,2451.467923071802
1.0,80,96,0,-1,0,0.999999,2458.8316757417474
1.0,80,97,0,-1,0,0.9999515649198886,2471.0582594570647
1.0,80,98,0,-1,0,0.999838787054472,2483.393632915501
1.0,80,99,0,-1,0,0.9999094089879341,2458.5404450861824
1.0,90,0,0,-1,0,0.999999,2973.313820498377
1.0,90,1,0,-1,0,0.9975006191266512,2984.510880168521
1.0,90,2,0,-1,0,0.9999566704358367,2947.1109831611775
1.0,90,3,0,-1,0,0.9998002143788784,2975.962369675921
1.0,90,4,0,-1,0,0.999999,2970.209102794495
1.0,90,5,0,-1,0,0.9779807898398529,2985.4117735141253
1.0,90,6,0,-1,0,0.9576060403449126,2984.6014956307313
1.0,90,7,0,-1,0,0.999999,2959.5165052148172
1.0,90,8,0,-1,0,0.8642850155076351,2939.7547299898365
1.0,90,9,0,-1,0,0.999999,2943.880669451707
1.0,90,10,0,-1,0,0.9998890481463385,2980.714538132637
1.0,90,11,0,-1,0,0.999999,2948.1084662739736
1.0,90,12,0,-1,0,0.999999,2936.2191015767717
1.0,90,13,0,-1,0,0.9997485310949205,2985.466905619007
1.0,90,14,0,-1,0,0.9854522479701003,2976.140168525241
1.0,90,15,0,-1,0,0.999999,2960.3115428280635
1.0,90,16,0,-1,0,0.9973591237276633,2978.9764639463
1.0,90,17,0,-1,0,0.999999,2940.1235759013357
1.0,90,18,0,-1,0,0.9995331769449812,2951.4223046337597
1.0,90,19,0,-1,0,0.9975989535227073,2957.962612987231
1.0,90,20,0,-1,0,0.999999,2978.7786510037413
1.0,90,21,0,-1,0,0.999999,2950.701880762118
1.0,90,22,0,-1,0,0.4572897458165987,2939.628362026714
1.0,90,23,0,-1,0,0.999999,2969.404250875735
1.0,90,24,0,-1,0,0.999999,2959.946458342126
1.0,90,25,0,-1,0,0.999980983651522,2962.214369578459
1.0,90,26,0,-1,0,0.9992813835347059,2978.6775602618964
1.0,90,27,0,-1,0,0.999999,2967.6211459978026
1.0,90,28,0,-1,0,0.999999,2973.7783871969473
1.0,90,29,0,-1,0,0.9999100660038637,2941.98957910884
1.0,90,30,0,-1,0,0.9997617222373747,2976.7170857514107
1.0,90,31,0,-1,0,0.9793347695841326,2928.4133456168197
1.0,90,32,0,-1,0,0.9983125195073931,2945.2084453572375
1.0,90,33,0,-1,0,0.999999,2880.027325557662
1.0,90,34,0,-1,0,0.9999768523121969,2981.2555982913823
1.0,90,35,0,-1,0,0.9999256743118962,2935.0833982832887
1.0,90,36,0,-1,0,0.825428757421324,2941.8530213768177
