ramp_steps,mult,seed_idx,collapsed,collapse_step,collapse_J,collapse_type,final_m,final_wealth
1000,65,84,0,-1,,0,0.999999,1731.2807527570112
1000,65,85,0,-1,,0,0.999725751941535,1737.2372429916695
1000,65,86,0,-1,,0,0.999999,1715.7014244284717
1000,65,87,0,-1,,0,0.9998594841892245,1722.6765621090328
1000,65,88,0,-1,,0,0.999999,1717.551430863403
1000,65,89,0,-1,,0,0.9998873477923027,1735.9254220802957
1000,65,90,0,-1,,0,0.9906891890029619,1732.883560621573
1000,65,91,0,-1,,0,0.9953853253435604,1729.7644091943268
1000,65,92,0,-1,,0,0.999999,1728.7807849123835
1000,65,93,0,-1,,0,0.9999501687567337,1713.1347940174555
1000,65,94,0,-1,,0,0.9999029738046747,1728.6870255248648
1000,65,95,0,-1,,0,0.9998151209818645,1738.6390827157977
1000,65,96,0,-1,,0,0.9999504054649235,1734.0031326080218
1000,65,97,0,-1,,0,0.999999,1731.103919316021
1000,65,98,0,-1,,0,0.9998239256054982,1734.2853043512023
1000,65,99,0,-1,,0,0.999999,1706.2593762592983
1000,70,0,0,-1,,0,0.9978189767238819,1968.181674699151
1000,70,1,0,-1,,0,0.943541948801852,1973.797457523929
1000,70,2,0,-1,,0,0.9974210226331496,1974.0673176436699
1000,70,3,0,-1,,0,0.9999975386987505,1971.4230099088913
1000,70,4,0,-1,,0,0.999999,1949.723810879798
1000,70,5,0,-1,,0,0.9999094952264176,1956.7888985934492
1000,70,6,0,-1,,0,0.9862859323978054,1966.3306390259381
1000,70,7,0,-1,,0,0.999999,1968.4171550351373
1000,70,8,0,-1,,0,0.9978634422253966,1972.8376739768898
1000,70,9,0,-1,,0,0.9938498085963564,1986.7522459470674
1000,70,10,0,-1,,0,0.999999,1962.2739300251344
1000,70,11,0,-1,,0,0.9999240490573909,1961.7112752809237
1000,70,12,0,-1,,0,0.9999770982760131,1959.6947307975422
1000,70,13,0,-1,,0,0.8560309120223117,1980.5616824183796
1000,70,14,0,-1,,0,0.9997313501005555,1978.6512347003875
1000,70,15,0,-1,,0,0.999999,1984.9099632876744
1000,70,16,0,-1,,0,0.999999,1962.4422219503745
1000,70,17,0,-1,,0,0.9672419874976571,1982.0853440554565
1000,70,18,0,-1,,0,0.9999590448360655,1947.4468799026579
1000,70,19,0,-1,,0,0.999999,1975.9055793650004
1000,70,20,0,-1,,0,0.9949364436089235,1966.882164111987
1000,70,21,0,-1,,0,0.999999,1980.015492491614
1000,70,22,0,-1,,0,0.9997742926724457,1962.232475585807
1000,70,23,0,-1,,0,0.9998829355479243,1983.1718636736189
1000,70,24,0,-1,,0,0.9998620125706201,1964.176758324612
1000,70,25,0,-1,,0,0.999999,1962.4252672347443
1000,70,26,1,444,2.498,1,0.999999,1977.143854393813
1000,70,27,0,-1,,0,0.999999,1977.5004462685804
1000,70,28,0,-1,,0,0.9947832541242647,1926.2846077907702
1000,70,29,0,-1,,0,0.999999,1972.8442327797743
1000,70,30,0,-1,,0,0.999999,1984.345599161227
1000,70,31,0,-1,,0,0.999999,1961.3869345496284
1000,70,32,0,-1,,0,0.9998624341493941,1976.3644674508514
1000,70,33,0,-1,,0,0.998092590511958,1957.4545623262718
