level,J,mult,seed_idx,collapsed,collapse_step,collapse_type,final_m,final_wealth,final_EC,minsky_count
L3,0.5,100,72,0,-1,0,-0.02476394636176025,1457.6187766894084,0.2023099622414471,1
L3,0.5,100,73,0,-1,0,0.24086588749452909,1542.5661756875156,0.11045933253487876,1
L3,0.5,100,74,0,-1,0,0.3813027561910467,1521.3036459962066,0.13859711280799852,1
L3,0.5,100,75,0,-1,0,0.6680540479054546,1569.9895921813645,0.0684889278751767,1
L3,0.5,100,76,0,-1,0,0.3122565623857311,1488.5559365273048,0.12128310091930174,1
L3,0.5,100,77,0,-1,0,-0.19386999323476697,1530.7761916470906,0.1423702794480718,1
L3,0.5,100,78,0,-1,0,0.32164446376168904,1600.9278665677753,0.10628503868635945,1
L3,0.5,100,79,0,-1,0,-0.09010339878548726,1643.314034278324,0.4250320102697097,1
L3,0.5,100,80,0,-1,0,0.06492274129961846,1675.6537324583792,0.1350602938146074,1
L3,0.5,100,81,0,-1,0,0.5577682781285753,1709.06328807719,0.06693900170384279,1
L3,0.5,100,82,0,-1,0,0.3360416251354347,1548.9800961840717,0.09831047386791136,1
L3,0.5,100,83,0,-1,0,0.40901957810528505,1695.0516499121557,0.12962008142547923,1
L3,0.5,100,84,0,-1,0,0.6524193833622043,1660.479182342269,0.07450685999496907,1
L3,0.5,100,85,0,-1,0,0.49494077600854414,1575.706475672053,0.09153513839570382,1
L3,0.5,100,86,0,-1,0,0.6269458941928138,1738.4082825174742,0.07068809179431684,1
L3,0.5,100,87,0,-1,0,0.39383574371189234,1461.037851481465,0.1316257586337434,1
L3,0.5,100,88,0,-1,0,0.5192117228908639,1635.7761383907953,0.07536317757934177,1
L3,0.5,100,89,0,-1,0,0.9209761837816564,1543.1053732749597,0.0565908815228513,1
L3,0.5,100,90,0,-1,0,0.7458988190070113,1521.5167995219927,0.0779531851041896,1
L3,0.5,100,91,0,-1,0,-0.07395764465947066,1470.7175061501398,0.29104848571155384,1
L3,0.5,100,92,0,-1,0,0.5318917812622722,1643.3762677104294,0.08545876583285834,1
L3,0.5,100,93,0,-1,0,0.33522913455396125,1487.6518370415833,0.09769359058550262,1
L3,0.5,100,94,0,-1,0,0.37753871185877386,1524.6915498814674,0.0801320972633458,1
L3,0.5,100,95,0,-1,0,0.17390401253440646,1626.3236140465083,0.299000557143675,1
L3,0.5,100,96,0,-1,0,0.5488006875846598,1576.7457249274084,0.06960783612734131,1
L3,0.5,100,97,0,-1,0,0.1152370116859274,1601.8905404412512,0.20746570639882597,1
L3,0.5,100,98,0,-1,0,0.580716856442658,1519.6335395474111,0.18197880676198766,1
L3,0.5,100,99,0,-1,0,-0.0728329662624046,1434.7840745671335,0.2601526960750395,1
L3,1.0,20,0,1,282,2,0.03352155099463876,0.0,0.27260456669266664,1
L3,1.0,20,1,1,282,3,-0.11808640066176347,0.0,0.16117569685352864,1
L3,1.0,20,2,1,284,3,-0.49221817430463455,0.0,0.11728351631926336,1
L3,1.0,20,3,1,274,3,0.39764005826193927,0.0,0.43747150552071595,1
L3,1.0,20,4,1,284,2,-0.6638344292058594,0.0,0.06694664716281915,1
L3,1.0,20,5,1,285,3,-0.11197192510355689,0.0,0.26166710505558183,1
L3,1.0,20,6,1,289,2,-0.7462683714115282,0.0,0.06855641882124,1
L3,1.0,20,7,1,287,1,-0.5385888734578818,0.0,0.27793517729350453,1
L3,1.0,20,8,1,283,2,-0.20493474839608422,0.0,0.09725642208867791,1
L3,1.0,20,9,1,281,3,-0.669199876872131,0.0,0.07216302245202261,1
L3,1.0,20,10,1,287,3,0.5093154199452525,0.0,0.0772298645893032,1
L3,1.0,20,11,1,274,2,0.3783467294404175,0.0,0.49123393037498464,1
L3,1.0,20,12,1,285,3,0.5119619891605443,0.0,0.1583351277691122,1
L3,1.0,20,13,1,282,3,-0.2586264147426936,0.0,0.2544443609150397,1
L3,1.0,20,14,1,283,2,0.04998948115123973,0.0,0.4076034419260932,1
L3,1.0,20,15,1,283,3,-0.5455527532030762,0.0,0.7489917539522338,1
L3,1.0,20,16,1,280,3,-0.25524934632791246,0.0,0.19887022715198685,1
L3,1.0,20,17,1,282,2,-0.7101349991331725,0.0,0.06312123761780782,1
L3,1.0,20,18,1,282,2,-0.5163541389306757,0.0,0.08196502523321414,1
L3,1.0,20,19,1,279,3,-0.5879307465920999,0.0,0.07676579049237339,1
L3,1.0,20,20,1,273,2,-0.5456094801745642,0.0,0.0736852319756587,1
L3,1.0,20,21,1,276,2,0.23577914791100385,0.0,0.5852770069699319,1
L3,1.0,20,22,1,289,3,0.3626546742863015,0.0,0.16050724386679596,1
L3,1.0,20,23,1,284,2,0.3635831700978124,0.0,0.11017646296688423,1
L3,1.0,20,24,1,286,3,-0.6016462911424743,0.0,0.08578354895017283,1
L3,1.0,20,25,1,284,3,0.5965792424636609,0.0,0.07255624642602548,1
L3,1.0,20,26,1,285,3,-0.7015694303579395,0.0,0.07092299359447837,1
L3,1.0,20,27,1,285,3,0.2917295520838176,0.0,0.931868903455695,1
L3,1.0,20,28,1,288,3,-0.393685406992957,0.0,0.8082934317992502,1
L3,1.0,20,29,1,281,2,0.41171357508107204,0.0,0.24410513767495176,1
L3,1.0,20,30,1,285,2,0.932045430828491,0.0,0.06442416887114351,1
L3,1.0,20,31,1,276,3,0.3237932641477745,0.0,0.12717869651404218,1
L3,1.0,20,32,1,274,3,-0.7186773358635014,0.0,0.08189537649537326,1
L3,1.0,20,33,1,284,2,-0.8477293787370046,0.0,0.24472946874701323,1
L3,1.0,20,34,1,278,3,0.4561423004608411,0.0,0.08116202999956768,1
L3,1.0,20,35,1,275,2,-0.2217940319944151,0.0,0.10144391526406941,1
L3,1.0,20,36,1,285,2,0.024643273466927948,0.0,0.2613585625150713,1
L3,1.0,20,37,1,286,3,0.9728340254230482,0.0,0.05694555529900875,1
L3,1.0,20,38,1,287,2,0.8859968282767752,0.0,0.05842152854570977,1
L3,1.0,20,39,1,280,3,-0.629564086729117,0.0,0.08382367805186808,1
L3,1.0,20,40,1,285,2,-0.6351754423906139,0.0,0.081495990328992,1
L3,1.0,20,41,1,283,3,-0.513162864017239,0.0,0.20417273565072525,1
L3,1.0,20,42,1,280,2,0.3368354496451136,0.0,0.10672765777535016,1
L3,1.0,20,43,1,271,2,-0.37704020906080443,0.0,0.09620529080596626,1
L3,1.0,20,44,1,289,3,0.06379678085467921,0.0,0.7644992496644578,1
L3,1.0,20,45,1,280,3,0.4288059482649213,0.0,0.6040348835479281,1
L3,1.0,20,46,1,283,2,-0.6304525246403121,0.0,0.06385324575233606,1
L3,1.0,20,47,1,282,3,-0.042141614445214956,0.0,0.2584046701187337,1
L3,1.0,20,48,1,277,1,0.20685449480904272,0.0,0.4402667638722887,1
L3,1.0,20,49,1,283,3,0.21541201948647226,0.0,0.18992335616420664,1
L3,1.0,20,50,1,279,3,0.2646030944536232,0.0,0.1239885128582784,1
L3,1.0,20,51,1,281,3,0.3412255880114404,0.0,0.11316653004947867,1
L3,1.0,20,52,1,275,2,0.17949887856876934,0.0,0.5531913915733809,0
L3,1.0,20,53,1,283,3,-0.03837808405263765,0.0,0.2578536847430272,1
L3,1.0,20,54,1,287,3,-0.7389119745387038,0.0,0.061290755373479756,1
L3,1.0,20,55,1,282,2,-0.18888711796181376,0.0,0.20174971732190744,1
L3,1.0,20,56,1,275,2,0.45824447066394464,0.0,0.6838103521103852,1
L3,1.0,20,57,1,288,3,0.2576822362581537,0.0,0.6623925259444858,1
L3,1.0,20,58,1,286,2,0.24515934750614704,0.0,0.08547081387864786,1
L3,1.0,20,59,1,288,3,0.4696374171355534,0.0,0.3509505776720671,1
L3,1.0,20,60,1,278,2,0.579951820019021,0.0,0.07399260417452666,1
L3,1.0,20,61,1,280,3,0.44476661007387075,0.0,0.07226407829311494,1
L3,1.0,20,62,1,267,3,-0.43131909969291693,0.0,0.12790246580839518,0
L3,1.0,20,63,1,289,3,0.2524722229410652,0.0,0.11048160784265701,1
L3,1.0,20,64,1,284,2,0.10189545432933947,0.0,0.12106368573679274,1
L3,1.0,20,65,1,265,3,0.09639899916058776,0.0,0.2207332416744978,0
L3,1.0,20,66,1,271,2,0.114819838732456,0.0,0.19953215403775137,0
L3,1.0,20,67,1,289,2,-0.7740195484311818,0.0,0.06448349774608458,1
L3,1.0,20,68,1,277,3,0.4293807077590483,0.0,0.10909051277128717,1
L3,1.0,20,69,1,286,2,-0.14190537316302398,0.0,0.2648938541585754,1
L3,1.0,20,70,1,272,3,-0.19372612757565466,0.0,0.5515708281847336,1
L3,1.0,20,71,1,282,3,0.5983753790070189,0.0,0.06885490090460829,1
L3,1.0,20,72,1,277,2,-0.1092682747380413,0.0,0.11117542241450952,1
L3,1.0,20,73,1,285,2,-0.36292138991609685,0.0,0.09451501233901045,1
L3,1.0,20,74,1,276,3,0.6640282873585943,0.0,0.0709286556012687,1
L3,1.0,20,75,1,283,3,0.4890681203369912,0.0,0.08827706887041574,1
L3,1.0,20,76,1,278,2,-0.2534061639878533,0.0,0.6390897785555403,1
L3,1.0,20,77,1,285,2,-0.7175468764443552,0.0,0.06648263692858099,1
L3,1.0,20,78,1,280,3,0.2425533268205928,0.0,0.22377078653910873,1
L3,1.0,20,79,1,282,2,0.4980466849818671,0.0,0.08345048677372272,1
L3,1.0,20,80,1,279,2,0.8632549985842279,0.0,0.06449480642420817,1
L3,1.0,20,81,1,287,2,-0.45611174177981695,0.0,0.11544102273253022,1
L3,1.0,20,82,1,283,2,0.7584783401805385,0.0,0.05889690256599215,1
L3,1.0,20,83,1,271,2,0.4150518793932948,0.0,0.35020495158967413,1
L3,1.0,20,84,1,286,3,0.1247239507933291,0.0,0.6269904114433427,1
L3,1.0,20,85,1,282,3,-0.2144204776861272,0.0,0.3533452219934821,1
L3,1.0,20,86,1,279,2,-0.10234590726915148,0.0,0.47149142099897956,1
L3,1.0,20,87,1,287,3,-0.006230691633287128,0.0,0.8511528742218873,1
L3,1.0,20,88,1,285,3,0.25060911014087794,0.0,0.15590734283739655,1
L3,1.0,20,89,1,287,2,0.21459212378857964,0.0,0.09275485243363062,1
L3,1.0,20,90,1,283,3,0.45875685669279465,0.0,0.08185135714010322,1
L3,1.0,20,91,1,274,3,0.16751492876420018,0.0,0.1316009732300458,0
L3,1.0,20,92,1,284,2,0.4740548712070194,0.0,0.2260095337233114,1
L3,1.0,20,93,1,286,2,-0.3328657894839269,0.0,0.5294899271235439,1
L3,1.0,20,94,1,283,3,0.8585769234097106,0.0,0.05936954110810312,1
L3,1.0,20,95,1,282,3,0.04302348886358734,0.0,0.30800183178310997,1
L3,1.0,20,96,1,272,2,0.08649206918730774,0.0,0.14602006574275342,0
L3,1.0,20,97,1,286,3,-0.5003788436961476,0.0,0.7912390981582434,1
L3,1.0,20,98,1,289,3,0.4062142866769419,0.0,0.167078278355554,1
L3,1.0,20,99,1,283,2,-0.12883026668360853,0.0,0.8737561288509074,1
L3,1.0,30,0,1,308,3,-0.6037153378707449,0.0,0.09511457938103884,1
L3,1.0,30,1,1,307,2,0.3729526389322554,0.0,0.07931944885240991,1
L3,1.0,30,2,1,313,3,-0.48126218572871127,0.0,0.08568489322379867,1
L3,1.0,30,3,1,306,3,0.28149139576508836,0.0,0.8124535780334144,1
L3,1.0,30,4,1,318,2,0.8216184818707891,0.0,0.06312839772768886,1
L3,1.0,30,5,1,313,2,-0.17814673405145723,0.0,0.5347610233103113,1
L3,1.0,30,6,1,313,3,-0.06724781854156515,0.0,0.6474303302392962,1
L3,1.0,30,7,1,308,2,0.09385907206369525,0.0,0.6128947228057022,1
L3,1.0,30,8,1,282,3,-0.29660456225244314,0.0,0.3089704183568463,1
L3,1.0,30,9,1,322,2,-0.11863412520665645,0.0,0.2792734458097859,1
L3,1.0,30,10,1,313,2,0.7579567846005297,0.0,0.06469921706582225,1
L3,1.0,30,11,1,310,3,0.39665289774891,0.0,0.10307240676316075,1
L3,1.0,30,12,1,281,3,-0.018697249840376934,0.0,0.17976997101252712,0
L3,1.0,30,13,1,312,2,-0.49772275554895457,0.0,0.12310168832856738,1
L3,1.0,30,14,1,308,3,0.5465230206797301,0.0,0.12730497912588712,1
L3,1.0,30,15,1,313,3,-0.09493837352043029,0.0,0.45268914812901717,1
L3,1.0,30,16,1,291,3,-0.7198086711177345,0.0,0.434532470560765,1
L3,1.0,30,17,1,314,3,0.40143188131749713,0.0,0.21520433235205916,1
L3,1.0,30,18,1,311,3,0.33600090797109955,0.0,0.1308894461533359,1
L3,1.0,30,19,1,314,3,-0.5308983919419678,0.0,0.07965403311949598,1
L3,1.0,30,20,1,321,3,0.8410727340295685,0.0,0.06125574637285063,1
L3,1.0,30,21,1,274,2,-0.5904674726894252,0.0,0.0801750328790541,0
L3,1.0,30,22,1,281,2,-0.5508022381045381,0.0,0.07844268996440823,0
L3,1.0,30,23,1,304,2,-0.19250414123350845,0.0,0.6952636528531367,1
L3,1.0,30,24,1,321,3,0.14155532143271915,0.0,0.492480976561171,1
L3,1.0,30,25,1,308,3,0.21937463821841457,0.0,0.09167281456952178,1
L3,1.0,30,26,1,298,3,0.5316146131292825,0.0,0.1326964664065165,1
L3,1.0,30,27,1,282,2,-0.40305685214133646,0.0,0.09413326804147965,0
L3,1.0,30,28,1,318,2,0.5513026653059181,0.0,0.07265450651700317,1
L3,1.0,30,29,1,285,3,-0.29977697684482796,0.0,0.3270475593660847,1
L3,1.0,30,30,1,298,2,0.49224767648747236,0.0,0.32328388508672357,1
L3,1.0,30,31,1,316,3,0.31968768841698714,0.0,0.10539074387975611,1
L3,1.0,30,32,1,295,2,0.25003339402240427,0.0,0.16443832302756914,1
L3,1.0,30,33,1,299,3,-0.4024058250002279,0.0,0.6822240326865491,1
L3,1.0,30,34,1,319,3,-0.475479295631775,0.0,0.10351719520039149,1
L3,1.0,30,35,1,275,3,0.13777543387401398,0.0,0.1297432276780465,1
L3,1.0,30,36,1,322,2,0.47105848676178164,0.0,0.11091945232478305,1
L3,1.0,30,37,1,286,3,-0.11084752502560372,0.0,0.22091220492207642,0
L3,1.0,30,38,1,302,3,-0.8112968843803284,0.0,0.2724072481014693,1
L3,1.0,30,39,1,310,2,0.25571688884230287,0.0,0.11755030771442006,1
L3,1.0,30,40,1,301,2,0.49117732594119756,0.0,0.076330058667,1
L3,1.0,30,41,1,311,2,-0.4731361335433929,0.0,0.09267511390655099,1
L3,1.0,30,42,1,278,1,0.1610082579588963,0.0,0.5993336137840382,0
L3,1.0,30,43,1,316,3,0.670790473703243,0.0,0.1686343758587384,1
L3,1.0,30,44,1,274,3,-0.530979533816587,0.0,0.1255930514571481,0
L3,1.0,30,45,1,295,3,-0.16842134839660636,0.0,0.5094675620840035,1
L3,1.0,30,46,1,311,3,-0.7783142735397969,0.0,0.3506391714195735,1
L3,1.0,30,47,1,303,3,-0.2664792683457937,0.0,0.867718574799488,1
L3,1.0,30,48,1,320,2,-0.5590140333595318,0.0,0.08047691610262472,1
L3,1.0,30,49,1,304,3,-0.5230782126516462,0.0,0.07990259181698714,1
L3,1.0,30,50,1,316,2,-0.16222201665286634,0.0,0.25488454651013515,1
L3,1.0,30,51,1,317,2,0.15582608045891597,0.0,0.8204651479873974,1
L3,1.0,30,52,1,296,2,-0.3026040987385914,0.0,0.1641945976766364,1
L3,1.0,30,53,1,315,3,0.02718704123371027,0.0,0.09300745174281974,1
L3,1.0,30,54,1,296,3,0.3038436527618449,0.0,0.08796863747722579,1
L3,1.0,30,55,1,281,3,0.1414056598934518,0.0,0.4594147341142731,1
L3,1.0,30,56,1,324,2,0.3450200479456218,0.0,0.44745518509629323,1
L3,1.0,30,57,1,317,3,-0.08302662745760478,0.0,0.42802501736346843,1
L3,1.0,30,58,1,318,3,-0.6479075395904693,0.0,0.12751590104495006,1
L3,1.0,30,59,1,298,3,-0.03385402970476738,0.0,0.7354115855850865,1
L3,1.0,30,60,1,298,2,-0.5519445959706196,0.0,0.0718520927408186,1
L3,1.0,30,61,1,316,3,0.21345744753267926,0.0,0.22424106847411995,1
L3,1.0,30,62,1,311,3,0.020040107574262167,0.0,0.37962097846013537,1
L3,1.0,30,63,1,320,3,-0.03735555731191087,0.0,0.7274658846155206,1
L3,1.0,30,64,1,273,3,-0.44312855795989603,0.0,0.07853363380471028,0
L3,1.0,30,65,1,325,3,0.07976358497991175,0.0,0.8573518009467488,1
L3,1.0,30,66,1,314,2,-0.12048596615805639,0.0,0.44273765383088376,1
L3,1.0,30,67,1,285,2,0.6606100307206757,0.0,0.10112614319274782,1
L3,1.0,30,68,1,285,3,-0.623754470433751,0.0,0.09622641474345431,0
L3,1.0,30,69,1,323,3,0.1066674483685805,0.0,0.12290076593741253,1
L3,1.0,30,70,1,312,3,-0.8772032774574001,0.0,0.059575029858069464,1
L3,1.0,30,71,1,307,3,-0.15204261815171338,0.0,0.09241436270853431,1
L3,1.0,30,72,1,321,3,-0.6884016559091863,0.0,0.0631250757791802,1
L3,1.0,30,73,1,306,3,0.20240776750125955,0.0,0.714000363851357,1
L3,1.0,30,74,1,313,3,0.15502018616009555,0.0,0.1695061490655033,1
L3,1.0,30,75,1,296,3,0.5415844926479735,0.0,0.1698968367387277,1
L3,1.0,30,76,1,312,2,0.705376268271102,0.0,0.21700075497992274,1
L3,1.0,30,77,1,319,3,-0.7185639831978983,0.0,0.06316112027578534,1
L3,1.0,30,78,1,326,1,-0.09971354440653292,0.0,0.46559928787332117,1
L3,1.0,30,79,1,309,3,-0.648571320303754,0.0,0.07417362719698528,1
L3,1.0,30,80,1,297,2,-0.2632356888840393,0.0,0.08428400050949175,1
L3,1.0,30,81,1,279,2,-0.2477440824194895,0.0,0.3200504481792931,1
L3,1.0,30,82,1,317,3,0.1952749725851537,0.0,0.13652338786134727,1
L3,1.0,30,83,1,314,3,-0.55370378260091,0.0,0.09538639763741152,1
L3,1.0,30,84,1,318,3,0.3868253020477817,0.0,0.09096697333064091,1
L3,1.0,30,85,1,316,2,0.3933365355869589,0.0,0.11274531317312685,1
L3,1.0,30,86,1,303,1,0.032685492348181355,0.0,0.9407362316954841,1
L3,1.0,30,87,1,306,3,0.6099348637216759,0.0,0.09086664328675072,1
L3,1.0,30,88,1,319,3,-0.4926145946652537,0.0,0.11527296824280035,1
L3,1.0,30,89,1,293,2,-0.2740145571243482,0.0,0.36106438236390465,1
L3,1.0,30,90,1,295,2,-0.6738880488452055,0.0,0.06706793432045846,1
L3,1.0,30,91,1,268,2,-0.024203967131149723,0.0,0.13413643610416034,0
L3,1.0,30,92,1,308,3,0.2709708204271949,0.0,0.10762138780266417,1
L3,1.0,30,93,1,305,2,0.6607440520696278,0.0,0.06738144080884724,1
L3,1.0,30,94,1,316,2,0.20851576506577738,0.0,0.5631286475812086,1
L3,1.0,30,95,1,310,3,0.5999294796671885,0.0,0.40833889075664576,1
L3,1.0,30,96,1,293,3,0.6994085385420669,0.0,0.2120242527069749,1
L3,1.0,30,97,1,299,3,0.008093804541240396,0.0,0.2619334473266344,1
L3,1.0,30,98,1,308,2,0.8757768564829168,0.0,0.05813144781635386,1
L3,1.0,30,99,1,313,3,-0.30103488966922665,0.0,0.481423590251851,1
L3,1.0,40,0,1,335,3,0.7053148261773067,19.638745129626948,0.06375746718372799,18
L3,1.0,40,1,1,395,3,-0.1711202881057921,0.0,0.20274952954800088,20
L3,1.0,40,2,1,385,3,-0.6692279717658746,0.0,0.0738211852668426,12
L3,1.0,40,3,1,353,2,-0.16422821203090185,0.0,0.22721873599455297,22
L3,1.0,40,4,1,404,2,-0.8302557845903721,0.0,0.07795079291735521,25
L3,1.0,40,5,1,332,2,0.398883895479044,0.0,0.11955840070153805,17
L3,1.0,40,6,1,316,3,0.6603961628415863,1.4575671136465764,0.0874929837186749,33
L3,1.0,40,7,1,356,3,0.4171872154158119,0.0,0.13394685206408496,27
L3,1.0,40,8,1,363,3,-0.20713767552866122,0.0,0.5464930289661417,25
L3,1.0,40,9,1,327,2,-0.7576093291603492,0.0,0.07786975092567903,29
L3,1.0,40,10,1,378,3,-0.45022368917117217,0.0,0.09077528306782817,20
L3,1.0,40,11,1,380,2,0.3458403845033905,0.0,0.21969570016898263,23
L3,1.0,40,12,1,367,3,0.6101307629746142,0.0,0.6244489260160055,25
L3,1.0,40,13,1,317,3,0.033339976280860925,0.0,0.12116187732102884,24
L3,1.0,40,14,1,359,3,-0.2953811542528211,0.0,0.09342121652783893,16
L3,1.0,40,15,1,313,2,-0.5114981789569069,0.0,0.08924425262996516,26
L3,1.0,40,16,1,386,3,-0.2326312765635174,0.0,0.25279521254188303,28
L3,1.0,40,17,1,373,2,-0.3727424234347126,0.0,0.1849416905635027,17
L3,1.0,40,18,1,353,2,-0.33567256121647376,0.0,0.3499773546169015,28
L3,1.0,40,19,1,349,3,-0.5080471772692013,0.0,0.133323882850998,24
L3,1.0,40,20,1,359,2,-0.46779389280482936,0.0,0.14194544241781037,31
L3,1.0,40,21,1,345,2,-0.20910451699787494,0.0,0.4104495250239736,19
L3,1.0,40,22,1,361,3,-0.1615356199632831,0.0,0.55834046570702,23
L3,1.0,40,23,1,341,3,0.2740297536666224,0.0,0.10231518283296905,32
L3,1.0,40,24,1,370,3,0.5115263805118591,0.0,0.0720577510427659,22
L3,1.0,40,25,1,353,3,-0.3452895479758019,0.0,0.08523099795333282,28
L3,1.0,40,26,1,343,3,-0.2671895866818307,0.0,0.08204678071172963,27
L3,1.0,40,27,1,296,3,-0.1984205700650501,0.0,0.7797960220725041,23
L3,1.0,40,28,1,387,2,-0.7776463994519839,0.0,0.06145063672632269,18
L3,1.0,40,29,1,368,2,-0.6941275028876998,0.0,0.07032639124245572,23
L3,1.0,40,30,1,354,2,-0.5214624231189453,0.0,0.09624020362407433,18
L3,1.0,40,31,1,387,2,-0.4613884084967557,0.0,0.0797771482293052,20
L3,1.0,40,32,1,394,3,-0.11875935505502777,0.0,0.19580411860884953,24
L3,1.0,40,33,1,308,3,-0.09732750278484664,0.0,0.18075687441687538,31
L3,1.0,40,34,1,281,2,-0.7345042345081446,0.0,0.06959628252983217,33
L3,1.0,40,35,1,308,2,0.7838755791950129,5.337686944185236,0.10085882800801174,25
L3,1.0,40,36,1,319,2,-0.180963910751653,0.0,0.10690832705077603,30
L3,1.0,40,37,1,399,3,0.3246305821359859,0.0,0.1678991911219615,13
L3,1.0,40,38,1,374,2,-0.24363071289237215,0.0,0.5481199150411918,18
L3,1.0,40,39,1,387,3,-0.6455965098258932,0.0,0.10040985698771855,24
L3,1.0,40,40,1,347,3,-0.011577327896746939,0.0,0.19228656546245929,28
L3,1.0,40,41,1,358,2,-0.8922200776009099,0.0,0.08085586967273506,28
L3,1.0,40,42,1,304,3,0.17877928410835853,1.0401629870565507,0.19399893632563275,38
L3,1.0,40,43,1,324,2,0.013621644460924051,0.0,0.7389615193436141,26
L3,1.0,40,44,1,376,3,0.3927548359126416,0.0,0.114928186260392,28
L3,1.0,40,45,1,352,2,-0.5014597492001266,0.0,0.1062006840905468,31
L3,1.0,40,46,1,304,3,-0.5457523825551482,0.0,0.07610026219331428,21
L3,1.0,40,47,1,353,2,-0.1979682567014631,0.0,0.14113641945500485,26
L3,1.0,40,48,1,297,3,0.39546529469928304,0.0,0.08250439877151211,31
L3,1.0,40,49,1,383,3,-0.783929422957518,0.0,0.06726156315651335,20
L3,1.0,40,50,1,354,3,0.17362013146979985,0.0,0.23581702855467385,30
L3,1.0,40,51,1,369,3,-0.2538177970666492,0.0,0.09741371126906716,20
L3,1.0,40,52,1,345,2,-0.12665878576373113,0.0,0.23837250168044413,23
L3,1.0,40,53,1,359,3,0.3479225276155219,0.5292526486646381,0.24134522373009631,25
L3,1.0,40,54,1,374,3,-0.35436753784283953,0.0,0.12549246599628777,21
L3,1.0,40,55,1,356,2,0.6576914150727132,1.7662048305878462,0.06198834259050225,22
L3,1.0,40,56,1,619,2,0.9468587449779359,13.763283069173722,0.056530141041156626,31
L3,1.0,40,57,1,366,2,0.4816390900650925,0.0,0.10003204488188458,21
L3,1.0,40,58,1,339,1,0.5066476305952617,0.36388317352630273,0.13534499532329666,21
L3,1.0,40,59,1,354,2,-0.22994875041416302,0.0,0.8911703574523463,22
L3,1.0,40,60,1,383,3,-0.7070272592246266,0.0,0.06753747546354415,24
L3,1.0,40,61,1,426,3,0.18232015753669747,0.0,0.5106587793068468,35
L3,1.0,40,62,1,320,3,0.20942116191787963,0.0,0.3613115166876032,30
L3,1.0,40,63,1,308,2,0.2097779343262956,4.729333582621435,0.10166877429197303,30
L3,1.0,40,64,1,360,3,-0.3309198515785523,0.0,0.14596355771949146,28
L3,1.0,40,65,1,335,3,-0.3327543868705841,0.0,0.3584073579323969,29
L3,1.0,40,66,1,354,2,0.5970836438519284,1.255386313303633,0.07104763645313047,15
L3,1.0,40,67,1,321,2,-0.7316543606139211,0.0,0.0655808413451092,27
L3,1.0,40,68,1,356,3,0.4193580987037397,0.0,0.15075509953272045,17
L3,1.0,40,69,1,345,2,0.8011518223322934,5.978712571436345,0.06503831550486835,34
L3,1.0,40,70,1,341,3,-0.33960387720537727,0.0,0.8120610403712006,32
L3,1.0,40,71,1,391,3,-0.41618188871890066,0.0,0.0914963231582333,23
L3,1.0,40,72,1,356,1,0.4601624129094176,0.0,0.44249452471325895,24
L3,1.0,40,73,1,314,3,0.03805332972840464,0.0,0.13688831536445345,32
L3,1.0,40,74,1,374,2,0.3447505905982783,12.41208682392743,0.08129776954395582,20
L3,1.0,40,75,1,348,3,-0.3456410374873714,0.0,0.147581927771137,33
L3,1.0,40,76,1,326,3,-0.21390076264469077,0.0,0.13730427739054832,28
L3,1.0,40,77,1,365,3,-0.10994697670366498,0.0,0.2625371933669545,28
L3,1.0,40,78,1,389,2,0.1911724544240308,0.0,0.088236482879799,27
L3,1.0,40,79,1,293,2,-0.9787260087256744,0.0,0.05629797140282253,33
L3,1.0,40,80,1,379,2,0.6905729498346492,3.9015210143297736,0.06242777180416786,17
L3,1.0,40,81,1,321,2,-0.14675278996195554,0.0,0.19992609981806114,25
L3,1.0,40,82,1,376,3,-0.6081501253260765,0.0,0.07992586211400268,12
L3,1.0,40,83,1,357,2,0.1512936546330904,0.0,0.09805822938959617,26
L3,1.0,40,84,1,371,3,0.4193343750819229,0.0,0.2966126123954236,19
L3,1.0,40,85,1,365,2,0.524112011562793,4.1618647907591315,0.0763938818485183,25
L3,1.0,40,86,1,297,3,0.1797278538498823,0.0,0.2325099609871271,23
L3,1.0,40,87,1,362,3,0.11183775473938382,0.0,0.1207038900942691,27
L3,1.0,40,88,1,389,3,-0.6159225903715946,0.0,0.09434972014530044,13
L3,1.0,40,89,1,394,2,0.2101929393844656,0.0,0.180094734440172,22
L3,1.0,40,90,1,367,2,-0.27379757243859476,0.0,0.1317100332308991,19
L3,1.0,40,91,1,365,2,0.18248541559020243,0.0,0.11343848394252672,24
L3,1.0,40,92,1,342,3,-0.4778913069619522,0.0,0.48775081849427904,26
L3,1.0,40,93,1,302,3,0.023111826208252337,2.599649301923548,0.16900429147994978,21
L3,1.0,40,94,1,372,2,-0.8121660275892382,0.0,0.06247254891280392,28
L3,1.0,40,95,1,359,3,-0.2064639188057411,0.0,0.9349825660605704,20
L3,1.0,40,96,1,345,2,0.7345248913949064,1.3331671795602469,0.05986155778093025,26
L3,1.0,40,97,1,383,2,0.55471784497424,0.0,0.07676927682654049,31
L3,1.0,40,98,1,521,3,-0.04463715141747558,0.0,0.2700862940986664,26
L3,1.0,40,99,1,377,3,-0.5537328961749621,0.0,0.08555270886817934,25
L3,1.0,50,0,1,486,3,0.34625885392227174,0.0,0.8162882221819864,1
L3,1.0,50,1,1,769,2,0.9632596195563292,8.850116149276761,0.057228402052785454,8
L3,1.0,50,2,1,424,2,-0.37349324928206273,0.0,0.11445453484261255,1
