level,J,mult,seed_idx,collapsed,collapse_step,collapse_type,final_m,final_wealth,final_EC,minsky_count
L3,4.5,40,94,1,4856,1,0.9646765362035609,111.18749131059403,0.05493682850049161,2
L3,4.5,40,95,1,270,1,0.999999,166.86086633359918,0.0546824897367715,1
L3,4.5,40,96,1,9947,1,-0.8811555911012416,0.0,0.05633913453347073,1
L3,4.5,40,97,1,273,1,0.7955462928241034,165.66498295776054,0.0596393725015372,1
L3,4.5,40,98,1,260,1,0.9994326538510807,159.52395793825352,0.0546684671111352,1
L3,4.5,40,99,1,7641,1,0.9987899793408537,158.4349373284172,0.05463102388905134,2
L3,4.5,50,0,0,-1,0,0.7254701799697049,502.2989672159206,0.09862453683189756,1
L3,4.5,50,1,1,284,1,0.9928422695295739,582.2955978593457,0.055160693595341266,1
L3,4.5,50,2,0,-1,0,0.999999,573.5006729811838,0.05466594380918863,1
L3,4.5,50,3,0,-1,0,0.9933121355729998,574.8228773888173,0.0547045104523981,1
L3,4.5,50,4,0,-1,0,0.9197848394336514,577.2517404972797,0.05641892693743109,1
L3,4.5,50,5,1,274,1,0.9902196827739125,575.5818796798166,0.05478320258152507,1
L3,4.5,50,6,1,16305,1,-0.9987738989086616,0.0,0.05468854260872094,1
L3,4.5,50,7,1,14983,1,0.9914981145787779,579.3099629369539,0.054731341481567344,1
L3,4.5,50,8,1,290,1,0.9990301784630706,574.1532653323701,0.05505990018164981,1
L3,4.5,50,9,1,290,1,0.999999,565.5634500804624,0.05464337679165316,1
L3,4.5,50,10,1,1378,1,-0.9153300612121373,0.0,0.05654968202010762,1
L3,4.5,50,11,1,268,1,-0.9986488978038268,0.0,0.0553506802750887,1
L3,4.5,50,12,1,275,1,0.9994078727562964,588.597223857979,0.05473833739366521,2
L3,4.5,50,13,1,281,3,0.9921310280651637,531.6250335900871,0.05464543685671611,1
L3,4.5,50,14,0,-1,0,0.9992047832209907,582.8559786426977,0.05475324326735496,1
L3,4.5,50,15,0,-1,0,0.8801680646950454,586.3005932262639,0.06102110272437385,1
L3,4.5,50,16,1,290,1,-0.9908506414375278,0.0,0.055274451043968845,1
L3,4.5,50,17,1,263,3,-0.9601326577102323,0.0,0.05647898518831982,1
L3,4.5,50,18,0,-1,0,0.924138923478162,590.6942354117964,0.0552297391620792,1
L3,4.5,50,19,0,-1,0,0.999999,588.2422530416087,0.05488764282649465,1
L3,4.5,50,20,1,277,1,-0.994606484026835,0.0,0.05465791359351885,1
L3,4.5,50,21,0,-1,0,-0.7447662930028021,217.91574759319036,0.059651622675961434,1
L3,4.5,50,22,1,291,1,0.9840742598812688,564.1543828047178,0.05472938568320417,1
L3,4.5,50,23,0,-1,0,0.9884690728850315,564.5792058502439,0.05480473315204102,1
L3,4.5,50,24,1,459,1,-0.999999,0.0,0.05475604337941164,1
L3,4.5,50,25,1,7399,1,0.9952936790038319,467.9988788012502,0.05474401086649693,2
L3,4.5,50,26,1,274,1,0.897850868091307,567.7386709257501,0.057746811301575586,1
L3,4.5,50,27,1,10702,1,-0.8971122460464924,0.0,0.05664621964863542,1
L3,4.5,50,28,1,450,1,-0.8205564961523657,0.0,0.06315667233678499,1
L3,4.5,50,29,1,283,3,0.6179795172039766,540.1087446517024,0.06833673011254407,1
L3,4.5,50,30,0,-1,0,0.9988350336219062,547.1050814637076,0.054744537507342525,1
L3,4.5,50,31,1,275,1,0.9091665526202116,556.3309901482388,0.05664144732036798,1
L3,4.5,50,32,1,5704,1,-0.7035953987516876,0.0,0.06930409244000867,2
L3,4.5,50,33,1,6417,1,0.9962016466764632,565.9627479203126,0.05466212712893832,1
L3,4.5,50,34,1,5777,1,0.999999,590.1906844391084,0.05469536199879255,1
L3,4.5,50,35,1,269,1,0.999999,47.04056045206865,0.055151270736587585,1
L3,4.5,50,36,1,16758,1,-0.9652416346681004,0.0,0.05530846527266692,1
L3,4.5,50,37,1,12716,1,-0.999999,0.0,0.055233333822525016,1
L3,4.5,50,38,1,316,1,0.999999,560.6469373858307,0.05465169090043969,1
L3,4.5,50,39,0,-1,0,0.9796898386014444,576.2470909581624,0.054721790552902175,1
L3,4.5,50,40,1,6745,1,-0.9845796597123133,0.0,0.05500631798597827,1
L3,4.5,50,41,1,10085,1,0.9973627261078213,548.8714400312806,0.05479945317455928,1
L3,4.5,50,42,1,7870,1,-0.6140025826880331,0.0,0.074178325037306,1
L3,4.5,50,43,1,16259,1,-0.9989109626479844,0.0,0.054635817482532906,1
L3,4.5,50,44,1,5253,1,0.8207143741069952,563.1229924747961,0.06422391200252814,1
L3,4.5,50,45,1,284,1,-0.7493073480367658,0.0,0.0643157259440084,2
L3,4.5,50,46,1,285,1,0.9194398064487376,579.892797785091,0.059446254023605316,1
L3,4.5,50,47,0,-1,0,0.9831820958681858,533.261895871372,0.05519547468356382,1
L3,4.5,50,48,1,266,1,0.6074728148603652,562.9370158963432,0.07249600718865627,1
L3,4.5,50,49,1,283,1,-0.9950758201850153,0.0,0.05467124992645589,0
L3,4.5,50,50,1,282,1,0.6471741065210432,565.8463795502101,0.071632102505381,1
L3,4.5,50,51,1,638,1,0.9458582514511991,562.026981156551,0.05519846170098491,2
L3,4.5,50,52,1,2177,3,-0.9018799650620009,0.0,0.055979585717039065,2
L3,4.5,50,53,1,15818,1,0.999999,467.9069313137986,0.055135514517130106,1
L3,4.5,50,54,0,-1,0,0.999999,582.5253941807457,0.054693142217295876,1
L3,4.5,50,55,1,3455,1,-0.9791614968368848,0.0,0.05470388706885725,1
L3,4.5,50,56,1,282,1,0.6387427259916333,511.88933247320784,0.06821879565161937,1
L3,4.5,50,57,1,268,3,0.9936973476848607,573.3003006468294,0.05470600163407064,1
L3,4.5,50,58,1,1544,1,0.9918860062500501,557.5851573189475,0.05466173489692551,2
L3,4.5,50,59,1,286,3,0.9757511275230577,579.0394907864769,0.05495221082223702,1
L3,4.5,50,60,0,-1,0,0.999999,567.2567130971335,0.05467875146707259,1
L3,4.5,50,61,0,-1,0,0.9837188024952568,569.6540084405943,0.05486783946157385,1
L3,4.5,50,62,0,-1,0,0.9867541769035294,578.7668359995711,0.05569607032483716,1
L3,4.5,50,63,1,3616,1,-0.7610385581163501,0.0,0.05928203211063628,1
L3,4.5,50,64,0,-1,0,0.8284097574295558,551.6708283643527,0.061515168223644896,1
L3,4.5,50,65,1,272,1,0.9915202847079234,584.7328308106378,0.05471354430348401,1
L3,4.5,50,66,1,283,1,0.999999,582.6946123897164,0.05466160841106322,1
L3,4.5,50,67,0,-1,0,0.8307013275156622,586.441195329405,0.06275665291228032,1
L3,4.5,50,68,0,-1,0,0.9967911497216801,561.7294642154939,0.055364455131504973,1
L3,4.5,50,69,0,-1,0,0.9948547080596617,565.1825059526485,0.05465750119357936,1
L3,4.5,50,70,1,348,1,0.9923255127974699,568.3384449201121,0.054772540632768,2
L3,4.5,50,71,1,16841,1,-0.894890527901371,0.0,0.06047893597083406,1
L3,4.5,50,72,0,-1,0,0.966228944648929,569.4918433335564,0.05759106807252605,1
L3,4.5,50,73,1,296,1,0.9919435614562475,470.69342844160525,0.054784450862482605,1
L3,4.5,50,74,1,283,1,0.6714205777845892,541.1413171401413,0.0663338294455419,1
L3,4.5,50,75,0,-1,0,0.999999,594.8875969968683,0.054642214285052115,1
L3,4.5,50,76,0,-1,0,0.9793209554876627,557.7184695896356,0.05541013927777767,1
L3,4.5,50,77,1,269,1,-0.9987662747366279,0.0,0.05467372867435471,1
L3,4.5,50,78,1,271,1,0.9984157527425274,591.8855980817408,0.05466288265466908,1
L3,4.5,50,79,1,282,1,-0.999999,0.0,0.05467991807765145,1
L3,4.5,50,80,1,306,1,0.999999,314.4483664184289,0.05469790057402144,1
L3,4.5,50,81,0,-1,0,-0.9897307265282197,251.96118427120226,0.05479341429936674,1
L3,4.5,50,82,1,359,1,0.7091707784661543,549.7110483862521,0.06725254704669849,2
L3,4.5,50,83,1,2849,1,0.9223152743949838,497.4797879070754,0.06425388956795049,2
L3,4.5,50,84,1,6790,1,-0.47453014974138563,0.0,0.06329122932984688,1
L3,4.5,50,85,1,825,1,0.7810684138551058,594.3491983150736,0.06256770289990209,2
L3,4.5,50,86,1,294,1,0.990242972026405,506.5914401028085,0.05594384141243889,1
L3,4.5,50,87,1,284,1,-0.9682457229004161,0.0,0.05506706040553265,1
L3,4.5,50,88,1,3238,1,0.9988782797530767,566.4873860764527,0.054673075733991716,2
L3,4.5,50,89,1,835,1,-0.5010866831571317,0.0,0.08594107166536391,1
L3,4.5,50,90,1,3147,3,0.6061021279574512,577.2226811292006,0.06917347824539585,1
L3,4.5,50,91,1,276,3,0.999999,587.4333288496906,0.05478787371567601,1
L3,4.5,50,92,1,272,1,0.999999,477.19631002163135,0.054754009950645145,2
L3,4.5,50,93,1,1970,1,-0.9248109593586559,0.0,0.056461089804824054,2
L3,4.5,50,94,1,13229,3,0.9765206840641899,571.8920160846665,0.05483758881484822,1
L3,4.5,50,95,1,12737,1,0.999999,567.6026733481693,0.054774147117780336,1
L3,4.5,50,96,1,265,3,0.9842373941838584,577.6594317461214,0.055414035691531166,1
L3,4.5,50,97,1,6312,1,0.9183648010342434,580.5948761246209,0.05528900405430518,2
L3,4.5,50,98,1,3132,1,0.9852050968119488,553.4942220412906,0.05581055058270694,1
L3,4.5,50,99,0,-1,0,0.9988481454047418,565.3884515241542,0.05463684973267113,1
L3,4.5,60,0,0,-1,0,0.999134933914337,994.8379331474248,0.05503287408608829,1
L3,4.5,60,1,1,677,1,-0.9988195225967804,0.0,0.05467408330174685,2
L3,4.5,60,2,0,-1,0,0.8702691506191037,978.1180234343926,0.05910958264164996,1
L3,4.5,60,3,0,-1,0,0.9732143580347776,990.8344824890307,0.05475660118654477,1
L3,4.5,60,4,1,286,3,0.9937935296415988,971.9215306829592,0.0546837196854925,2
L3,4.5,60,5,1,278,1,0.999999,963.7075055837774,0.05478989138614155,1
L3,4.5,60,6,1,269,1,0.999291282536033,965.0474508903643,0.05468482663749157,1
L3,4.5,60,7,1,271,1,0.9988744014256046,1005.8140624946251,0.05477762793692305,1
L3,4.5,60,8,0,-1,0,0.999999,959.3997968489156,0.05475179531709253,1
L3,4.5,60,9,0,-1,0,0.9932412575291519,1001.78085405702,0.05465223821818338,1
L3,4.5,60,10,0,-1,0,0.8959109117902779,1008.2959348940867,0.05822604922817845,1
L3,4.5,60,11,0,-1,0,0.999999,939.5990376787499,0.05526338875800447,1
L3,4.5,60,12,0,-1,0,0.959015215810907,974.1298984908589,0.055521663251813784,1
L3,4.5,60,13,1,291,3,0.9989008737363689,946.7002907286883,0.05470236746638169,1
L3,4.5,60,14,0,-1,0,0.999999,981.3493660590034,0.05473791262116265,1
L3,4.5,60,15,0,-1,0,0.9981546825670715,990.3057959784595,0.05471105599101566,1
L3,4.5,60,16,1,307,1,0.9989946047038599,1000.1149918250143,0.0547727240862876,1
L3,4.5,60,17,1,300,1,0.9992208673743438,995.9702670794904,0.05481325789718265,1
L3,4.5,60,18,1,263,1,0.9651933988335434,979.1312897321898,0.05600708202221299,1
L3,4.5,60,19,1,924,1,0.9997811636662677,989.8551426881851,0.05478127877192753,2
L3,4.5,60,20,1,277,1,0.6821469427866944,1018.1967225696882,0.05881216289432267,1
L3,4.5,60,21,1,286,1,0.9833871863697448,959.5975060166758,0.055039532169613416,1
L3,4.5,60,22,0,-1,0,0.7717338671963685,1001.7790881712018,0.06257299945914796,1
L3,4.5,60,23,1,267,3,0.9346599767183743,998.8769240702362,0.05569384986624887,1
L3,4.5,60,24,1,275,1,0.9984671429181642,1010.7826366653721,0.05475890335494551,1
L3,4.5,60,25,0,-1,0,0.955597431049977,1004.742365166323,0.05677763237133833,1
L3,4.5,60,26,1,266,1,0.9896851841122064,890.5292766119964,0.05495540757254529,2
L3,4.5,60,27,0,-1,0,0.9936306537305091,969.4933881886161,0.05484133592589204,1
L3,4.5,60,28,0,-1,0,0.978119665778028,993.2484654015225,0.05480505479686003,1
L3,4.5,60,29,0,-1,0,0.9992059176398518,979.5249020865302,0.054634807903478015,1
L3,4.5,60,30,1,273,1,0.999999,1001.3941317595353,0.05477660067634005,1
L3,4.5,60,31,1,278,1,0.9990432856126823,993.2283447346741,0.05477132852518233,2
L3,4.5,60,32,0,-1,0,0.9848114109367994,979.4146084359727,0.05629724140519137,1
L3,4.5,60,33,1,344,1,0.9991132461727839,986.6281220999075,0.05465302440333991,1
L3,4.5,60,34,1,293,3,0.8374512665805084,1001.359989814076,0.06177784664866764,2
L3,4.5,60,35,1,281,1,-0.996902450303134,0.0,0.054683111353437446,1
L3,4.5,60,36,0,-1,0,0.9991518423007368,1004.2881692294765,0.05468426028372378,1
L3,4.5,60,37,1,9254,1,0.9970647056276736,995.0793163943861,0.05465961659112781,1
L3,4.5,60,38,0,-1,0,0.999999,957.9145273167189,0.05558647994323991,1
L3,4.5,60,39,1,299,1,0.9937443164944769,985.40394472857,0.05467322291023088,1
L3,4.5,60,40,0,-1,0,0.9977504375188243,970.533315642846,0.05470280219350605,1
L3,4.5,60,41,1,322,3,0.96919716508174,997.6926049585853,0.05470515073667323,1
L3,4.5,60,42,1,270,1,0.999999,1004.022897454495,0.054709041639397715,1
L3,4.5,60,43,1,7760,1,0.9546813639846389,949.5356836319239,0.05747042438360431,2
L3,4.5,60,44,0,-1,0,0.975430772471681,956.7822919286161,0.05591333618845509,1
L3,4.5,60,45,0,-1,0,0.9539043081858989,965.2116991704497,0.055270850120219386,1
L3,4.5,60,46,0,-1,0,0.8057759333976962,996.3271257298059,0.062341403864023814,1
L3,4.5,60,47,1,1251,1,0.999999,952.8842333341468,0.0548485987964449,2
L3,4.5,60,48,0,-1,0,0.999999,977.9173008101942,0.05496662258347844,1
L3,4.5,60,49,1,281,1,0.9997660298815462,997.7110050109795,0.05464126348839775,1
L3,4.5,60,50,0,-1,0,0.999999,1000.8434689616101,0.05469681823883189,1
L3,4.5,60,51,0,-1,0,0.999999,953.8184486293674,0.05466105955684487,1
L3,4.5,60,52,0,-1,0,0.9004182800371013,1011.9162672932007,0.057677689951022404,1
L3,4.5,60,53,1,429,3,0.8274958827457768,1000.5904920585748,0.05639035556785799,1
L3,4.5,60,54,1,2202,3,0.999281209305897,995.2156852758956,0.05465459782892936,1
L3,4.5,60,55,0,-1,0,0.9962191738918499,977.200015420738,0.05502618606676883,1
L3,4.5,60,56,1,269,2,-0.9955412849329907,0.0,0.054666468274126113,0
L3,4.5,60,57,0,-1,0,0.999999,1007.3124668644616,0.0546511551041206,1
L3,4.5,60,58,0,-1,0,0.9527375045771574,999.8722469724335,0.05503731497587393,1
L3,4.5,60,59,1,276,1,0.9565068335824403,978.8992400071165,0.05552666569422381,1
L3,4.5,60,60,0,-1,0,0.999999,966.9737945485721,0.05467119550451196,1
L3,4.5,60,61,1,263,1,0.26851193389909633,734.1196744781853,0.11625306769777001,2
L3,4.5,60,62,1,8025,3,0.8824315830922994,1001.7088367934317,0.05571360011781871,2
L3,4.5,60,63,1,266,1,0.9957906952583429,1007.7739197698206,0.05473971326126366,1
L3,4.5,60,64,1,293,1,0.999999,984.4637471686153,0.05486792589095314,1
L3,4.5,60,65,1,269,1,0.8387652195153676,948.118172367442,0.06462135160791903,2
L3,4.5,60,66,0,-1,0,-0.42096414619523725,850.4108615465987,0.8038009439160974,1
L3,4.5,60,67,1,267,1,0.9956244560551322,1006.7525895998858,0.054689945831162906,1
L3,4.5,60,68,1,576,1,0.9947892983477113,1000.0255746726585,0.054912420265575204,2
L3,4.5,60,69,1,290,1,0.9328603375275953,993.0900244793751,0.055756127741998916,1
L3,4.5,60,70,0,-1,0,0.9822606098926452,967.2204585083371,0.054786512486367234,1
L3,4.5,60,71,1,15578,1,-0.2758494298027796,0.0,0.22622378564843187,1
L3,4.5,60,72,0,-1,0,0.9952639470310425,1019.8813533455599,0.05507446367869438,1
L3,4.5,60,73,1,292,1,0.9995743605228675,1004.9880668800865,0.05468476292695699,1
L3,4.5,60,74,0,-1,0,0.9965687823573394,994.0846623930211,0.054866041657232176,1
L3,4.5,60,75,0,-1,0,0.999999,957.3297624544767,0.0547386623575821,1
L3,4.5,60,76,0,-1,0,0.9933586470321402,984.628747284762,0.054738387794263585,1
L3,4.5,60,77,1,268,1,0.999999,980.6193360762442,0.0547351011505697,1
L3,4.5,60,78,0,-1,0,0.9922607611043417,1002.1312231285684,0.056837590302868606,1
L3,4.5,60,79,0,-1,0,0.9993659920151122,986.1790110601297,0.054640075080504245,1
L3,4.5,60,80,0,-1,0,0.9484628540868427,1022.5113525205153,0.05535087329042278,1
L3,4.5,60,81,1,378,1,0.9959582766490835,994.9991403482725,0.05464340420932942,2
L3,4.5,60,82,1,1080,1,0.9988960845560424,1008.6170565503936,0.05484421322207377,1
L3,4.5,60,83,1,280,1,0.7568397233475396,986.5816786560121,0.061635609921745826,1
L3,4.5,60,84,0,-1,0,0.9809720466887154,1018.6871291033077,0.05495575477774089,1
L3,4.5,60,85,0,-1,0,0.9841056511736821,995.4371048675413,0.054813164537997075,1
L3,4.5,60,86,0,-1,0,0.999999,982.2544768040794,0.05471798830502226,1
L3,4.5,60,87,0,-1,0,0.9979125395009214,950.2105661043192,0.05469550265999121,1
L3,4.5,60,88,0,-1,0,0.9998862812802765,988.5137024628352,0.0549061040284555,1
L3,4.5,60,89,1,301,1,0.7571293919773542,980.1226775714258,0.059709239091040416,1
L3,4.5,60,90,0,-1,0,0.999999,988.722108353759,0.05471695612338182,1
L3,4.5,60,91,1,270,1,0.9843583602197155,1001.0468863785175,0.05495445201873879,1
L3,4.5,60,92,1,7015,1,0.9991667892207138,1000.8598667399044,0.054630791938011646,2
L3,4.5,60,93,0,-1,0,0.9993422399579674,990.2094277117227,0.054659565986938365,1
L3,4.5,60,94,1,406,2,0.999999,992.4119602986192,0.0552161224309508,1
L3,4.5,60,95,0,-1,0,0.869418519685125,983.8470014621745,0.05783434687503846,1
L3,4.5,60,96,1,490,1,0.9973368509324252,1000.5908828472743,0.054700693752410136,1
L3,4.5,60,97,1,18873,1,-0.967878194240114,0.0,0.05549683431741393,1
L3,4.5,60,98,0,-1,0,0.8748118995185212,1011.5993024748052,0.060167108995197525,1
L3,4.5,60,99,0,-1,0,0.999999,968.2364272911735,0.05479483804717436,1
L3,4.5,70,0,1,285,3,0.999157774938178,1436.3122929897493,0.05467375053715897,1
L3,4.5,70,1,0,-1,0,0.999999,1428.7247989272666,0.05493201122702376,1
L3,4.5,70,2,1,436,1,0.9992138089994994,1423.9010271100558,0.05473274744650063,2
L3,4.5,70,3,0,-1,0,0.6329335325270893,1427.0402554722607,0.06257514778475047,1
L3,4.5,70,4,1,581,1,0.9629926361859268,1421.524189992277,0.055797156115915,1
L3,4.5,70,5,0,-1,0,0.999999,1394.735473943196,0.05463844995805176,1
L3,4.5,70,6,0,-1,0,0.9573608032673938,1433.6704217555748,0.05634806992728342,1
L3,4.5,70,7,0,-1,0,0.9990005011347927,1428.3398117765544,0.05481419878461683,1
L3,4.5,70,8,1,289,1,0.9827277791520411,1354.1981047098466,0.05535285080578791,1
L3,4.5,70,9,0,-1,0,0.999999,1388.037803996959,0.054765653800761774,1
L3,4.5,70,10,0,-1,0,0.999999,1421.0954279619775,0.0546439507912914,1
L3,4.5,70,11,0,-1,0,0.9753592513459018,1432.1902011682753,0.05480671868164533,1
L3,4.5,70,12,0,-1,0,0.9582527095513861,1403.5014479100944,0.05689729941193305,1
L3,4.5,70,13,0,-1,0,0.9904977934662516,1415.4075923763633,0.054856326268822746,1
L3,4.5,70,14,1,3661,3,0.9882767790857847,1419.4573517223346,0.054807855835068704,2
L3,4.5,70,15,0,-1,0,0.999999,1416.644841205926,0.054638494914402015,1
L3,4.5,70,16,0,-1,0,0.7598743837808779,1428.250695649274,0.059510010126836294,1
L3,4.5,70,17,1,288,1,0.9953016852641213,1352.154829079648,0.054810444124153396,1
L3,4.5,70,18,1,14380,1,0.9991444713946492,1329.406312603807,0.05466014450982071,1
L3,4.5,70,19,1,460,1,0.999999,1382.3254309176205,0.05467660829187806,2
L3,4.5,70,20,1,286,1,0.9673670063290754,1426.7942621596728,0.05558599930424491,1
L3,4.5,70,21,1,278,1,0.9956946814074759,1290.0699536759976,0.05565434658395245,2
L3,4.5,70,22,0,-1,0,0.9573353996653597,1419.013208685682,0.055474116719325665,1
L3,4.5,70,23,0,-1,0,0.9877237417583525,1389.0856215354247,0.05518572444599971,1
L3,4.5,70,24,1,374,3,0.9975575514318147,1395.4289257178384,0.05464212174543523,1
L3,4.5,70,25,1,288,3,0.999999,1367.5566426911635,0.05468430005795269,1
L3,4.5,70,26,1,271,3,-0.999999,0.0,0.054872596760379484,0
L3,4.5,70,27,0,-1,0,0.9980509974136081,1412.7014664431972,0.05467772633531011,1
L3,4.5,70,28,1,315,1,0.9988497014939522,764.665203606751,0.05463430611253221,1
L3,4.5,70,29,1,265,1,0.999999,1427.6570382946686,0.05562735449582905,1
L3,4.5,70,30,0,-1,0,0.9995998884822755,1435.2860492555315,0.05464080134503049,1
L3,4.5,70,31,0,-1,0,0.8549239107027583,1381.9687217077153,0.06114839794475568,1
L3,4.5,70,32,0,-1,0,0.7207270714483418,1410.6458100409309,0.059351081270016585,1
L3,4.5,70,33,1,275,1,0.6969691312678447,1408.0213970424948,0.059913101800610095,1
L3,4.5,70,34,0,-1,0,0.999336772853083,1424.2780032738176,0.054968435566721784,1
L3,4.5,70,35,0,-1,0,0.9993486634594624,1422.298547490222,0.054636715624487166,1
L3,4.5,70,36,0,-1,0,0.9960890551893719,1435.0904244406422,0.054851569947939736,1
L3,4.5,70,37,1,463,1,0.9965056488884105,1425.0028908367542,0.05467308326901676,1
L3,4.5,70,38,1,430,1,0.999999,1410.557598854694,0.05490297512256495,2
L3,4.5,70,39,0,-1,0,0.9989627826820461,1410.1356575033312,0.054692010669899836,1
L3,4.5,70,40,1,280,1,0.9976694605514691,1403.320866753779,0.054872931347348636,1
L3,4.5,70,41,0,-1,0,0.9986151142815103,1397.6178035033804,0.054667616314809986,1
L3,4.5,70,42,0,-1,0,0.999999,1402.7696335022324,0.05467959784969925,1
L3,4.5,70,43,0,-1,0,0.9992598942438604,1407.355055817251,0.05485786829380086,1
L3,4.5,70,44,0,-1,0,0.999999,1420.4642096322702,0.05510922964412541,1
L3,4.5,70,45,1,287,3,0.994122716655057,1397.260988775208,0.054744974361469745,1
L3,4.5,70,46,1,436,1,-0.9715617536495874,0.0,0.05509837141556158,2
L3,4.5,70,47,0,-1,0,0.999999,1421.817772568201,0.05512357117124474,1
L3,4.5,70,48,0,-1,0,0.9782882575939118,1418.7085256462358,0.05491322979418672,1
L3,4.5,70,49,0,-1,0,0.8088387905031562,1382.8807705496588,0.057612812223303056,1
L3,4.5,70,50,1,381,1,0.9927098640535298,1415.2996958188003,0.05468500907607101,2
L3,4.5,70,51,0,-1,0,0.999999,1399.32496557818,0.05464407099687515,1
L3,4.5,70,52,1,279,1,0.9772538789503484,1244.2548888057865,0.055362491276300496,1
L3,4.5,70,53,1,541,1,0.9819564345919292,1230.9307335238918,0.05544972419108943,3
L3,4.5,70,54,0,-1,0,0.9953008104727913,1415.5247353231773,0.05468954398510219,1
L3,4.5,70,55,1,280,1,0.999999,1380.0024726798583,0.0546878368507266,1
L3,4.5,70,56,0,-1,0,0.9998332811342139,1407.7902403412293,0.05464447161730032,1
L3,4.5,70,57,1,303,1,-0.8660266508006984,0.0,0.056705425093524074,1
L3,4.5,70,58,0,-1,0,0.9990413987227496,1436.6335234723203,0.054759593123749874,1
L3,4.5,70,59,1,379,3,0.969050190663652,1421.557584720676,0.05518580638540031,1
L3,4.5,70,60,1,313,1,-0.9944930119222358,0.0,0.05523987075388564,0
L3,4.5,70,61,0,-1,0,0.999999,1422.1788090603775,0.054635744326023965,1
L3,4.5,70,62,0,-1,0,0.9780172131011081,1355.9888216635777,0.05495797423295332,1
L3,4.5,70,63,1,508,1,0.9841545616056477,1361.3976679764667,0.0547325203787339,2
L3,4.5,70,64,1,283,1,0.9991337168446549,1411.9887151598539,0.05468947468906498,1
L3,4.5,70,65,0,-1,0,0.9977639134652088,1411.4632413110974,0.05471126434406198,1
L3,4.5,70,66,0,-1,0,0.999999,1414.3766723600584,0.054758518889849075,1
L3,4.5,70,67,0,-1,0,0.9872128200172727,1406.2599336670824,0.05466503918076839,1
L3,4.5,70,68,1,288,1,0.9990574496241239,1416.288147211131,0.054641266643823315,1
L3,4.5,70,69,0,-1,0,0.9856503074306466,1418.942939477607,0.054872946273795756,1
L3,4.5,70,70,1,312,1,0.9989397007879683,1408.9281277529435,0.054647851024946285,1
L3,4.5,70,71,1,319,1,0.9982312594101006,1427.712850765762,0.05476074936362724,1
L3,4.5,70,72,0,-1,0,0.999999,1427.6850572223134,0.054774368341064326,1
L3,4.5,70,73,0,-1,0,0.9990890948305243,1407.0046876573217,0.05469699439892855,1
L3,4.5,70,74,1,274,1,0.999999,1349.266612963648,0.05481008883584711,1
L3,4.5,70,75,1,278,1,-0.970879415310468,0.0,0.05543614688377195,1
L3,4.5,70,76,1,289,1,0.9700493986351988,1379.4160621620758,0.05516152432652422,1
L3,4.5,70,77,0,-1,0,0.9991139217431845,1417.8480185297167,0.05464072500117626,1
L3,4.5,70,78,1,294,1,0.9953654851235059,1427.9427741321979,0.054643081175780824,1
L3,4.5,70,79,1,327,1,0.999999,1325.3715244865284,0.054684612782187815,1
L3,4.5,70,80,0,-1,0,0.9761522760476791,1397.6808913639627,0.05487848494670942,1
L3,4.5,70,81,0,-1,0,0.9989911944722741,1351.7857341797649,0.05476344340086963,1
L3,4.5,70,82,1,284,1,0.999999,1398.5481977459522,0.054644736423542464,1
L3,4.5,70,83,0,-1,0,0.999999,1404.0469725095206,0.05658423620863353,1
L3,4.5,70,84,1,2098,1,0.9996138921744255,1429.9413260307824,0.0546483375841622,1
L3,4.5,70,85,0,-1,0,0.9991697274095371,1419.2071573785558,0.05498951783913187,1
L3,4.5,70,86,1,282,1,0.980401088056106,1418.4874178453604,0.056658465888029814,1
L3,4.5,70,87,1,334,1,0.999999,1423.1895566752403,0.054840627513678276,1
L3,4.5,70,88,0,-1,0,0.9708352895025232,1428.6716893419944,0.05497633540240691,1
L3,4.5,70,89,0,-1,0,0.9957382262620541,1416.0514974482303,0.054846122696245135,1
L3,4.5,70,90,0,-1,0,0.9814383521614622,1400.8537726125942,0.05496917246386863,1
L3,4.5,70,91,0,-1,0,0.884026620100226,1445.0598333270445,0.056629006745361636,1
L3,4.5,70,92,0,-1,0,0.9799192935443141,1439.244004201762,0.05495983862107245,1
L3,4.5,70,93,0,-1,0,0.9966920912897813,1330.3876441546122,0.054866770855222326,1
L3,4.5,70,94,0,-1,0,0.9545362979427783,1392.8545938571435,0.05585813297064869,1
L3,4.5,70,95,0,-1,0,0.9727393052009895,1365.9298532161931,0.05489999079333827,1
L3,4.5,70,96,0,-1,0,0.999999,1431.6073020996096,0.0547702911481485,1
L3,4.5,70,97,0,-1,0,0.9999168372389518,1432.4173597519036,0.05489418991300418,1
L3,4.5,70,98,0,-1,0,0.9899758288732813,1391.9051221926331,0.05483685058435111,1
L3,4.5,70,99,0,-1,0,0.999999,1420.8431086610601,0.05538943404004869,1
L3,4.5,80,0,0,-1,0,0.9479819984975839,1847.0207559941005,0.057716281020303954,1
L3,4.5,80,1,0,-1,0,0.9965473846318589,1803.6856633186744,0.054800139630431406,1
L3,4.5,80,2,1,271,1,0.9992327926161948,1860.3894111736156,0.05462944625730772,1
L3,4.5,80,3,0,-1,0,0.9991799993389909,1851.3937799706152,0.05482679284813148,1
L3,4.5,80,4,0,-1,0,0.9773129583330212,1858.6279862845936,0.05472335138399848,1
L3,4.5,80,5,0,-1,0,0.999999,1813.502980032267,0.05505615019919205,1
