schedule,mult,seed_idx,collapsed,collapse_step,collapse_J,collapse_type,final_m,final_wealth
exponential,65,75,0,-1,,0,0.9995044865218559,1716.3309431796588
exponential,65,76,0,-1,,0,0.6134620368085303,1716.9969050895154
exponential,65,77,0,-1,,0,0.9636239664505202,1706.2045194883653
exponential,65,78,0,-1,,0,0.9943095344934999,1727.340044133248
exponential,65,79,0,-1,,0,0.9476815708509067,1740.3909076920572
exponential,65,80,0,-1,,0,0.999949075346291,1731.6922295235481
exponential,65,81,0,-1,,0,0.9128613960673708,1708.6577353629866
exponential,65,82,0,-1,,0,0.9988529771247219,1728.6779448299171
exponential,65,83,0,-1,,0,0.9920651394382005,1726.515416018805
exponential,65,84,0,-1,,0,0.8863586616171043,1724.4834561968185
exponential,65,85,0,-1,,0,0.999999,1720.4438085312354
exponential,65,86,0,-1,,0,0.9944976567810387,1722.272908068641
exponential,65,87,0,-1,,0,0.999999,1717.9456632266715
exponential,65,88,0,-1,,0,0.8707612415126582,1733.3395373972808
exponential,65,89,0,-1,,0,0.999999,1726.2167624653005
exponential,65,90,0,-1,,0,0.999999,1723.0463529547937
exponential,65,91,0,-1,,0,0.999999,1728.7438510241848
exponential,65,92,0,-1,,0,0.9986843433654056,1702.5326672203728
exponential,65,93,0,-1,,0,0.999999,1734.3005062400573
exponential,65,94,0,-1,,0,0.999273195872665,1711.4342002751566
exponential,65,95,0,-1,,0,0.9998777445936096,1724.631273115049
exponential,65,96,0,-1,,0,0.9990198768882088,1732.5220936417568
exponential,65,97,0,-1,,0,0.9930707365469629,1737.309498118586
exponential,65,98,0,-1,,0,0.9955026558011141,1734.7648076525995
exponential,65,99,0,-1,,0,0.999999,1730.0151994425346
exponential,70,0,0,-1,,0,0.9997487713113922,1979.1320423180173
exponential,70,1,0,-1,,0,0.9998407884944778,1957.8372298098336
exponential,70,2,0,-1,,0,0.9958515481766115,1975.5526788565173
exponential,70,3,0,-1,,0,0.999999,1981.4480286799453
exponential,70,4,0,-1,,0,0.999999,1959.1382189194323
exponential,70,5,0,-1,,0,0.9414538934705774,1975.0342370681612
exponential,70,6,0,-1,,0,0.999999,1985.3546570383073
exponential,70,7,0,-1,,0,0.999999,1982.5321681045466
exponential,70,8,0,-1,,0,0.999999,1980.4310511471224
exponential,70,9,0,-1,,0,0.999999,1968.6747534355995
exponential,70,10,0,-1,,0,0.999999,1968.326252687648
exponential,70,11,0,-1,,0,0.9996549521987119,1957.7184621490403
exponential,70,12,0,-1,,0,0.9993018048768371,1954.124317913847
exponential,70,13,0,-1,,0,0.999999,1974.312038060958
exponential,70,14,0,-1,,0,0.9998272174752532,1973.926948803079
exponential,70,15,0,-1,,0,0.9999505469829302,1984.953769398175
exponential,70,16,0,-1,,0,0.7903323484607995,1969.8958348451254
exponential,70,17,0,-1,,0,0.9871582376850329,1982.4617743648837
exponential,70,18,0,-1,,0,0.9938915028590316,1943.6738167357953
exponential,70,19,0,-1,,0,0.999999,1962.8780930409177
exponential,70,20,0,-1,,0,0.9998154063311059,1974.0262016639504
exponential,70,21,0,-1,,0,0.9986161045431583,1976.6554899017801
exponential,70,22,0,-1,,0,0.9994413043405496,1978.8764070719071
exponential,70,23,0,-1,,0,0.9998648786474139,1972.5520490205815
exponential,70,24,0,-1,,0,0.999999,1964.4964876287981
exponential,70,25,0,-1,,0,0.9998522079372912,1978.4119911686298
exponential,70,26,0,-1,,0,0.9999500769402183,1986.9230653049963
exponential,70,27,0,-1,,0,0.999999,1983.6735819838823
exponential,70,28,0,-1,,0,0.999999,1988.3837070527684
exponential,70,29,0,-1,,0,0.999999,1968.8898790219732
exponential,70,30,0,-1,,0,0.999999,1975.3681966651677
exponential,70,31,0,-1,,0,0.8635692990601006,1976.204290811118
exponential,70,32,0,-1,,0,0.999999,1956.1552064728398
exponential,70,33,0,-1,,0,0.9997590338270681,1967.464171343702
exponential,70,34,0,-1,,0,0.9942432807859294,1968.1778529721425
exponential,70,35,0,-1,,0,0.9985377032259937,1980.23386373365
exponential,70,36,0,-1,,0,0.9999881664259375,1980.003440983065
exponential,70,37,0,-1,,0,0.999999,1938.5732973172599
exponential,70,38,0,-1,,0,0.999999,1978.6269289039012
exponential,70,39,0,-1,,0,0.999999,1983.6625846896115
exponential,70,40,0,-1,,0,0.9975367293840397,1956.8057732892535
exponential,70,41,0,-1,,0,0.999999,1969.3941209296552
exponential,70,42,0,-1,,0,0.999999,1984.6970542307677
exponential,70,43,0,-1,,0,0.999999,1987.0265831197514
exponential,70,44,0,-1,,0,0.999999,1976.3508370070692
exponential,70,45,0,-1,,0,0.999999,1978.8633008568065
exponential,70,46,0,-1,,0,0.9998175226987517,1980.3157873199193
exponential,70,47,0,-1,,0,0.9997920849410692,1982.3349117997384
exponential,70,48,0,-1,,0,0.999400154237206,1976.5697574329413
exponential,70,49,0,-1,,0,0.9951067215714586,1964.835843778598
exponential,70,50,0,-1,,0,0.9988450673598676,1974.8369491605863
exponential,70,51,0,-1,,0,0.9205907576650755,1974.5727781953676
exponential,70,52,0,-1,,0,0.9999738324216382,1978.7699103064729
exponential,70,53,0,-1,,0,0.4020044037517027,1914.6939490183925
exponential,70,54,0,-1,,0,0.999999,1976.5010872538023
exponential,70,55,0,-1,,0,0.999999,1960.619110648762
exponential,70,56,0,-1,,0,0.999999,1978.2674558372926
exponential,70,57,0,-1,,0,0.9949001189830264,1984.2151082720454
exponential,70,58,0,-1,,0,0.9995644256796382,1983.15736062806
exponential,70,59,0,-1,,0,0.9999187995360327,1950.988271357176
exponential,70,60,0,-1,,0,0.9999867263138404,1944.6623805813456
exponential,70,61,0,-1,,0,0.9673334331892857,1980.6896367823356
exponential,70,62,0,-1,,0,0.999999,1988.4850408947223
exponential,70,63,0,-1,,0,0.999999,1967.5813969102917
exponential,70,64,0,-1,,0,0.9918081071698377,1952.1493702870714
exponential,70,65,0,-1,,0,0.9640546005797088,1981.865968014551
exponential,70,66,0,-1,,0,0.9994416296596463,1969.9077268388605
exponential,70,67,0,-1,,0,0.999999,1974.2931064689562
exponential,70,68,0,-1,,0,0.8694756077215193,1968.1684633687057
exponential,70,69,0,-1,,0,0.999999,1929.800444410518
exponential,70,70,0,-1,,0,0.999999,1975.0545393770499
exponential,70,71,0,-1,,0,0.9464062974038567,1969.4396760598274
exponential,70,72,0,-1,,0,0.9998694721056818,1982.6458529239223
exponential,70,73,0,-1,,0,0.8945760588691059,1980.8464668884922
exponential,70,74,0,-1,,0,0.999882604003262,1965.8507049360912
exponential,70,75,0,-1,,0,0.9998396635695017,1986.1075238001213
exponential,70,76,0,-1,,0,0.9535830677715599,1976.1121611988265
exponential,70,77,0,-1,,0,0.999999,1977.4519494961846
exponential,70,78,0,-1,,0,0.9999309574959296,1976.7208961922888
exponential,70,79,0,-1,,0,0.999999,1988.312999736372
exponential,70,80,0,-1,,0,0.9997738382359511,1972.3440355809626
exponential,70,81,0,-1,,0,0.9995015185205892,1979.7035811155772
exponential,70,82,0,-1,,0,0.999999,1961.6004694942958
exponential,70,83,0,-1,,0,0.999999,1926.7416835714334
exponential,70,84,0,-1,,0,0.9997969523071671,1968.346342892188
exponential,70,85,0,-1,,0,0.992258973643041,1969.2650969835513
exponential,70,86,0,-1,,0,0.9999653632662833,1974.2594969889662
exponential,70,87,0,-1,,0,0.9986503412273832,1988.8433775286665
exponential,70,88,0,-1,,0,0.37382006065505796,1965.8418756385497
exponential,70,89,0,-1,,0,0.999999,1975.0926806897733
exponential,70,90,0,-1,,0,0.999999,1970.307052567694
exponential,70,91,0,-1,,0,0.9968128789143108,1980.4510760250294
exponential,70,92,0,-1,,0,0.9120480823313416,1957.9329136016966
exponential,70,93,0,-1,,0,0.997362853432462,1975.9773142435786
exponential,70,94,0,-1,,0,0.999999,1938.0445762165273
exponential,70,95,0,-1,,0,0.9994209628268814,1963.1920937116508
exponential,70,96,0,-1,,0,0.9738796220961876,1960.359675606046
exponential,70,97,0,-1,,0,0.9988228166549841,1972.9369784022479
exponential,70,98,0,-1,,0,0.999999,1968.0594810735645
exponential,70,99,0,-1,,0,0.8123181515692571,1950.1241869801604
exponential,75,0,0,-1,,0,0.999999,2207.5099378851614
exponential,75,1,0,-1,,0,0.999999,2215.339817817003
exponential,75,2,0,-1,,0,0.9563808238009627,2195.149160607563
exponential,75,3,0,-1,,0,0.999999,2217.297901760673
exponential,75,4,0,-1,,0,0.999999,2205.691965083046
exponential,75,5,0,-1,,0,0.999999,2217.9938120286147
exponential,75,6,0,-1,,0,0.999999,2232.690105401949
exponential,75,7,0,-1,,0,0.9953575713141889,2237.852234651733
exponential,75,8,0,-1,,0,0.9976358270200598,2176.485889574156
exponential,75,9,0,-1,,0,0.9999690218365163,2224.935735221038
exponential,75,10,0,-1,,0,0.9994508459509502,2226.112563282338
exponential,75,11,0,-1,,0,0.9948560494914477,2224.7776516295044
exponential,75,12,0,-1,,0,0.8485445075006313,2236.5397702359546
exponential,75,13,0,-1,,0,0.9992581826746817,2228.01022061327
exponential,75,14,0,-1,,0,0.9998535287592817,2225.522935564647
exponential,75,15,0,-1,,0,0.9672732350123421,2221.263672740988
exponential,75,16,0,-1,,0,0.9998857614669,2177.7124773175524
exponential,75,17,0,-1,,0,0.9996824283321548,2207.0041917911085
exponential,75,18,0,-1,,0,0.9550574629759693,2228.9456926488806
exponential,75,19,0,-1,,0,0.999999,2211.940061075732
exponential,75,20,0,-1,,0,0.9683112043351805,2214.413627160249
exponential,75,21,0,-1,,0,0.999999,2217.070214980362
exponential,75,22,0,-1,,0,0.999999,2210.7853105554914
exponential,75,23,0,-1,,0,0.9998243832427177,2210.146112401415
exponential,75,24,0,-1,,0,0.9961103718375968,2223.0062367166583
exponential,75,25,0,-1,,0,0.999999,2238.8109815714706
exponential,75,26,0,-1,,0,0.995782352470936,2236.4077672300914
exponential,75,27,0,-1,,0,0.9999802076069033,2224.79430259964
exponential,75,28,0,-1,,0,0.9998329400830773,2228.259858594108
exponential,75,29,0,-1,,0,0.9999837901130815,2240.086226798771
exponential,75,30,0,-1,,0,0.9998507546586103,2206.869518064414
exponential,75,31,0,-1,,0,0.999393035903375,2236.2796552568457
exponential,75,32,0,-1,,0,0.9987406387190592,2235.3701854840683
exponential,75,33,0,-1,,0,0.999999,2228.803941047225
exponential,75,34,0,-1,,0,0.9998131783092481,2191.44644770991
exponential,75,35,0,-1,,0,0.9998641372511985,2195.6914043712436
exponential,75,36,0,-1,,0,0.9614536573091439,2215.3559064671044
exponential,75,37,0,-1,,0,0.8830574792463918,2213.6390112857184
exponential,75,38,0,-1,,0,0.9982069157185663,2215.661586738041
exponential,75,39,0,-1,,0,0.9970048551559184,2230.745888868767
exponential,75,40,0,-1,,0,0.9605451596356313,2242.1971664125267
exponential,75,41,0,-1,,0,0.996216034829924,2219.899841675539
exponential,75,42,0,-1,,0,0.9981627484985205,2233.122149267292
exponential,75,43,0,-1,,0,0.983916760519232,2197.988748635282
exponential,75,44,0,-1,,0,0.999999,2223.9170057905467
exponential,75,45,0,-1,,0,0.999949972311163,2222.7493959951926
exponential,75,46,0,-1,,0,0.999999,2232.2454091169993
exponential,75,47,0,-1,,0,0.999999,2236.2596353384206
exponential,75,48,0,-1,,0,0.999999,2214.6241966129764
exponential,75,49,0,-1,,0,0.999999,2234.4265708261496
exponential,75,50,0,-1,,0,0.9356621163167702,2183.1184017121127
exponential,75,51,0,-1,,0,0.9998550336482042,2224.882364607294
exponential,75,52,0,-1,,0,0.999999,2229.638729403397
exponential,75,53,0,-1,,0,0.9999405071234891,2225.972835541132
exponential,75,54,0,-1,,0,0.999999,2221.4467528188225
exponential,75,55,0,-1,,0,0.9994686208920582,2232.26122662078
exponential,75,56,0,-1,,0,0.999999,2205.350250421349
exponential,75,57,0,-1,,0,0.9998154971287616,2215.74846680914
exponential,75,58,0,-1,,0,0.999999,2236.3075707943576
exponential,75,59,0,-1,,0,0.999999,2217.230101801112
exponential,75,60,0,-1,,0,0.99984687272243,2217.437204606952
exponential,75,61,0,-1,,0,0.9988015638513205,2237.5188323320713
exponential,75,62,0,-1,,0,0.9579368582277118,2236.198627478827
exponential,75,63,0,-1,,0,0.999516438223739,2225.953485048724
exponential,75,64,0,-1,,0,0.999999,2237.2758996104676
exponential,75,65,0,-1,,0,0.9998387317584995,2224.3005298828466
exponential,75,66,0,-1,,0,0.9999078631615209,2227.0586933367535
exponential,75,67,0,-1,,0,0.9982147867129647,2225.2290094998284
exponential,75,68,0,-1,,0,0.999999,2203.1011797889387
exponential,75,69,0,-1,,0,0.999999,2236.3524292951247
exponential,75,70,0,-1,,0,0.9924736409737585,2227.754058742052
exponential,75,71,0,-1,,0,0.9999114504162911,2217.5408291458707
exponential,75,72,0,-1,,0,0.9959062862914763,2205.6835545310805
exponential,75,73,0,-1,,0,0.8022333751447744,2211.5874283948256
exponential,75,74,0,-1,,0,0.999999,2237.0541401448822
exponential,75,75,0,-1,,0,0.9999776713662395,2222.053288733155
exponential,75,76,0,-1,,0,0.999999,2234.340374710978
exponential,75,77,0,-1,,0,0.999999,2219.245850191704
exponential,75,78,0,-1,,0,0.9998320242783886,2225.702614719072
exponential,75,79,0,-1,,0,0.999999,2221.741909026914
exponential,75,80,0,-1,,0,0.999999,2224.1645674259626
exponential,75,81,0,-1,,0,0.999999,2223.0056077834897
exponential,75,82,0,-1,,0,0.9920925397027951,2211.769718951652
exponential,75,83,0,-1,,0,0.9999360451110737,2185.7835914873062
exponential,75,84,0,-1,,0,0.999999,2227.6898814953347
exponential,75,85,0,-1,,0,0.9986353802683209,2229.7215257922876
exponential,75,86,0,-1,,0,0.9996059281831337,2229.6755125198038
exponential,75,87,0,-1,,0,0.9966172257715872,2232.3641409836882
exponential,75,88,0,-1,,0,0.9999035686962905,2234.3637494356326
exponential,75,89,0,-1,,0,0.99993116965214,2232.9467554165963
exponential,75,90,0,-1,,0,0.9978466072230082,2217.9847119944848
exponential,75,91,0,-1,,0,0.9989626628104189,2212.733119371592
exponential,75,92,0,-1,,0,0.9589723567310572,2229.6102421002247
exponential,75,93,0,-1,,0,0.999999,2210.088914924678
exponential,75,94,0,-1,,0,0.9597110556843026,2221.718189854936
exponential,75,95,0,-1,,0,0.999999,2213.8149852938986
exponential,75,96,0,-1,,0,0.999999,2226.7398916586485
exponential,75,97,0,-1,,0,0.9985233021363924,2218.158579399542
exponential,75,98,0,-1,,0,0.9945173156226472,2209.3325362425035
exponential,75,99,0,-1,,0,0.9997928257943107,2213.558253143705
exponential,80,0,0,-1,,0,0.999999,2475.7088088697237
exponential,80,1,0,-1,,0,0.9998973411993816,2481.597815508814
exponential,80,2,0,-1,,0,0.9923459993848383,2485.0099237843283
exponential,80,3,0,-1,,0,0.9722790065819601,2473.311479420037
exponential,80,4,0,-1,,0,0.999999,2488.7644853217225
exponential,80,5,0,-1,,0,0.999999,2436.766899329256
exponential,80,6,0,-1,,0,0.9997810408412272,2451.9176877293326
exponential,80,7,0,-1,,0,0.999999,2460.926673105711
exponential,80,8,0,-1,,0,0.999999,2474.315089747114
exponential,80,9,0,-1,,0,0.999999,2483.1782172333337
exponential,80,10,0,-1,,0,0.9993584581733406,2488.389802755456
exponential,80,11,0,-1,,0,0.999999,2467.0863767702726
exponential,80,12,0,-1,,0,0.9905295973129171,2454.1856791223395
exponential,80,13,0,-1,,0,0.8282191431493784,2477.7634485752865
exponential,80,14,0,-1,,0,0.9990936085614591,2454.549340220817
exponential,80,15,0,-1,,0,0.9999197890955005,2456.980809990948
exponential,80,16,0,-1,,0,0.999999,2477.5663828305837
exponential,80,17,0,-1,,0,0.999999,2471.96663125107
exponential,80,18,0,-1,,0,0.9948593133527222,2431.606183336199
exponential,80,19,0,-1,,0,0.9974201858490925,2462.7834926920555
exponential,80,20,0,-1,,0,0.999999,2444.1759500945846
exponential,80,21,0,-1,,0,0.9955931487619275,2485.720702475101
exponential,80,22,0,-1,,0,0.9809710367829674,2471.3931915775265
exponential,80,23,0,-1,,0,0.9998722292397202,2453.2238840856576
exponential,80,24,0,-1,,0,0.999999,2480.94512070085
exponential,80,25,0,-1,,0,0.999999,2476.389840954781
exponential,80,26,0,-1,,0,0.9999631175018232,2481.5322541752817
exponential,80,27,0,-1,,0,0.999999,2463.741917948074
exponential,80,28,0,-1,,0,0.999999,2465.8405126629877
exponential,80,29,0,-1,,0,0.999999,2472.5725385873
exponential,80,30,0,-1,,0,0.999999,2469.472586416291
exponential,80,31,0,-1,,0,0.9998563146537544,2473.899690079339
exponential,80,32,0,-1,,0,0.9900618701202923,2449.6293663465494
exponential,80,33,0,-1,,0,0.999999,2479.8246968262256
exponential,80,34,0,-1,,0,0.9690864177326103,2473.2653385387084
exponential,80,35,0,-1,,0,0.9997933259177402,2483.8407612819024
exponential,80,36,0,-1,,0,0.9997977067957262,2478.675887428978
exponential,80,37,0,-1,,0,0.9998325306825379,2471.959707101545
exponential,80,38,0,-1,,0,0.999999,2463.6504200375084
exponential,80,39,0,-1,,0,0.4492965189898197,2432.4654300624943
exponential,80,40,0,-1,,0,0.999999,2476.2550376506856
exponential,80,41,0,-1,,0,0.9999058584694266,2475.306008046725
exponential,80,42,0,-1,,0,0.9999464557053495,2478.5773431883495
exponential,80,43,0,-1,,0,0.9998838101972164,2467.5125527298205
exponential,80,44,0,-1,,0,0.999999,2475.0404430626936
exponential,80,45,0,-1,,0,0.9998880148185554,2469.378183188191
exponential,80,46,0,-1,,0,0.999999,2482.1178196332658
exponential,80,47,0,-1,,0,0.999999,2462.460506643697
exponential,80,48,0,-1,,0,0.999999,2446.502865400799
exponential,80,49,0,-1,,0,0.18081646304003968,2466.21170574728
exponential,80,50,0,-1,,0,0.9263117110587142,2445.3951104841344
exponential,80,51,0,-1,,0,0.9941945287767063,2472.0909531941757
exponential,80,52,0,-1,,0,0.9657619642056041,2469.22413239203
exponential,80,53,0,-1,,0,0.9997695341904138,2479.176226677465
exponential,80,54,0,-1,,0,0.9999396461868642,2486.5165499829623
exponential,80,55,0,-1,,0,0.999999,2459.639183107955
exponential,80,56,0,-1,,0,0.999999,2480.3633072572648
exponential,80,57,0,-1,,0,0.999999,2481.7096006534744
exponential,80,58,0,-1,,0,0.9924993821143443,2452.7165578548693
exponential,80,59,0,-1,,0,0.9806274227315722,2461.047527349958
exponential,80,60,0,-1,,0,0.999999,2468.8906003369534
exponential,80,61,0,-1,,0,0.997109781338165,2480.0123091834334
exponential,80,62,0,-1,,0,0.999999,2465.3572344521913
exponential,80,63,0,-1,,0,0.9973711936096465,2473.6447962978
exponential,80,64,0,-1,,0,0.9998659853236981,2484.1468919329145
exponential,80,65,0,-1,,0,0.999999,2480.0010033740764
exponential,80,66,0,-1,,0,0.9951693988908056,2480.918446525043
exponential,80,67,0,-1,,0,0.9999771628084562,2479.7271604745265
exponential,80,68,0,-1,,0,0.999999,2479.717449508911
exponential,80,69,0,-1,,0,0.999999,2486.385578818891
exponential,80,70,0,-1,,0,0.9983340375914778,2483.773973205097
exponential,80,71,0,-1,,0,0.999999,2485.1375266503233
exponential,80,72,0,-1,,0,0.999999,2457.675925710315
exponential,80,73,0,-1,,0,0.9998336268249262,2455.839904340994
exponential,80,74,0,-1,,0,0.999999,2486.712354536527
exponential,80,75,0,-1,,0,0.999999,2473.3147108887497
exponential,80,76,0,-1,,0,0.9974058014408574,2469.3805697778166
exponential,80,77,0,-1,,0,0.9997885736830392,2469.5989906695
exponential,80,78,0,-1,,0,0.999999,2480.423287432163
exponential,80,79,0,-1,,0,0.999999,2445.1185908743687
exponential,80,80,0,-1,,0,0.9999566897864927,2479.430767051763
exponential,80,81,0,-1,,0,0.9998219831788119,2479.376840108877
exponential,80,82,0,-1,,0,0.9867353904090033,2461.2530204845307
exponential,80,83,0,-1,,0,0.9997570856463264,2455.5157437225453
exponential,80,84,0,-1,,0,0.999999,2463.0356765661763
exponential,80,85,0,-1,,0,0.999999,2482.0487504404455
exponential,80,86,0,-1,,0,0.8854237748795196,2465.169105702962
exponential,80,87,0,-1,,0,0.9966589065322897,2460.048222735124
exponential,80,88,0,-1,,0,0.999999,2452.706756178458
exponential,80,89,0,-1,,0,0.9603744143353228,2463.5082972518635
exponential,80,90,0,-1,,0,0.999999,2469.833829773044
exponential,80,91,0,-1,,0,0.999999,2470.871868032745
exponential,80,92,0,-1,,0,0.9988515540467935,2478.5740329981877
exponential,80,93,0,-1,,0,0.7935642972669666,2460.773152809662
exponential,80,94,0,-1,,0,0.9997404416898412,2442.7050372899603
exponential,80,95,0,-1,,0,0.9974010949146428,2477.5143148859074
exponential,80,96,0,-1,,0,0.999999,2431.724478186372
exponential,80,97,0,-1,,0,0.9937700834189107,2482.2373132474604
exponential,80,98,0,-1,,0,0.999999,2470.7738014248316
exponential,80,99,0,-1,,0,0.9998767329789242,2482.6179387475017
exponential,90,0,0,-1,,0,0.999999,2970.060875921076
exponential,90,1,0,-1,,0,0.9959037989862918,2968.085434921836
exponential,90,2,0,-1,,0,0.999999,2958.928612697392
exponential,90,3,0,-1,,0,0.9981729793949885,2942.8814423702643
exponential,90,4,0,-1,,0,0.9449828854836093,2981.2412268267403
exponential,90,5,0,-1,,0,0.999999,2963.9617601802674
exponential,90,6,0,-1,,0,0.9932109151423394,2942.3684665575297
exponential,90,7,0,-1,,0,0.998993490350595,2954.511693361867
exponential,90,8,0,-1,,0,0.9976285343257172,2960.3151368422937
exponential,90,9,0,-1,,0,0.9986892120344835,2970.1358347113264
exponential,90,10,0,-1,,0,0.9997318813581116,2950.404875050899
exponential,90,11,0,-1,,0,0.9716870042309458,2975.9018106553663
exponential,90,12,0,-1,,0,0.9998018952506985,2965.419853654989
exponential,90,13,0,-1,,0,0.999999,2941.198388667764
exponential,90,14,0,-1,,0,0.9921266510201099,2973.967155536969
exponential,90,15,0,-1,,0,0.9095866263519441,2969.721711294959
exponential,90,16,0,-1,,0,0.9432897714779748,2973.1897133822117
exponential,90,17,0,-1,,0,0.999999,2938.0019886010073
exponential,90,18,0,-1,,0,0.999999,2981.6380438930237
exponential,90,19,0,-1,,0,0.9310253125144531,2971.734119609355
exponential,90,20,0,-1,,0,0.9769775313163049,2928.625699984507
exponential,90,21,0,-1,,0,0.9818074733188188,2918.8918028483317
exponential,90,22,0,-1,,0,0.9997782643204398,2985.6609339583097
exponential,90,23,0,-1,,0,0.999999,2935.4545525538274
exponential,90,24,0,-1,,0,0.996391237730211,2970.9671150974787
exponential,90,25,0,-1,,0,0.9998253610194698,2979.337551063143
exponential,90,26,0,-1,,0,0.999999,2967.563133864006
exponential,90,27,0,-1,,0,0.9999339499915276,2966.5413166703984
exponential,90,28,0,-1,,0,0.999999,2983.2254498821694
exponential,90,29,0,-1,,0,0.999999,2951.8142973077775
exponential,90,30,0,-1,,0,0.999999,2980.440298084315
exponential,90,31,0,-1,,0,0.9999606064203451,2985.158248060641
exponential,90,32,0,-1,,0,0.9626939102526543,2979.210336487022
exponential,90,33,0,-1,,0,0.999999,2974.1139612635407
exponential,90,34,0,-1,,0,0.9982068672937745,2962.050753960885
exponential,90,35,0,-1,,0,0.999999,2989.713389780953
exponential,90,36,0,-1,,0,0.999999,2951.197183314579
exponential,90,37,0,-1,,0,0.9999592675330503,2971.912318522227
exponential,90,38,0,-1,,0,0.9876117385644682,2976.195306556729
exponential,90,39,0,-1,,0,0.9961838902409362,2959.551502830411
exponential,90,40,0,-1,,0,0.9998881534737852,2976.1487910436076
exponential,90,41,0,-1,,0,0.9782007832561678,2913.234448620057
exponential,90,42,0,-1,,0,0.9998684853648534,2945.2498307947426
exponential,90,43,0,-1,,0,0.9630590267626821,2937.6787810690853
exponential,90,44,0,-1,,0,0.6169662771145645,2942.402422586958
exponential,90,45,0,-1,,0,0.9927491375050393,2962.201859848384
exponential,90,46,0,-1,,0,0.9991294876397944,2976.9144431478594
exponential,90,47,0,-1,,0,0.999999,2968.368365326578
exponential,90,48,0,-1,,0,0.999999,2952.364734284487
exponential,90,49,0,-1,,0,0.9943268961244488,2985.0881543191267
exponential,90,50,0,-1,,0,0.9596252550846162,2946.1946134592276
exponential,90,51,0,-1,,0,0.9974242616593462,2881.859386658595
exponential,90,52,0,-1,,0,0.9959208104162592,2962.998818131232
exponential,90,53,0,-1,,0,0.999999,2955.383055543757
exponential,90,54,0,-1,,0,0.999999,2985.7807164401374
exponential,90,55,0,-1,,0,0.998488233820943,2974.843367188904
exponential,90,56,0,-1,,0,0.999999,2972.876666749553
exponential,90,57,0,-1,,0,0.999999,2968.2614982088585
exponential,90,58,0,-1,,0,0.9999395207036231,2965.6280162452726
exponential,90,59,0,-1,,0,0.9942611699511782,2931.1929046511414
exponential,90,60,0,-1,,0,0.999999,2958.1932056614783
exponential,90,61,0,-1,,0,0.999999,2954.4897190583065
exponential,90,62,0,-1,,0,0.999999,2960.394832170799
exponential,90,63,0,-1,,0,0.999955148151255,2979.7607686738834
exponential,90,64,0,-1,,0,0.9986683170136735,2974.533239113635
exponential,90,65,0,-1,,0,0.9996160647662121,2967.0396984796776
exponential,90,66,0,-1,,0,0.999999,2971.3389400852934
exponential,90,67,0,-1,,0,0.9997179664887478,2959.437378766043
exponential,90,68,0,-1,,0,0.9997410068688849,2955.59834849627
exponential,90,69,0,-1,,0,0.9998686584111839,2946.4270242901816
exponential,90,70,0,-1,,0,0.9993553036741749,2971.1020763297156
exponential,90,71,0,-1,,0,0.9999620344122532,2942.567202200765
exponential,90,72,0,-1,,0,0.9998091105680509,2985.6909353014953
exponential,90,73,0,-1,,0,0.999999,2976.462972560582
exponential,90,74,0,-1,,0,0.999999,2979.9961212962635
exponential,90,75,0,-1,,0,0.999999,2967.3423483076963
exponential,90,76,0,-1,,0,0.9687001030958398,2959.614870627053
exponential,90,77,0,-1,,0,0.9951972335720027,2958.0666300964804
exponential,90,78,0,-1,,0,0.999999,2916.8001832253276
exponential,90,79,0,-1,,0,0.9276840574591994,2975.9146836198197
exponential,90,80,0,-1,,0,0.999999,2969.4151552055027
exponential,90,81,0,-1,,0,0.9989843682112152,2979.399272076012
exponential,90,82,0,-1,,0,0.999999,2976.1874007342362
exponential,90,83,0,-1,,0,0.999999,2979.747763961666
exponential,90,84,0,-1,,0,0.999999,2956.8033011907874
exponential,90,85,0,-1,,0,0.999999,2939.892217275631
exponential,90,86,0,-1,,0,0.985288674980842,2965.0743764654612
exponential,90,87,0,-1,,0,0.9991544115798787,2982.896137877623
exponential,90,88,0,-1,,0,0.9997007687514416,2959.477410477184
exponential,90,89,0,-1,,0,0.999999,2982.599320499375
exponential,90,90,0,-1,,0,0.999999,2981.2723376338176
exponential,90,91,0,-1,,0,0.999999,2974.3928611904753
exponential,90,92,0,-1,,0,0.9765241831977441,2961.1277203735367
exponential,90,93,0,-1,,0,0.9986564366006042,2959.6085653096225
exponential,90,94,0,-1,,0,0.7408315520231301,2962.841779791992
exponential,90,95,0,-1,,0,0.9987289085507168,2961.5547085380813
exponential,90,96,0,-1,,0,0.9806215670318875,2985.2465316672833
exponential,90,97,0,-1,,0,0.999999,2974.019067042195
exponential,90,98,0,-1,,0,0.999999,2980.969267127695
exponential,90,99,0,-1,,0,0.999999,2980.1186613775853
exponential,100,0,0,-1,,0,0.9939132476552577,3468.518299809928
exponential,100,1,0,-1,,0,0.9999000198685155,3465.4056191969044
exponential,100,2,0,-1,,0,0.9999556179465758,3477.3834355251993
exponential,100,3,0,-1,,0,0.9568991717395965,3481.3286966043074
exponential,100,4,0,-1,,0,0.9999351448193707,3466.023976413817
exponential,100,5,0,-1,,0,0.999999,3410.3752797949865
exponential,100,6,0,-1,,0,0.9992024359704544,3469.02934830782
exponential,100,7,0,-1,,0,0.9997738002438324,3438.250945993171
exponential,100,8,0,-1,,0,0.9998924209294596,3476.3044952292125
exponential,100,9,0,-1,,0,0.9929008517609441,3475.133978217736
