schedule,mult,seed_idx,collapsed,collapse_step,collapse_J,collapse_type,final_m,final_wealth
linear,70,24,0,-1,,0,0.999999,1986.3804721790282
linear,70,25,0,-1,,0,0.9917203177373535,1984.7583955490434
linear,70,26,0,-1,,0,0.7321314095455868,1976.1078167235626
linear,70,27,0,-1,,0,0.9999073744009845,1966.1774950430258
linear,70,28,0,-1,,0,0.9990688309360987,1981.8662446784172
linear,70,29,0,-1,,0,0.9972356083452965,1960.1013587827024
linear,70,30,0,-1,,0,0.9999291286917358,1978.356656799144
linear,70,31,0,-1,,0,0.999999,1984.2354684544657
linear,70,32,0,-1,,0,0.999999,1961.6783783668002
linear,70,33,0,-1,,0,0.9991037050075476,1976.5949994183707
linear,70,34,0,-1,,0,0.9988056003816929,1934.7508242214847
linear,70,35,0,-1,,0,0.999935151428757,1946.5324334107827
linear,70,36,0,-1,,0,0.9504922014622597,1956.4127508881352
linear,70,37,0,-1,,0,0.999999,1939.1919208071429
linear,70,38,0,-1,,0,0.8774585320325652,1979.2072711470391
linear,70,39,0,-1,,0,0.999999,1977.1755359532874
linear,70,40,0,-1,,0,0.9992674714052007,1962.824956515858
linear,70,41,0,-1,,0,0.9893647228018799,1970.7960537785368
linear,70,42,0,-1,,0,0.9999316862931681,1977.4649171934507
linear,70,43,0,-1,,0,0.9983438354683,1980.9878619059962
linear,70,44,0,-1,,0,0.999999,1967.060136714146
linear,70,45,0,-1,,0,0.9930581341088865,1982.5745672187777
linear,70,46,0,-1,,0,0.999999,1978.5524066387914
linear,70,47,0,-1,,0,0.999999,1971.4942444940343
linear,70,48,0,-1,,0,0.9999278039725784,1982.2679666103597
linear,70,49,0,-1,,0,0.999999,1953.9682080196035
linear,70,50,0,-1,,0,0.9999109576735256,1984.0861496823306
linear,70,51,0,-1,,0,0.9999742268085886,1958.6964540435533
linear,70,52,0,-1,,0,0.999740007299177,1946.469217429408
linear,70,53,0,-1,,0,0.999999,1966.266048346462
linear,70,54,0,-1,,0,0.9999788080222665,1984.4918702484397
linear,70,55,0,-1,,0,0.9977606930826433,1954.4307474464397
linear,70,56,0,-1,,0,0.999999,1988.6576098183523
linear,70,57,0,-1,,0,0.9998672661184514,1977.9475758457586
linear,70,58,0,-1,,0,0.8542504946806126,1963.8052927650147
linear,70,59,0,-1,,0,0.9999874341432421,1946.6632814639188
linear,70,60,0,-1,,0,0.9969129992420644,1951.4888539778024
linear,70,61,0,-1,,0,0.999999,1979.7712429273556
linear,70,62,0,-1,,0,0.999999,1988.7447619494228
linear,70,63,0,-1,,0,0.999999,1986.7602855259702
linear,70,64,0,-1,,0,0.9997952423985823,1983.4308883340454
linear,70,65,0,-1,,0,0.999999,1978.4912468960877
linear,70,66,0,-1,,0,0.999999,1952.284515608431
linear,70,67,0,-1,,0,0.9999376575073778,1987.509709380743
linear,70,68,0,-1,,0,0.9999538453864711,1971.2427341938374
linear,70,69,0,-1,,0,0.999999,1982.3293330307843
linear,70,70,0,-1,,0,0.999999,1953.3868737492287
linear,70,71,0,-1,,0,0.999999,1980.6663768263622
linear,70,72,0,-1,,0,0.9997488019702119,1954.6795748163997
linear,70,73,0,-1,,0,0.9999461042014012,1981.4259910331073
linear,70,74,0,-1,,0,0.9997101576941512,1979.9940692063512
linear,70,75,0,-1,,0,0.9502488297289825,1964.0118088989707
linear,70,76,0,-1,,0,0.994675841586314,1986.0505477064119
linear,70,77,0,-1,,0,0.999999,1974.2441772807263
linear,70,78,0,-1,,0,0.999999,1980.4959969507931
linear,70,79,0,-1,,0,0.999768232643996,1964.441243866666
linear,70,80,0,-1,,0,0.9999633240042798,1984.915113493705
linear,70,81,0,-1,,0,0.999999,1987.2594189754043
linear,70,82,0,-1,,0,0.999999,1966.1097460590117
linear,70,83,0,-1,,0,0.9999337215592335,1950.9740762606168
linear,70,84,0,-1,,0,0.999999,1981.9359183308056
linear,70,85,0,-1,,0,0.999999,1981.4189720148115
linear,70,86,0,-1,,0,0.9975967473136134,1973.4987950155112
linear,70,87,0,-1,,0,0.989817293229984,1969.6897481436974
linear,70,88,0,-1,,0,0.9997455460572073,1967.3810890437144
linear,70,89,0,-1,,0,0.999948749282397,1977.7208845923642
linear,70,90,0,-1,,0,0.9999722103066196,1975.3134125546778
linear,70,91,0,-1,,0,0.999999,1953.017436544768
linear,70,92,0,-1,,0,0.999999,1961.5612979746084
linear,70,93,0,-1,,0,0.7074524139436418,1962.0804934443431
linear,70,94,0,-1,,0,0.999999,1963.0679536593195
linear,70,95,0,-1,,0,0.999999,1966.0883572637008
linear,70,96,0,-1,,0,0.9999588222491245,1989.5013388842913
linear,70,97,0,-1,,0,0.9973085010831654,1976.103699329082
linear,70,98,0,-1,,0,0.9998838448258517,1983.8658839311456
linear,70,99,0,-1,,0,0.9982638379838961,1984.6817037464011
linear,75,0,0,-1,,0,0.999999,2220.42548965119
linear,75,1,0,-1,,0,0.996375007149182,2227.445377862736
linear,75,2,0,-1,,0,0.9999905632374066,2231.857744057503
linear,75,3,0,-1,,0,0.999695035198188,2227.311831013477
linear,75,4,0,-1,,0,0.999999,2226.514012798789
linear,75,5,0,-1,,0,0.999743064902767,2207.6093779722405
linear,75,6,0,-1,,0,0.9989174420155041,2212.2297563887487
linear,75,7,0,-1,,0,0.999999,2235.185799912896
linear,75,8,0,-1,,0,0.9948508146493025,2223.6062520775886
linear,75,9,0,-1,,0,0.999999,2208.3712236656534
linear,75,10,0,-1,,0,0.9992259460882301,2210.3624418390928
linear,75,11,0,-1,,0,0.9526104311382574,2234.124374179661
linear,75,12,0,-1,,0,0.9998823051749753,2235.018188088525
linear,75,13,0,-1,,0,0.9937981555109181,2218.0608874098784
linear,75,14,0,-1,,0,0.9973315777910247,2217.37369712605
linear,75,15,0,-1,,0,0.999999,2201.653188971462
linear,75,16,0,-1,,0,0.999999,2211.1315202948435
linear,75,17,0,-1,,0,0.9857313098795862,2213.3455655049265
linear,75,18,0,-1,,0,0.8771754131623718,2233.1901674471446
linear,75,19,0,-1,,0,0.999999,2232.3701952110964
linear,75,20,0,-1,,0,0.9846189226403055,2227.2411072319996
linear,75,21,0,-1,,0,0.9886314396950144,2221.708187907048
linear,75,22,0,-1,,0,0.9864473906719474,2202.7207728595463
linear,75,23,0,-1,,0,0.9998922954637102,2216.722721869773
linear,75,24,0,-1,,0,0.9962879475652074,2213.513558863547
linear,75,25,0,-1,,0,0.9921601916773564,2206.602142539699
linear,75,26,0,-1,,0,0.999999,2226.0604889730766
linear,75,27,0,-1,,0,0.9976030190776107,2235.4149291617855
linear,75,28,0,-1,,0,0.999999,2231.1695045535325
linear,75,29,0,-1,,0,0.9786786571353177,2231.3547970478994
linear,75,30,0,-1,,0,0.999999,2226.9212062344736
linear,75,31,0,-1,,0,0.9951825117368881,2232.521404623957
linear,75,32,0,-1,,0,0.9955574763488333,2229.9269139758567
linear,75,33,0,-1,,0,0.999999,2223.8016357686315
linear,75,34,0,-1,,0,0.9998821184058477,2231.261496611503
linear,75,35,0,-1,,0,0.9449372295532568,2218.9267234693198
linear,75,36,0,-1,,0,0.9966418519241163,2232.8336425576977
linear,75,37,0,-1,,0,0.9928826331453704,2217.7603294765577
linear,75,38,0,-1,,0,0.9965029960039394,2222.0239193704697
linear,75,39,0,-1,,0,0.9997253137331288,2230.391788675201
linear,75,40,0,-1,,0,0.999870059381542,2225.897363318992
linear,75,41,0,-1,,0,0.999999,2237.176434754563
linear,75,42,0,-1,,0,0.9561823145178575,2226.5693789729803
linear,75,43,0,-1,,0,0.999999,2215.746525169142
linear,75,44,0,-1,,0,0.999999,2236.9978245461684
linear,75,45,0,-1,,0,0.999999,2194.8761105966187
linear,75,46,0,-1,,0,0.9449092076924068,2225.4004467086197
linear,75,47,0,-1,,0,0.999183110092104,2236.3513016179963
linear,75,48,0,-1,,0,0.999999,2218.0168610127184
linear,75,49,0,-1,,0,0.999999,2207.978069144448
linear,75,50,0,-1,,0,0.9998987874264481,2219.320456372886
linear,75,51,0,-1,,0,0.999999,2212.1688866372515
linear,75,52,0,-1,,0,0.9998239873929906,2210.9958070243583
linear,75,53,0,-1,,0,0.999999,2217.5733541514824
linear,75,54,0,-1,,0,0.9930031673173955,2235.5275150450734
linear,75,55,0,-1,,0,0.999999,2231.7600163539496
linear,75,56,0,-1,,0,0.999999,2211.722955508904
linear,75,57,0,-1,,0,0.999999,2178.6257805920686
linear,75,58,0,-1,,0,0.9978052595715973,2219.1373122225777
linear,75,59,0,-1,,0,0.999999,2228.994092070255
linear,75,60,0,-1,,0,0.977508042959336,2219.2478914851376
linear,75,61,0,-1,,0,0.9956786380102279,2224.4937709531496
linear,75,62,0,-1,,0,0.9999084114943796,2211.2464258215773
linear,75,63,0,-1,,0,0.999999,2233.8857324875944
linear,75,64,0,-1,,0,0.9953092734086075,2212.914801165464
linear,75,65,0,-1,,0,0.9998553046111291,2214.3169690198874
linear,75,66,0,-1,,0,0.9976323250478254,2238.6876819589543
linear,75,67,0,-1,,0,0.9926148162739601,2210.153555827705
linear,75,68,0,-1,,0,0.9869819878208473,2215.4427249737587
linear,75,69,0,-1,,0,0.9999053446739484,2229.7249180522754
linear,75,70,0,-1,,0,0.9981688811280238,2232.945300888642
linear,75,71,0,-1,,0,0.9974320266117495,2204.500750210931
linear,75,72,0,-1,,0,0.9963039817007461,2222.9723304329104
linear,75,73,0,-1,,0,0.999999,2222.497246691172
linear,75,74,0,-1,,0,0.9870688620620285,2217.5674465219704
linear,75,75,0,-1,,0,0.9952379447886707,2231.6933695967687
linear,75,76,0,-1,,0,0.999999,2208.3650373776472
linear,75,77,0,-1,,0,0.9779477930907983,2229.6161560899795
linear,75,78,0,-1,,0,0.9969786368648641,2219.2087221987654
linear,75,79,0,-1,,0,0.9812930916676278,2230.295783552929
linear,75,80,0,-1,,0,0.9999268966103148,2231.099286237413
linear,75,81,0,-1,,0,0.999999,2214.9949551981526
linear,75,82,0,-1,,0,0.999999,2213.3659660440558
linear,75,83,0,-1,,0,0.9999329620036511,2223.3983275308033
linear,75,84,0,-1,,0,0.9998599894597034,2212.1996509748183
linear,75,85,0,-1,,0,0.9206857232953206,2203.1283785331357
linear,75,86,0,-1,,0,0.999356927563948,2228.7647021030666
linear,75,87,0,-1,,0,0.999999,2219.4627935168533
linear,75,88,0,-1,,0,0.999999,2206.4410350593907
linear,75,89,0,-1,,0,0.9256106482711892,2210.099040977112
linear,75,90,0,-1,,0,0.9426076434707482,2237.1058559220573
linear,75,91,0,-1,,0,0.999999,2230.530270491478
linear,75,92,0,-1,,0,0.999999,2222.750103068314
linear,75,93,0,-1,,0,0.9999205277639166,2228.921357448231
linear,75,94,0,-1,,0,0.9947306974361996,2220.8247591576924
linear,75,95,0,-1,,0,0.978705841281287,2233.6373130931524
linear,75,96,0,-1,,0,0.9618485646118998,2212.106977296249
linear,75,97,0,-1,,0,0.9946495039960171,2192.872537760819
linear,75,98,0,-1,,0,0.999999,2233.251167896616
linear,75,99,0,-1,,0,0.9999668787111717,2214.8001760002926
linear,80,0,0,-1,,0,0.999999,2457.695757949417
linear,80,1,0,-1,,0,0.999999,2425.8916945976734
linear,80,2,0,-1,,0,0.999999,2420.282032208506
linear,80,3,0,-1,,0,0.999999,2469.4467165972014
linear,80,4,0,-1,,0,0.9998842025106707,2479.1285307277776
linear,80,5,0,-1,,0,0.999999,2457.620410544882
linear,80,6,0,-1,,0,0.999999,2486.933072178291
linear,80,7,0,-1,,0,0.999872461613917,2475.7111888016266
linear,80,8,0,-1,,0,0.999999,2453.746455729593
linear,80,9,0,-1,,0,0.999999,2473.8110119626417
linear,80,10,0,-1,,0,0.9959701231287559,2466.3343400671015
linear,80,11,0,-1,,0,0.999999,2471.053929444177
linear,80,12,0,-1,,0,0.9976346455265536,2461.459181224643
linear,80,13,0,-1,,0,0.999999,2448.462530998905
linear,80,14,0,-1,,0,0.9998049951289585,2471.434942029525
linear,80,15,0,-1,,0,0.999999,2456.273251591485
linear,80,16,0,-1,,0,0.9959878797699694,2482.9980033565726
linear,80,17,0,-1,,0,0.9920664177604802,2478.2962132594894
linear,80,18,0,-1,,0,0.999999,2484.766470133351
linear,80,19,0,-1,,0,0.999999,2483.772762522322
linear,80,20,0,-1,,0,0.999999,2482.876705964379
linear,80,21,0,-1,,0,0.9772685148802585,2421.881400847132
linear,80,22,0,-1,,0,0.9999149795494998,2441.5053353959697
linear,80,23,0,-1,,0,0.9999663515559154,2459.0869166160833
linear,80,24,0,-1,,0,0.9999970162938181,2419.865005803051
linear,80,25,0,-1,,0,0.9980042019121081,2463.471999794814
linear,80,26,0,-1,,0,0.9944807282068101,2474.508624726981
linear,80,27,0,-1,,0,0.999999,2475.3164940963557
linear,80,28,0,-1,,0,0.9998819289612186,2471.5479449536083
linear,80,29,0,-1,,0,0.9998087185213526,2475.0629579655256
linear,80,30,0,-1,,0,0.999999,2469.216433625917
linear,80,31,0,-1,,0,0.999999,2460.3185306243568
linear,80,32,0,-1,,0,0.9969779804649354,2471.4347106056866
linear,80,33,0,-1,,0,0.999999,2479.1958769957564
linear,80,34,0,-1,,0,0.999999,2432.8885717273956
linear,80,35,0,-1,,0,0.9999058274979182,2482.9004930976735
linear,80,36,0,-1,,0,0.999999,2476.9983833842107
linear,80,37,0,-1,,0,0.999999,2473.966727175954
linear,80,38,0,-1,,0,0.999999,2478.9261092372435
linear,80,39,0,-1,,0,0.9997776993125973,2472.79577086937
linear,80,40,0,-1,,0,0.999999,2473.6445578785892
linear,80,41,0,-1,,0,0.9982077420435955,2487.1169404594943
linear,80,42,0,-1,,0,0.9869887288167167,2464.0764612645444
linear,80,43,0,-1,,0,0.999999,2484.522307584333
linear,80,44,0,-1,,0,0.9995014015225462,2437.285962342928
linear,80,45,0,-1,,0,0.999999,2475.869999541172
linear,80,46,0,-1,,0,0.9999470418546311,2455.6936267734277
linear,80,47,0,-1,,0,0.9992999434590376,2460.2237211711354
linear,80,48,0,-1,,0,0.9831421559384278,2466.638682301615
linear,80,49,0,-1,,0,0.999999,2458.866102148009
linear,80,50,0,-1,,0,0.999999,2484.1940687878296
linear,80,51,0,-1,,0,0.999999,2478.073090565993
linear,80,52,0,-1,,0,0.999999,2463.162379380073
linear,80,53,0,-1,,0,0.999999,2481.450346896004
linear,80,54,0,-1,,0,0.8880836081705406,2481.6258189201662
linear,80,55,0,-1,,0,0.999999,2462.03383057004
linear,80,56,0,-1,,0,0.999999,2482.2019817039236
linear,80,57,0,-1,,0,0.999999,2464.744403846519
linear,80,58,0,-1,,0,0.999999,2470.3063809080013
linear,80,59,0,-1,,0,0.999999,2465.638492990674
linear,80,60,0,-1,,0,0.9835676681580148,2453.322189311309
linear,80,61,0,-1,,0,0.9999197036272882,2444.8441905290288
linear,80,62,0,-1,,0,0.999999,2473.225581838616
linear,80,63,0,-1,,0,0.9999914315846367,2413.804687252013
linear,80,64,0,-1,,0,0.999836250730476,2481.8517181349275
linear,80,65,0,-1,,0,0.735105241189387,2450.44226707847
linear,80,66,0,-1,,0,0.9992741642787122,2469.540860721171
linear,80,67,0,-1,,0,0.999999,2484.750883281325
linear,80,68,0,-1,,0,0.9968760662110171,2419.3094256107447
linear,80,69,0,-1,,0,0.9722777853094831,2476.517800533597
linear,80,70,0,-1,,0,0.9751374637660348,2469.367025413154
linear,80,71,0,-1,,0,0.999999,2453.3236335335546
linear,80,72,0,-1,,0,0.9921471405920671,2465.8533899506433
linear,80,73,0,-1,,0,0.9998735529841211,2445.610433597432
linear,80,74,0,-1,,0,0.9997817711187456,2470.2695822751343
linear,80,75,0,-1,,0,0.999999,2476.914269066754
linear,80,76,0,-1,,0,0.999999,2479.997808944906
linear,80,77,0,-1,,0,0.999999,2479.14009372768
linear,80,78,0,-1,,0,0.9997902809581021,2461.735251261256
linear,80,79,0,-1,,0,0.999999,2478.762388830155
linear,80,80,0,-1,,0,0.9997102736672281,2478.855604341249
linear,80,81,0,-1,,0,0.9996477901586862,2469.38894160459
linear,80,82,0,-1,,0,0.999999,2460.5278080492453
linear,80,83,0,-1,,0,0.999999,2476.552635591592
linear,80,84,0,-1,,0,0.789991596155625,2469.5568612589605
linear,80,85,0,-1,,0,0.967352818032563,2477.825819908627
linear,80,86,0,-1,,0,0.9987211983618044,2458.9675978021173
linear,80,87,0,-1,,0,0.9402257475420039,2483.5470081117546
linear,80,88,0,-1,,0,0.999999,2470.1366426244854
linear,80,89,0,-1,,0,0.999999,2477.1511011001166
linear,80,90,0,-1,,0,0.999999,2482.666455104604
linear,80,91,0,-1,,0,0.999999,2478.0834777153036
linear,80,92,0,-1,,0,0.999999,2481.445087003051
linear,80,93,0,-1,,0,0.999999,2456.7722022221064
linear,80,94,0,-1,,0,0.999999,2468.9068361565296
linear,80,95,0,-1,,0,0.999999,2482.628797229667
linear,80,96,0,-1,,0,0.9999687544571382,2477.7005362044783
linear,80,97,0,-1,,0,0.9999663885025329,2469.682201734332
linear,80,98,0,-1,,0,0.9998220313857035,2410.1315560384714
linear,80,99,0,-1,,0,0.9998642870853766,2469.036020374053
linear,90,0,0,-1,,0,0.8362241037773194,2929.243886747661
linear,90,1,0,-1,,0,0.999999,2960.407813793838
linear,90,2,0,-1,,0,0.997574607560083,2930.728446473241
linear,90,3,0,-1,,0,0.9999677363460733,2963.9359160447725
linear,90,4,0,-1,,0,0.999999,2973.154644923809
linear,90,5,0,-1,,0,0.9635052860236095,2979.1467143915975
linear,90,6,0,-1,,0,0.999999,2960.93656301076
linear,90,7,0,-1,,0,0.999999,2947.788576803448
linear,90,8,0,-1,,0,0.924192206954142,2957.4979489225457
linear,90,9,0,-1,,0,0.999999,2978.973367693584
linear,90,10,0,-1,,0,0.9984344353228132,2951.7822345229256
linear,90,11,0,-1,,0,0.9998479402035095,2969.3913277856514
linear,90,12,0,-1,,0,0.9997687423508433,2979.717918662494
linear,90,13,0,-1,,0,0.999999,2966.3804441815387
linear,90,14,0,-1,,0,0.9999083081359906,2977.396362104772
linear,90,15,0,-1,,0,0.9913795523564928,2979.2504273056443
linear,90,16,0,-1,,0,0.9998798917106401,2982.0093386665444
linear,90,17,0,-1,,0,0.999999,2960.203672967454
linear,90,18,0,-1,,0,0.999999,2981.6261776829015
linear,90,19,0,-1,,0,0.9999131754361802,2964.2086615580247
linear,90,20,0,-1,,0,0.9972733183767618,2931.424161774435
linear,90,21,0,-1,,0,0.9873827235227082,2973.3550093323133
linear,90,22,0,-1,,0,0.999999,2962.6898751348563
linear,90,23,0,-1,,0,0.990921533911593,2972.727292149663
linear,90,24,0,-1,,0,0.8684157474091606,2958.8194970450745
linear,90,25,0,-1,,0,0.9974990713723247,2953.6312488317235
linear,90,26,0,-1,,0,0.9999309530793291,2978.118355144804
linear,90,27,0,-1,,0,0.999999,2967.4319747740747
linear,90,28,0,-1,,0,0.9999520761424511,2963.7728016655005
linear,90,29,0,-1,,0,0.9996136063814823,2977.716038684682
linear,90,30,0,-1,,0,0.999999,2931.4101658228055
linear,90,31,0,-1,,0,0.999999,2977.2427372540833
linear,90,32,0,-1,,0,0.9709394476654951,2958.98649057946
linear,90,33,0,-1,,0,0.9939520333017151,2963.0524786162905
linear,90,34,0,-1,,0,0.999999,2955.6961972657127
linear,90,35,0,-1,,0,0.901447789125512,2973.0846133061223
linear,90,36,0,-1,,0,0.99809235706421,2963.4496560676566
linear,90,37,0,-1,,0,0.7298998421786912,2963.292639999715
linear,90,38,0,-1,,0,0.9703191425842416,2916.1019542753347
linear,90,39,0,-1,,0,0.909872678495925,2966.633460378483
linear,90,40,0,-1,,0,0.9979014516272567,2981.857069175687
linear,90,41,0,-1,,0,0.999999,2956.3277079393065
linear,90,42,0,-1,,0,0.9999955118745114,2973.9442803096254
linear,90,43,0,-1,,0,0.9996280931449891,2981.9883692006465
linear,90,44,0,-1,,0,0.999999,2981.60177757558
linear,90,45,0,-1,,0,0.999999,2944.2036619354462
linear,90,46,0,-1,,0,0.9967163658183258,2980.39969730583
linear,90,47,0,-1,,0,0.9999522727948977,2937.2962411901367
linear,90,48,0,-1,,0,0.9957463959240728,2973.4905875959203
linear,90,49,0,-1,,0,0.8212810134620423,2970.1613679188417
linear,90,50,0,-1,,0,0.999999,2985.985143443528
linear,90,51,0,-1,,0,0.999999,2980.358668475891
linear,90,52,0,-1,,0,0.9966398306646844,2979.277078452677
linear,90,53,0,-1,,0,0.9941273307156775,2953.5606933261306
linear,90,54,0,-1,,0,0.9984050576162736,2970.968868366628
linear,90,55,0,-1,,0,0.9982114690612565,2975.365818921316
linear,90,56,0,-1,,0,0.9919488328097954,2980.688634773076
linear,90,57,0,-1,,0,0.9999528183113122,2965.1636598518708
linear,90,58,0,-1,,0,0.999999,2978.6183686872632
linear,90,59,0,-1,,0,0.999999,2972.077112477467
linear,90,60,0,-1,,0,0.999999,2979.378583513531
linear,90,61,0,-1,,0,0.999999,2985.101074650466
linear,90,62,0,-1,,0,0.9603521588430516,2945.4301330414287
linear,90,63,0,-1,,0,0.9999054345369587,2980.997860691131
linear,90,64,0,-1,,0,0.9999516817514515,2957.399690414594
linear,90,65,0,-1,,0,0.999999,2946.869274785497
linear,90,66,0,-1,,0,0.9827613018737461,2977.4374290466767
linear,90,67,0,-1,,0,0.999999,2966.111513851501
linear,90,68,0,-1,,0,0.9993836548399557,2964.8921882337236
linear,90,69,0,-1,,0,0.999999,2950.3806606927137
linear,90,70,0,-1,,0,0.999999,2988.8505897021123
linear,90,71,0,-1,,0,0.9998215478176484,2959.420558047518
linear,90,72,0,-1,,0,0.999999,2975.274631256894
linear,90,73,0,-1,,0,0.9877426191305053,2964.7217352032
linear,90,74,0,-1,,0,0.9997356797139679,2980.833245700094
linear,90,75,0,-1,,0,0.9989016923506062,2945.317485190611
linear,90,76,0,-1,,0,0.999999,2977.3952955334958
linear,90,77,0,-1,,0,0.999999,2971.816443797424
linear,90,78,0,-1,,0,0.9965466613863307,2934.3394607997566
linear,90,79,0,-1,,0,0.9999364923234453,2970.513236415789
linear,90,80,0,-1,,0,0.9999662923654902,2966.6529722401856
linear,90,81,0,-1,,0,0.9986022489923049,2965.0787671546245
linear,90,82,0,-1,,0,0.9970290446224667,2932.5667600041174
linear,90,83,0,-1,,0,0.999999,2960.5161039808067
linear,90,84,0,-1,,0,0.9996742840995351,2986.2452830432685
linear,90,85,0,-1,,0,0.9998156190817789,2976.7354958258347
linear,90,86,0,-1,,0,0.9999182393572938,2932.4707766385636
linear,90,87,0,-1,,0,0.9999861528077428,2975.8822870189115
linear,90,88,0,-1,,0,0.9761506457901755,2982.9775530045863
linear,90,89,0,-1,,0,0.999999,2955.9433919070307
linear,90,90,0,-1,,0,0.9999094754120265,2984.2398292917696
linear,90,91,0,-1,,0,0.999999,2985.0429347491468
linear,90,92,0,-1,,0,0.999999,2976.4826519044427
linear,90,93,0,-1,,0,0.7125255992707668,2972.6072692996922
linear,90,94,0,-1,,0,0.999999,2938.8179504475374
linear,90,95,0,-1,,0,0.9744485876379136,2950.5304359106917
linear,90,96,0,-1,,0,0.9999833356078831,2973.4065813683433
linear,90,97,0,-1,,0,0.999999,2956.2123576540403
linear,90,98,0,-1,,0,0.7462478425315298,2933.669837459106
linear,90,99,0,-1,,0,0.9997279731431105,2929.5367288547804
linear,100,0,0,-1,,0,0.999999,3478.424004921448
linear,100,1,0,-1,,0,0.999999,3463.362842124523
linear,100,2,0,-1,,0,0.9917027391843043,3466.1493656595276
linear,100,3,0,-1,,0,0.999999,3459.1913492638637
linear,100,4,0,-1,,0,0.999999,3477.6762113050318
linear,100,5,0,-1,,0,0.9998073232594533,3465.4641738193386
linear,100,6,0,-1,,0,0.999999,3463.588425203587
linear,100,7,0,-1,,0,0.999999,3479.332317063828
linear,100,8,0,-1,,0,0.999999,3485.678678007699
linear,100,9,0,-1,,0,0.9998463655665603,3440.4679400871673
linear,100,10,0,-1,,0,0.9609016696553491,3474.059497875331
linear,100,11,0,-1,,0,0.8664385311777296,3476.6682630818896
linear,100,12,0,-1,,0,0.9998140196276546,3471.057191645063
linear,100,13,0,-1,,0,0.9998900408986492,3464.0116416227834
linear,100,14,0,-1,,0,0.999999,3454.825044658437
linear,100,15,0,-1,,0,0.9565739376237529,3468.2462026628264
linear,100,16,0,-1,,0,0.999999,3454.219329392863
linear,100,17,0,-1,,0,0.9999284178186134,3477.8732601110773
linear,100,18,0,-1,,0,0.9999922945057239,3476.325524333871
linear,100,19,0,-1,,0,0.999999,3442.066268885168
linear,100,20,0,-1,,0,0.999999,3430.0438072031448
linear,100,21,0,-1,,0,0.999999,3473.9419440654706
linear,100,22,0,-1,,0,0.999999,3451.478839593546
linear,100,23,0,-1,,0,0.9998973826554468,3476.701507844429
linear,100,24,0,-1,,0,0.9926276588491921,3459.687870170612
linear,100,25,0,-1,,0,0.9999128930455765,3464.570070011568
linear,100,26,0,-1,,0,0.7750714038564586,3440.0501734868653
linear,100,27,0,-1,,0,0.999999,3476.333685760454
linear,100,28,0,-1,,0,0.999999,3484.9951565145066
linear,100,29,0,-1,,0,0.9984127838254667,3459.669573983613
linear,100,30,0,-1,,0,0.999999,3483.3775331596667
linear,100,31,0,-1,,0,0.8072986706894769,3470.9284626552408
linear,100,32,0,-1,,0,0.9980006396215544,3464.81402133676
linear,100,33,0,-1,,0,0.9851732277679333,3423.6729318352754
linear,100,34,0,-1,,0,0.9982326293045963,3452.414583338524
linear,100,35,0,-1,,0,0.999999,3478.1368678410126
linear,100,36,0,-1,,0,0.999999,3468.9029739790426
linear,100,37,0,-1,,0,0.9999957356333,3472.3721988134143
linear,100,38,0,-1,,0,0.999999,3472.3147959533403
linear,100,39,0,-1,,0,0.9999198957352725,3466.5096215242775
linear,100,40,0,-1,,0,0.9954297788116075,3478.000537995342
linear,100,41,0,-1,,0,0.999999,3480.146160485181
linear,100,42,0,-1,,0,0.999992682502982,3449.3543955929495
linear,100,43,0,-1,,0,0.9883909053539897,3467.4457433613825
linear,100,44,0,-1,,0,0.9976679899162978,3451.9057516569064
linear,100,45,0,-1,,0,0.999999,3468.2580954747027
linear,100,46,0,-1,,0,0.9961450513049658,3439.720533135626
linear,100,47,0,-1,,0,0.999999,3472.383066568924
linear,100,48,0,-1,,0,0.9948425000710265,3426.821615858699
linear,100,49,0,-1,,0,0.999999,3472.995924592961
linear,100,50,0,-1,,0,0.999999,3461.6937110244558
linear,100,51,0,-1,,0,0.988044729872987,3462.0915229311677
linear,100,52,0,-1,,0,0.999874610984331,3483.978612736323
linear,100,53,0,-1,,0,0.9877788980046643,3443.275413182429
linear,100,54,0,-1,,0,0.9998595044787358,3464.8448205519926
linear,100,55,0,-1,,0,0.999999,3474.441157654146
linear,100,56,0,-1,,0,0.9990008156729463,3462.340180856933
linear,100,57,0,-1,,0,0.9446185076748521,3455.170909406918
linear,100,58,0,-1,,0,0.9999632367472138,3462.9127641324912
linear,100,59,0,-1,,0,0.9541731215656394,3473.420790003047
linear,100,60,0,-1,,0,0.999999,3401.2218420815902
linear,100,61,0,-1,,0,0.999999,3471.7761505750277
linear,100,62,0,-1,,0,0.9997472141905354,3450.069633062979
linear,100,63,0,-1,,0,0.999999,3474.5943044637497
linear,100,64,0,-1,,0,0.999999,3471.133011700605
linear,100,65,0,-1,,0,0.9999778868321318,3452.3468782162445
linear,100,66,0,-1,,0,0.9664513504154997,3449.077393853726
linear,100,67,0,-1,,0,0.9977336301814642,3462.837207715632
linear,100,68,0,-1,,0,0.9998617112010095,3417.4011241739195
linear,100,69,0,-1,,0,0.9984999456693925,3451.479370840038
linear,100,70,0,-1,,0,0.999999,3474.034590279638
linear,100,71,0,-1,,0,0.9981714698945046,3450.276622530423
linear,100,72,0,-1,,0,0.999999,3457.825154272983
linear,100,73,0,-1,,0,0.9996960654503719,3429.0328264250106
linear,100,74,0,-1,,0,0.999999,3470.309469338519
